geoid,name,year,total_pop,plumbing,percent_lacking_plumbing
45079,"Richland County, South Carolina",2022,421566,662.0,0.1570335368601832
28033,"DeSoto County, Mississippi",2022,191723,77.0,0.040162108875826
38035,"Grand Forks County, North Dakota",2022,72413,39.0,0.0538577327275489
45051,"Horry County, South Carolina",2022,383101,63.0,0.0164447495569053
13121,"Fulton County, Georgia",2022,1074634,302.0,0.0281025912077972
15009,"Maui County, Hawaii",2022,164365,239.0,0.1454080856630061
22055,"Lafayette Parish, Louisiana",2022,247866,148.0,0.0597096818442222
29019,"Boone County, Missouri",2022,187690,0.0,0.0
6107,"Tulare County, California",2022,477544,315.0,0.0659625081667867
42089,"Monroe County, Pennsylvania",2022,167198,72.0,0.0430627160611969
51199,"York County, Virginia",2022,71341,153.0,0.2144629315540853
53029,"Island County, Washington",2022,86625,166.0,0.1916305916305916
6113,"Yolo County, California",2022,222115,129.0,0.0580780226459266
27163,"Washington County, Minnesota",2022,275912,192.0,0.0695874046797529
39043,"Erie County, Ohio",2022,74501,0.0,0.0
12109,"St. Johns County, Florida",2022,306841,145.0,0.0472557448320139
12035,"Flagler County, Florida",2022,126705,0.0,0.0
37051,"Cumberland County, North Carolina",2022,336699,30.0,0.0089100353728404
41017,"Deschutes County, Oregon",2022,206549,181.0,0.0876305380321376
45063,"Lexington County, South Carolina",2022,304797,184.0,0.0603680482419446
34007,"Camden County, New Jersey",2022,524907,247.0,0.0470559546738755
48361,"Orange County, Texas",2022,84934,13.0,0.0153060023076741
54003,"Berkeley County, West Virginia",2022,129490,44.0,0.0339794578731948
6069,"San Benito County, California",2022,67579,124.0,0.1834889536690392
8035,"Douglas County, Colorado",2022,375988,66.0,0.0175537517154802
37127,"Nash County, North Carolina",2022,95789,29.0,0.0302748749856455
37057,"Davidson County, North Carolina",2022,172586,184.0,0.1066135144217955
42129,"Westmoreland County, Pennsylvania",2022,352057,399.0,0.1133339203594872
51087,"Henrico County, Virginia",2022,333962,167.0,0.0500056892700367
9190,"Western Connecticut Planning Region, Connecticut",2022,623690,277.0,0.0444130898362968
47113,"Madison County, Tennessee",2022,99245,36.0,0.0362738677011436
24009,"Calvert County, Maryland",2022,94573,130.0,0.1374599515718016
9140,"Naugatuck Valley Planning Region, Connecticut",2022,454083,109.0,0.0240044220990435
13031,"Bulloch County, Georgia",2022,83059,204.0,0.2456085433246246
6095,"Solano County, California",2022,448747,286.0,0.0637330165995538
13179,"Liberty County, Georgia",2022,68030,0.0,0.0
1097,"Mobile County, Alabama",2022,411411,479.0,0.1164285835818682
4017,"Navajo County, Arizona",2022,108650,1759.0,1.6189599631845373
6099,"Stanislaus County, California",2022,551275,216.0,0.0391818965126298
12087,"Monroe County, Florida",2022,81708,317.0,0.3879669065452587
12081,"Manatee County, Florida",2022,429125,174.0,0.0405476259831051
9120,"Greater Bridgeport Planning Region, Connecticut",2022,327286,288.0,0.0879964312558435
17091,"Kankakee County, Illinois",2022,106074,36.0,0.033938571186153
13285,"Troup County, Georgia",2022,70191,184.0,0.2621418700403185
17119,"Madison County, Illinois",2022,263864,433.0,0.1640996877179153
17037,"DeKalb County, Illinois",2022,100232,0.0,0.0
17089,"Kane County, Illinois",2022,514182,361.0,0.0702086031794189
17179,"Tazewell County, Illinois",2022,129911,12.0,0.0092370930868055
13295,"Walker County, Georgia",2022,68915,202.0,0.2931147065225277
19061,"Dubuque County, Iowa",2022,98677,0.0,0.0
26021,"Berrien County, Michigan",2022,152900,164.0,0.1072596468279921
26005,"Allegan County, Michigan",2022,121210,81.0,0.0668261694579655
26139,"Ottawa County, Michigan",2022,300873,242.0,0.0804326077780325
26065,"Ingham County, Michigan",2022,284108,0.0,0.0
40143,"Tulsa County, Oklahoma",2022,677358,673.0,0.0993566179184419
36079,"Putnam County, New York",2022,98045,184.0,0.1876689275332755
36029,"Erie County, New York",2022,950312,928.0,0.0976521395078669
26045,"Eaton County, Michigan",2022,108992,56.0,0.0513799177921315
26155,"Shiawassee County, Michigan",2022,68022,0.0,0.0
36001,"Albany County, New York",2022,315811,202.0,0.0639623065694355
1103,"Morgan County, Alabama",2022,124211,126.0,0.1014402911175338
26017,"Bay County, Michigan",2022,102821,0.0,0.0
41067,"Washington County, Oregon",2022,600176,550.0,0.0916397856628722
56025,"Natrona County, Wyoming",2022,79601,131.0,0.1645707968492858
39013,"Belmont County, Ohio",2022,65509,24.0,0.0366361873940985
41071,"Yamhill County, Oregon",2022,108226,0.0,0.0
42003,"Allegheny County, Pennsylvania",2022,1233253,964.0,0.0781672535967883
42005,"Armstrong County, Pennsylvania",2022,64747,65.0,0.1003907516950592
72021,"Bayamón Municipio, Puerto Rico",2022,181577,400.0,0.2202922176266818
12115,"Sarasota County, Florida",2022,462286,210.0,0.0454264243347192
12021,"Collier County, Florida",2022,397994,244.0,0.0613074568963351
39025,"Clermont County, Ohio",2022,210805,175.0,0.0830151087497924
42077,"Lehigh County, Pennsylvania",2022,376317,144.0,0.0382656111735584
12099,"Palm Beach County, Florida",2022,1518477,1518.0,0.0999685869459991
12061,"Indian River County, Florida",2022,167352,386.0,0.2306515607820641
39093,"Lorain County, Ohio",2022,316268,188.0,0.0594432569845827
39007,"Ashtabula County, Ohio",2022,97014,83.0,0.0855546622137011
17019,"Champaign County, Illinois",2022,206542,218.0,0.1055475399676579
48157,"Fort Bend County, Texas",2022,889146,129.0,0.0145083034732203
72061,"Guaynabo Municipio, Puerto Rico",2022,89057,311.0,0.3492145479861212
17183,"Vermilion County, Illinois",2022,72337,20.0,0.0276483680550755
33013,"Merrimack County, New Hampshire",2022,156020,0.0,0.0
48121,"Denton County, Texas",2022,977281,722.0,0.0738784443778196
17199,"Williamson County, Illinois",2022,66695,264.0,0.3958317714971137
48027,"Bell County, Texas",2022,388386,42.0,0.0108139840262007
48231,"Hunt County, Texas",2022,108282,225.0,0.2077907685487892
72025,"Caguas Municipio, Puerto Rico",2022,125136,580.0,0.4634957166602736
1083,"Limestone County, Alabama",2022,110900,0.0,0.0
4003,"Cochise County, Arizona",2022,125663,249.0,0.1981490176105934
37183,"Wake County, North Carolina",2022,1175021,828.0,0.0704668256992853
37151,"Randolph County, North Carolina",2022,146043,0.0,0.0
48099,"Coryell County, Texas",2022,85057,63.0,0.0740679779442021
37035,"Catawba County, North Carolina",2022,163462,0.0,0.0
48183,"Gregg County, Texas",2022,125443,105.0,0.0837033553087856
72139,"Trujillo Alto Municipio, Puerto Rico",2022,66810,0.0,0.0
6075,"San Francisco County, California",2022,808437,188.0,0.0232547495970619
6061,"Placer County, California",2022,417772,251.0,0.0600806181362082
6029,"Kern County, California",2022,916108,277.0,0.0302366096573766
38015,"Burleigh County, North Dakota",2022,99280,101.0,0.1017324738114423
39003,"Allen County, Ohio",2022,101115,52.0,0.0514265934826682
39139,"Richland County, Ohio",2022,125319,71.0,0.0566554153799503
9160,"Northwest Hills Planning Region, Connecticut",2022,113234,60.0,0.0529876185597965
39133,"Portage County, Ohio",2022,161745,69.0,0.0426597421867754
39145,"Scioto County, Ohio",2022,72194,0.0,0.0
39029,"Columbiana County, Ohio",2022,100511,41.0,0.0407915551531673
39099,"Mahoning County, Ohio",2022,225636,204.0,0.0904111046109663
55025,"Dane County, Wisconsin",2022,568203,306.0,0.0538539923231661
18011,"Boone County, Indiana",2022,74164,0.0,0.0
16001,"Ada County, Idaho",2022,518907,427.0,0.0822883483938355
51740,"Portsmouth city, Virginia",2022,97029,484.0,0.4988199404301807
51800,"Suffolk city, Virginia",2022,98537,176.0,0.1786131097963201
33005,"Cheshire County, New Hampshire",2022,77350,0.0,0.0
53063,"Spokane County, Washington",2022,549690,353.0,0.0642180137895905
21227,"Warren County, Kentucky",2022,139843,80.0,0.0572070107191636
36085,"Richmond County, New York",2022,491133,240.0,0.0488666002895346
55117,"Sheboygan County, Wisconsin",2022,117841,0.0,0.0
37071,"Gaston County, North Carolina",2022,234215,252.0,0.1075934504621821
55059,"Kenosha County, Wisconsin",2022,167817,347.0,0.2067728537633255
55105,"Rock County, Wisconsin",2022,164060,81.0,0.0493721809094233
19013,"Black Hawk County, Iowa",2022,130274,33.0,0.0253312249566298
39017,"Butler County, Ohio",2022,388420,892.0,0.2296483188301323
20173,"Sedgwick County, Kansas",2022,525525,133.0,0.0253080253080253
5119,"Pulaski County, Arkansas",2022,399145,1055.0,0.2643149732553332
27131,"Rice County, Minnesota",2022,67693,51.0,0.0753401385667646
28035,"Forrest County, Mississippi",2022,78110,187.0,0.2394059659454615
29077,"Greene County, Missouri",2022,303293,205.0,0.0675914050109959
29510,"St. Louis city, Missouri",2022,286578,155.0,0.0540864965210169
46083,"Lincoln County, South Dakota",2022,70987,0.0,0.0
13247,"Rockdale County, Georgia",2022,94984,26.0,0.0273730312473679
29097,"Jasper County, Missouri",2022,124075,62.0,0.0499697763449526
47125,"Montgomery County, Tennessee",2022,235201,56.0,0.0238094225789856
13115,"Floyd County, Georgia",2022,99443,0.0,0.0
29047,"Clay County, Missouri",2022,257033,156.0,0.0606925958923562
13095,"Dougherty County, Georgia",2022,82966,311.0,0.3748523491550755
13297,"Walton County, Georgia",2022,103065,102.0,0.098966671517974
13059,"Clarke County, Georgia",2022,129875,0.0,0.0
18105,"Monroe County, Indiana",2022,139745,0.0,0.0
5051,"Garland County, Arkansas",2022,100089,218.0,0.2178061525242534
27035,"Crow Wing County, Minnesota",2022,67948,14.0,0.0206039912874551
27109,"Olmsted County, Minnesota",2022,164020,37.0,0.0225582246067552
47011,"Bradley County, Tennessee",2022,110616,69.0,0.0623779561727055
27019,"Carver County, Minnesota",2022,110034,259.0,0.2353817910827562
19169,"Story County, Iowa",2022,99673,19.0,0.0190623338316294
12019,"Clay County, Florida",2022,226589,0.0,0.0
13057,"Cherokee County, Georgia",2022,281278,0.0,0.0
20015,"Butler County, Kansas",2022,68240,38.0,0.055685814771395
13067,"Cobb County, Georgia",2022,771952,258.0,0.0334217671565071
20177,"Shawnee County, Kansas",2022,177480,232.0,0.130718954248366
51650,"Hampton city, Virginia",2022,138037,0.0,0.0
51710,"Norfolk city, Virginia",2022,232995,322.0,0.1382003905663211
51810,"Virginia Beach city, Virginia",2022,455618,354.0,0.0776966669446773
51013,"Arlington County, Virginia",2022,234000,183.0,0.0782051282051282
51550,"Chesapeake city, Virginia",2022,252488,86.0,0.0340610246823611
13255,"Spalding County, Georgia",2022,68919,164.0,0.2379605043601909
46099,"Minnehaha County, South Dakota",2022,203971,25.0,0.0122566443268896
23001,"Androscoggin County, Maine",2022,113023,70.0,0.0619342965591074
55127,"Walworth County, Wisconsin",2022,105380,72.0,0.0683241601821977
23011,"Kennebec County, Maine",2022,125540,187.0,0.1489565078859327
26087,"Lapeer County, Michigan",2022,88780,45.0,0.0506870916873169
55063,"La Crosse County, Wisconsin",2022,120294,0.0,0.0
27003,"Anoka County, Minnesota",2022,368864,90.0,0.0243992365749978
27123,"Ramsey County, Minnesota",2022,536413,250.0,0.0466058801706893
27141,"Sherburne County, Minnesota",2022,100824,45.0,0.0446322304213282
18063,"Hendricks County, Indiana",2022,182534,0.0,0.0
18035,"Delaware County, Indiana",2022,112031,86.0,0.07676446697789
18005,"Bartholomew County, Indiana",2022,83540,366.0,0.4381134785731386
24045,"Wicomico County, Maryland",2022,104664,0.0,0.0
24003,"Anne Arundel County, Maryland",2022,593286,136.0,0.0229231770174924
17143,"Peoria County, Illinois",2022,178383,1076.0,0.6031964929393496
24510,"Baltimore city, Maryland",2022,569931,381.0,0.0668501976555056
26093,"Livingston County, Michigan",2022,196161,374.0,0.1906597131947736
31153,"Sarpy County, Nebraska",2022,196553,45.0,0.0228945882281115
18095,"Madison County, Indiana",2022,131744,221.0,0.1677495749332037
20103,"Leavenworth County, Kansas",2022,82892,0.0,0.0
35031,"McKinley County, New Mexico",2022,69830,1941.0,2.7796076185020766
16019,"Bonneville County, Idaho",2022,129496,101.0,0.077994687094582
20209,"Wyandotte County, Kansas",2022,165746,70.0,0.0422332967311428
35035,"Otero County, New Mexico",2022,68823,191.0,0.2775235023175392
37045,"Cleveland County, North Carolina",2022,100670,157.0,0.155955100824476
16055,"Kootenai County, Idaho",2022,183578,344.0,0.1873862881173125
36005,"Bronx County, New York",2022,1379946,317.0,0.0229719133937125
28059,"Jackson County, Mississippi",2022,144975,48.0,0.0331091567511639
37179,"Union County, North Carolina",2022,249070,50.0,0.0200746778014212
26161,"Washtenaw County, Michigan",2022,366376,59.0,0.0161036749132039
36055,"Monroe County, New York",2022,752035,440.0,0.0585079151901174
18019,"Clark County, Indiana",2022,124237,97.0,0.0780765794409073
18167,"Vigo County, Indiana",2022,106006,53.0,0.049997169971511
21145,"McCracken County, Kentucky",2022,67490,0.0,0.0
34029,"Ocean County, New Jersey",2022,655735,397.0,0.0605427497388426
34025,"Monmouth County, New Jersey",2022,644098,372.0,0.0577551863225782
18097,"Marion County, Indiana",2022,969466,378.0,0.0389905370585456
26081,"Kent County, Michigan",2022,659083,128.0,0.0194209227062448
8041,"El Paso County, Colorado",2022,740567,838.0,0.1131565408666602
34017,"Hudson County, New Jersey",2022,703366,82.0,0.0116582263003898
34039,"Union County, New Jersey",2022,569815,88.0,0.0154436088906048
26125,"Oakland County, Michigan",2022,1269431,523.0,0.041199561063185
36087,"Rockland County, New York",2022,339022,209.0,0.0616479166543764
40109,"Oklahoma County, Oklahoma",2022,802559,513.0,0.0639205341912557
18141,"St. Joseph County, Indiana",2022,272234,133.0,0.0488550291293519
26067,"Ionia County, Michigan",2022,66809,0.0,0.0
29165,"Platte County, Missouri",2022,110534,24.0,0.0217127761593717
18177,"Wayne County, Indiana",2022,66273,154.0,0.2323721575905723
41059,"Umatilla County, Oregon",2022,80215,31.0,0.0386461385027737
42073,"Lawrence County, Pennsylvania",2022,84849,233.0,0.2746054756096123
19155,"Pottawattamie County, Iowa",2022,93173,100.0,0.1073272299915211
42085,"Mercer County, Pennsylvania",2022,109220,439.0,0.4019410364402124
18163,"Vanderburgh County, Indiana",2022,179744,213.0,0.1185018693252626
21047,"Christian County, Kentucky",2022,73037,167.0,0.2286512315675616
40037,"Creek County, Oklahoma",2022,72699,120.0,0.1650641686955804
21185,"Oldham County, Kentucky",2022,69431,0.0,0.0
1125,"Tuscaloosa County, Alabama",2022,236780,82.0,0.0346313033195371
1015,"Calhoun County, Alabama",2022,115788,0.0,0.0
26077,"Kalamazoo County, Michigan",2022,261173,106.0,0.0405861249057138
26145,"Saginaw County, Michigan",2022,188330,34.0,0.0180534168746349
22109,"Terrebonne Parish, Louisiana",2022,104786,194.0,0.1851392361575019
18039,"Elkhart County, Indiana",2022,206890,64.0,0.0309343129199091
36069,"Ontario County, New York",2022,112707,213.0,0.1889855998296467
55027,"Dodge County, Wisconsin",2022,88282,21.0,0.0237874085317505
26037,"Clinton County, Michigan",2022,79748,65.0,0.0815067462506896
21111,"Jefferson County, Kentucky",2022,773399,730.0,0.0943885368354497
21037,"Campbell County, Kentucky",2022,93300,326.0,0.3494105037513397
55087,"Outagamie County, Wisconsin",2022,192127,87.0,0.0452825474816137
55017,"Chippewa County, Wisconsin",2022,66807,13.0,0.019459038723487
18057,"Hamilton County, Indiana",2022,364921,0.0,0.0
36083,"Rensselaer County, New York",2022,159853,16.0,0.0100091959487779
21199,"Pulaski County, Kentucky",2022,65795,100.0,0.1519872330724219
36093,"Schenectady County, New York",2022,160093,59.0,0.0368535788572892
5031,"Craighead County, Arkansas",2022,113017,12.0,0.0106178716476282
40131,"Rogers County, Oklahoma",2022,98836,109.0,0.1102837022947104
36007,"Broome County, New York",2022,197117,48.0,0.0243510199526169
54061,"Monongalia County, West Virginia",2022,106869,0.0,0.0
55079,"Milwaukee County, Wisconsin",2022,918661,116.0,0.0126270735341981
40017,"Canadian County, Oklahoma",2022,169149,66.0,0.0390188532004327
6031,"Kings County, California",2022,152981,0.0,0.0
55101,"Racine County, Wisconsin",2022,195846,17.0,0.0086802896153099
1077,"Lauderdale County, Alabama",2022,95878,215.0,0.2242433092054485
4019,"Pima County, Arizona",2022,1057597,580.0,0.0548413053365317
36027,"Dutchess County, New York",2022,297545,132.0,0.0443630375237359
40031,"Comanche County, Oklahoma",2022,123046,128.0,0.1040261365668124
26111,"Midland County, Michigan",2022,83674,128.0,0.1529746396730167
51680,"Lynchburg city, Virginia",2022,79287,0.0,0.0
5143,"Washington County, Arkansas",2022,256054,196.0,0.0765463535035578
6067,"Sacramento County, California",2022,1584169,919.0,0.0580114874107497
10001,"Kent County, Delaware",2022,186946,0.0,0.0
12113,"Santa Rosa County, Florida",2022,198268,437.0,0.2204087396856779
26025,"Calhoun County, Michigan",2022,133289,105.0,0.0787761930842004
12011,"Broward County, Florida",2022,1947026,2119.0,0.108832650411448
51760,"Richmond city, Virginia",2022,229395,242.0,0.1054948887290481
44003,"Kent County, Rhode Island",2022,171275,170.0,0.0992555831265508
17167,"Sangamon County, Illinois",2022,194534,0.0,0.0
18173,"Warrick County, Indiana",2022,65185,0.0,0.0
18043,"Floyd County, Indiana",2022,80714,0.0,0.0
51770,"Roanoke city, Virginia",2022,97847,58.0,0.059276216950954
26117,"Montcalm County, Michigan",2022,67433,99.0,0.1468123915590289
26159,"Van Buren County, Michigan",2022,75692,23.0,0.030386302383343
18059,"Hancock County, Indiana",2022,83070,0.0,0.0
18109,"Morgan County, Indiana",2022,72236,190.0,0.2630267456669804
26091,"Lenawee County, Michigan",2022,98567,157.0,0.1592825184899611
19103,"Johnson County, Iowa",2022,156420,9.0,0.0057537399309551
18127,"Porter County, Indiana",2022,174791,142.0,0.0812398807718932
20091,"Johnson County, Kansas",2022,619195,355.0,0.0573325042999378
29043,"Christian County, Missouri",2022,93114,40.0,0.0429580943789333
38101,"Ward County, North Dakota",2022,68870,12.0,0.0174241324234064
35025,"Lea County, New Mexico",2022,72452,0.0,0.0
39157,"Tuscarawas County, Ohio",2022,91937,21.0,0.0228417285750024
39023,"Clark County, Ohio",2022,134831,199.0,0.1475921709399174
36101,"Steuben County, New York",2022,92599,120.0,0.1295910323005648
39109,"Miami County, Ohio",2022,110247,350.0,0.317468956071367
39113,"Montgomery County, Ohio",2022,533892,297.0,0.0556292283832685
39041,"Delaware County, Ohio",2022,226296,0.0,0.0
39045,"Fairfield County, Ohio",2022,162898,126.0,0.0773490159486304
39153,"Summit County, Ohio",2022,535882,203.0,0.0378814739065689
48397,"Rockwall County, Texas",2022,123208,208.0,0.1688202064800987
48209,"Hays County, Texas",2022,269225,575.0,0.2135760052001114
30111,"Yellowstone County, Montana",2022,169852,138.0,0.0812472034477074
39159,"Union County, Ohio",2022,66898,180.0,0.2690663398008909
39057,"Greene County, Ohio",2022,168456,0.0,0.0
48257,"Kaufman County, Texas",2022,172366,167.0,0.0968868570367706
48181,"Grayson County, Texas",2022,143131,195.0,0.1362388301625783
53061,"Snohomish County, Washington",2022,840079,1150.0,0.136891887548671
39151,"Stark County, Ohio",2022,372657,312.0,0.0837231019409269
48291,"Liberty County, Texas",2022,101992,45.0,0.0441211075378461
48221,"Hood County, Texas",2022,66373,166.0,0.2501016979796001
39173,"Wood County, Ohio",2022,131592,0.0,0.0
39055,"Geauga County, Ohio",2022,95469,86.0,0.0900815971676669
25023,"Plymouth County, Massachusetts",2022,533069,446.0,0.0836664671928024
29021,"Buchanan County, Missouri",2022,82911,26.0,0.0313589270422501
28067,"Jones County, Mississippi",2022,66569,117.0,0.1757574847151076
31055,"Douglas County, Nebraska",2022,586327,186.0,0.0317229122997917
35001,"Bernalillo County, New Mexico",2022,672508,153.0,0.0227506587282233
42011,"Berks County, Pennsylvania",2022,430449,493.0,0.1145315705228726
36109,"Tompkins County, New York",2022,104777,0.0,0.0
42107,"Schuylkill County, Pennsylvania",2022,143104,140.0,0.0978309481216457
37105,"Lee County, North Carolina",2022,65476,0.0,0.0
37069,"Franklin County, North Carolina",2022,74539,0.0,0.0
39103,"Medina County, Ohio",2022,183512,223.0,0.121517938881381
42069,"Lackawanna County, Pennsylvania",2022,215615,26.0,0.0120585302506782
42041,"Cumberland County, Pennsylvania",2022,268579,215.0,0.0800509347342867
19113,"Linn County, Iowa",2022,229033,180.0,0.0785912947042565
55009,"Brown County, Wisconsin",2022,270036,198.0,0.0733235568590854
13047,"Catoosa County, Georgia",2022,68826,0.0,0.0
48329,"Midland County, Texas",2022,171999,587.0,0.341281053959616
39155,"Trumbull County, Ohio",2022,200643,105.0,0.0523317534127779
42007,"Beaver County, Pennsylvania",2022,165677,131.0,0.0790695147787562
55139,"Winnebago County, Wisconsin",2022,170718,194.0,0.1136376949120772
31109,"Lancaster County, Nebraska",2022,324756,0.0,0.0
18067,"Howard County, Indiana",2022,83574,0.0,0.0
51700,"Newport News city, Virginia",2022,184306,581.0,0.3152366173646002
40119,"Payne County, Oklahoma",2022,82794,111.0,0.1340676860642075
12085,"Martin County, Florida",2022,162006,0.0,0.0
2020,"Anchorage Municipality, Alaska",2022,287145,125.0,0.0435320134426857
35013,"Doña Ana County, New Mexico",2022,223337,323.0,0.144624491239696
36015,"Chemung County, New York",2022,81426,21.0,0.0257902881143615
55089,"Ozaukee County, Wisconsin",2022,93009,49.0,0.0526830736810416
56021,"Laramie County, Wyoming",2022,100723,0.0,0.0
53009,"Clallam County, Washington",2022,77805,29.0,0.0372726688516162
28075,"Lauderdale County, Mississippi",2022,70904,162.0,0.2284779420060927
55071,"Manitowoc County, Wisconsin",2022,81172,19.0,0.0234070861873552
37049,"Craven County, North Carolina",2022,100874,59.0,0.0584888078196562
13063,"Clayton County, Georgia",2022,296564,383.0,0.1291458167545622
18053,"Grant County, Indiana",2022,66022,0.0,0.0
36117,"Wayne County, New York",2022,91125,280.0,0.3072702331961591
18085,"Kosciusko County, Indiana",2022,80826,108.0,0.1336203696830228
36011,"Cayuga County, New York",2022,74998,131.0,0.1746713245686551
13223,"Paulding County, Georgia",2022,178421,0.0,0.0
37171,"Surry County, North Carolina",2022,71403,40.0,0.0560200551797543
29071,"Franklin County, Missouri",2022,105879,339.0,0.320176805598844
23019,"Penobscot County, Maine",2022,153704,193.0,0.1255660230052568
35049,"Santa Fe County, New Mexico",2022,155664,167.0,0.1072823517319354
37025,"Cabarrus County, North Carolina",2022,235797,0.0,0.0
12005,"Bay County, Florida",2022,185134,47.0,0.0253870169714909
12111,"St. Lucie County, Florida",2022,358704,666.0,0.1856684062625451
29051,"Cole County, Missouri",2022,76969,125.0,0.162403045381907
17099,"LaSalle County, Illinois",2022,108078,0.0,0.0
13045,"Carroll County, Georgia",2022,124592,65.0,0.0521702838063439
48439,"Tarrant County, Texas",2022,2154595,940.0,0.0436276887303646
48113,"Dallas County, Texas",2022,2600840,1778.0,0.0683625290290829
48497,"Wise County, Texas",2022,74895,15.0,0.0200280392549569
17115,"Macon County, Illinois",2022,101483,26.0,0.025620054590424
48085,"Collin County, Texas",2022,1158696,215.0,0.0185553415218487
48375,"Potter County, Texas",2022,115645,38.0,0.032859181114618
48303,"Lubbock County, Texas",2022,317561,265.0,0.0834485342973476
48251,"Johnson County, Texas",2022,195506,0.0,0.0
48451,"Tom Green County, Texas",2022,118892,269.0,0.2262557615314739
48309,"McLennan County, Texas",2022,266836,156.0,0.0584628760736932
35061,"Valencia County, New Mexico",2022,78080,255.0,0.3265881147540984
6071,"San Bernardino County, California",2022,2193656,2338.0,0.1065800654250256
9150,"Northeastern Connecticut Planning Region, Connecticut",2022,96196,34.0,0.0353445049690215
39085,"Lake County, Ohio",2022,231842,0.0,0.0
41029,"Jackson County, Oregon",2022,221644,307.0,0.1385104040713937
12015,"Charlotte County, Florida",2022,202661,0.0,0.0
37001,"Alamance County, North Carolina",2022,176353,108.0,0.061240806790925
37063,"Durham County, North Carolina",2022,332680,51.0,0.0153300468919081
42039,"Crawford County, Pennsylvania",2022,82670,384.0,0.4644973992984154
17113,"McLean County, Illinois",2022,171141,68.0,0.0397333193098088
26049,"Genesee County, Michigan",2022,401983,224.0,0.0557237495117952
37191,"Wayne County, North Carolina",2022,117286,0.0,0.0
37097,"Iredell County, North Carolina",2022,195897,164.0,0.0837174637692256
55097,"Portage County, Wisconsin",2022,70718,39.0,0.0551486184564043
21015,"Boone County, Kentucky",2022,139093,0.0,0.0
37109,"Lincoln County, North Carolina",2022,93095,0.0,0.0
37067,"Forsyth County, North Carolina",2022,389157,255.0,0.0655262529005003
39049,"Franklin County, Ohio",2022,1321820,630.0,0.0476615575494394
39063,"Hancock County, Ohio",2022,74861,21.0,0.0280519896875542
37081,"Guilford County, North Carolina",2022,546101,126.0,0.0230726550583133
37195,"Wilson County, North Carolina",2022,78449,47.0,0.0599115348825351
39165,"Warren County, Ohio",2022,249778,134.0,0.0536476391035239
72013,"Arecibo Municipio, Puerto Rico",2022,86090,133.0,0.1544894877453827
39169,"Wayne County, Ohio",2022,116559,382.0,0.3277310203416296
42079,"Luzerne County, Pennsylvania",2022,326369,406.0,0.1243990697645916
42081,"Lycoming County, Pennsylvania",2022,113104,71.0,0.0627740840288584
41053,"Polk County, Oregon",2022,89614,0.0,0.0
42075,"Lebanon County, Pennsylvania",2022,144011,0.0,0.0
42019,"Butler County, Pennsylvania",2022,197300,0.0,0.0
42021,"Cambria County, Pennsylvania",2022,131441,68.0,0.0517342381753029
29187,"St. Francois County, Missouri",2022,66969,71.0,0.1060192029147814
47141,"Putnam County, Tennessee",2022,82382,0.0,0.0
18091,"LaPorte County, Indiana",2022,111675,0.0,0.0
48367,"Parker County, Texas",2022,165834,0.0,0.0
34037,"Sussex County, New Jersey",2022,146084,382.0,0.2614933873661729
55039,"Fond du Lac County, Wisconsin",2022,103836,53.0,0.0510420278130898
51510,"Alexandria city, Virginia",2022,155525,160.0,0.1028773509082141
37157,"Rockingham County, North Carolina",2022,91957,0.0,0.0
55109,"St. Croix County, Wisconsin",2022,96017,47.0,0.0489496651634606
48021,"Bastrop County, Texas",2022,106188,413.0,0.3889328361020077
24013,"Carroll County, Maryland",2022,175305,36.0,0.0205356378882519
44009,"Washington County, Rhode Island",2022,130330,39.0,0.0299240389779789
13077,"Coweta County, Georgia",2022,152882,149.0,0.0974607867505658
55035,"Eau Claire County, Wisconsin",2022,106837,95.0,0.0889205050684688
25021,"Norfolk County, Massachusetts",2022,725531,761.0,0.1048886953141905
12091,"Okaloosa County, Florida",2022,216482,0.0,0.0
55055,"Jefferson County, Wisconsin",2022,85784,122.0,0.1422176629674531
1081,"Lee County, Alabama",2022,180773,0.0,0.0
28047,"Harrison County, Mississippi",2022,211044,284.0,0.1345690945963874
17111,"McHenry County, Illinois",2022,311747,62.0,0.0198879219366986
17201,"Winnebago County, Illinois",2022,282188,144.0,0.051029809913958
18003,"Allen County, Indiana",2022,391449,393.0,0.100396220197267
8101,"Pueblo County, Colorado",2022,169544,112.0,0.0660595479639503
21117,"Kenton County, Kentucky",2022,170313,402.0,0.236036004297969
19193,"Woodbury County, Iowa",2022,105671,0.0,0.0
51061,"Fauquier County, Virginia",2022,74664,134.0,0.1794706953819779
37135,"Orange County, North Carolina",2022,150477,145.0,0.0963602410999687
36089,"St. Lawrence County, New York",2022,107733,740.0,0.6868833133765884
39089,"Licking County, Ohio",2022,181359,135.0,0.0744379931517046
20045,"Douglas County, Kansas",2022,119964,0.0,0.0
39141,"Ross County, Ohio",2022,76606,163.0,0.2127770670704644
17163,"St. Clair County, Illinois",2022,252671,221.0,0.0874655184013994
49053,"Washington County, Utah",2022,197680,82.0,0.0414811817078106
26075,"Jackson County, Michigan",2022,160066,173.0,0.1080804168280584
55141,"Wood County, Wisconsin",2022,73993,63.0,0.0851431892206019
72137,"Toa Baja Municipio, Puerto Rico",2022,72783,551.0,0.7570449143343914
50007,"Chittenden County, Vermont",2022,169301,0.0,0.0
53007,"Chelan County, Washington",2022,79926,65.0,0.0813252258338963
