Booking ID,Booking Status,DateTime,Vehicle Type,Pickup Location,Drop Location,Booking Value,Avg VTAT
"""CNR3863650""",Completed,2024-07-26 20:03:22,Auto,Subhash Chowk,Welcome,473.0,4.1
"""CNR5315630""",Completed,2024-01-12 23:28:08,Premier Sedan,Punjabi Bagh,Netaji Subhash Place,82.0,2.8
"""CNR5097124""",Incomplete,2024-01-20 19:04:25,Bike,Badarpur,Sonipat,980.0,7.8
"""CNR1347112""",Completed,2024-02-29 11:31:46,Bike,Keshav Puram,Badarpur,388.0,8.7
"""CNR6194798""",Completed,2024-05-27 15:13:19,Bike,Paschim Vihar,Kadarpur,210.0,6.0
"""CNR9349342""",Completed,2024-02-29 19:49:25,Go Mini,Kanhaiya Nagar,Gurgaon Railway Station,487.0,13.4
"""CNR6600050""",Completed,2024-11-13 16:47:40,Go Sedan,Civil Lines Gurgaon,Chanakyapuri,597.0,11.7
"""CNR2350824""",Completed,2024-01-30 15:42:40,Auto,Sarojini Nagar,Rohini,471.0,3.9
"""CNR2169273""",Incomplete,2024-01-20 21:06:37,Go Sedan,Lal Quila,Karkarduma,218.0,9.6
"""CNR8620081""",Completed,2024-10-16 13:47:20,Bike,INA Market,Civil Lines Gurgaon,169.0,3.7
"""CNR9105434""",Completed,2024-06-14 21:15:45,eBike,Gwal Pahari,Paharganj,54.0,3.8
"""CNR4662056""",Completed,2024-09-20 08:10:39,Bike,Ghaziabad,IGNOU Road,485.0,13.6
"""CNR6250831""",Completed,2024-01-04 18:34:28,Go Mini,Okhla,Karkarduma,471.0,4.5
"""CNR7395488""",Completed,2024-04-21 14:34:17,eBike,Ramesh Nagar,Madipur,1101.0,10.8
"""CNR8055782""",Completed,2024-08-31 16:51:29,Bike,Bahadurgarh,Lal Quila,177.0,11.7
"""CNR2636810""",Completed,2024-12-18 10:43:03,Go Mini,Greater Kailash,Anand Vihar,809.0,12.7
"""CNR3807021""",Completed,2024-04-13 14:28:47,Bike,Khandsa,Kashmere Gate ISBT,794.0,11.1
"""CNR3932519""",Incomplete,2024-08-23 15:41:03,Premier Sedan,Jama Masjid,Rajouri Garden,408.0,5.8
"""CNR2461324""",Completed,2024-04-19 17:38:22,Auto,Panchsheel Park,Noida Sector 18,578.0,13.5
"""CNR8645877""",Completed,2024-02-29 10:23:53,Auto,Delhi Gate,South Extension,188.0,8.1
"""CNR6998640""",Completed,2024-05-20 20:44:45,Go Sedan,Bhiwadi,Azadpur,246.0,9.7
"""CNR1189551""",Completed,2024-04-29 08:15:47,Auto,Hero Honda Chowk,Keshav Puram,138.0,5.7
"""CNR4084537""",Completed,2024-07-24 13:04:34,Go Sedan,Greater Noida,Indraprastha,188.0,8.5
"""CNR7488134""",Completed,2024-05-12 19:10:40,Auto,Botanical Garden,Arjangarh,551.0,7.1
"""CNR6355991""",Completed,2024-06-05 22:09:39,Go Sedan,Chirag Delhi,New Colony,836.0,14.4
"""CNR7510935""",Completed,2024-08-01 19:32:02,Bike,Subhash Nagar,Udyog Vihar,326.0,6.8
"""CNR9962416""",Completed,2024-06-14 06:51:34,Bike,Mayur Vihar,Connaught Place,233.0,7.7
"""CNR2360699""",Completed,2024-05-02 12:06:33,Go Sedan,Udyog Vihar,Bhikaji Cama Place,1235.0,3.0
"""CNR7862147""",Completed,2024-12-20 18:55:23,Uber XL,Satguru Ram Singh Marg,Lajpat Nagar,300.0,4.0
"""CNR5968261""",Completed,2024-04-06 14:18:52,eBike,Kherki Daula Toll,Peeragarhi,929.0,4.4
"""CNR4464707""",Completed,2024-09-19 17:16:54,Go Mini,Ashram,Udyog Bhawan,674.0,11.9
"""CNR4702010""",Completed,2024-12-28 19:19:55,Auto,Cyber Hub,Tilak Nagar,185.0,5.6
"""CNR3361563""",Completed,2024-07-30 15:07:11,Premier Sedan,Shastri Nagar,Okhla,646.0,8.4
"""CNR7639376""",Completed,2024-11-23 18:47:35,Auto,Jor Bagh,Dilshad Garden,391.0,6.4
"""CNR2675225""",Completed,2024-01-31 15:44:24,Premier Sedan,Akshardham,Greater Kailash,236.0,2.2
"""CNR2227957""",Completed,2024-04-15 18:39:46,Bike,Lajpat Nagar,Kalkaji,292.0,4.7
"""CNR9290877""",Completed,2024-02-27 19:00:30,eBike,AIIMS,Bhiwadi,994.0,2.8
"""CNR7123215""",Completed,2024-11-13 21:52:36,Go Sedan,Hauz Khas,Noida Film City,260.0,10.8
"""CNR8555356""",Completed,2024-05-20 22:14:02,Auto,Mandi House,Ashok Vihar,145.0,14.3
"""CNR4206285""",Completed,2024-05-15 13:32:28,Auto,Samaypur Badli,Netaji Subhash Place,434.0,3.5
"""CNR1504898""",Completed,2024-05-11 05:57:12,eBike,Qutub Minar,Udyog Vihar Phase 4,790.0,7.0
"""CNR2485006""",Incomplete,2024-06-19 10:48:03,Auto,Kashmere Gate ISBT,Ashok Park Main,621.0,2.6
"""CNR9475763""",Completed,2024-09-22 11:41:38,Auto,Jasola,Connaught Place,600.0,4.2
"""CNR2335076""",Completed,2024-08-13 20:52:32,eBike,Pragati Maidan,Khan Market,206.0,5.4
"""CNR4599954""",Completed,2024-08-21 11:19:38,Bike,Vishwavidyalaya,Azadpur,874.0,11.0
"""CNR2221640""",Completed,2024-02-17 12:02:44,Go Mini,Udyog Bhawan,Ashram,356.0,4.3
"""CNR9807438""",Completed,2024-07-29 16:54:51,eBike,ITO,Connaught Place,308.0,2.9
"""CNR6189574""",Completed,2024-03-30 10:12:23,Uber XL,Rohini East,Ghitorni,524.0,5.7
"""CNR5272154""",Completed,2024-01-02 16:47:14,Bike,Samaypur Badli,India Gate,982.0,12.6
"""CNR9250493""",Completed,2024-06-05 07:23:18,Premier Sedan,Inderlok,Chhatarpur,378.0,14.7
"""CNR5941504""",Completed,2024-04-19 21:02:33,Premier Sedan,GTB Nagar,Delhi Gate,355.0,12.9
"""CNR6063306""",Completed,2024-01-16 09:12:57,Go Sedan,Samaypur Badli,IIT Delhi,470.0,13.4
"""CNR3436940""",Completed,2024-04-24 16:59:52,eBike,Rajiv Nagar,Netaji Subhash Place,390.0,6.6
"""CNR3071900""",Incomplete,2024-07-05 08:13:14,Auto,Pataudi Chowk,Patel Chowk,674.0,5.5
"""CNR8190351""",Completed,2024-02-10 08:19:19,Go Mini,Sarojini Nagar,Tis Hazari,743.0,9.9
"""CNR5655303""",Incomplete,2024-05-15 16:16:13,Premier Sedan,Mayur Vihar,Gwal Pahari,513.0,3.0
"""CNR7502219""",Completed,2024-06-19 14:45:15,Go Mini,DLF Phase 3,Karkarduma,349.0,10.0
"""CNR8278834""",Incomplete,2024-04-07 10:18:24,Premier Sedan,Vishwavidyalaya,Qutub Minar,1290.0,2.2
"""CNR8553588""",Completed,2024-10-19 03:03:49,Premier Sedan,Welcome,Greater Noida,218.0,6.1
"""CNR3484507""",Completed,2024-05-18 20:14:40,Auto,Old Gurgaon,Vinobapuri,1385.0,13.8
"""CNR6749011""",Completed,2024-02-07 05:36:26,Bike,Bahadurgarh,Khan Market,895.0,10.9
"""CNR3015143""",Completed,2024-04-04 20:16:01,Go Mini,Saket,Jama Masjid,310.0,6.7
"""CNR8112222""",Completed,2024-01-10 12:51:30,Uber XL,Mayur Vihar,Jor Bagh,122.0,14.4
"""CNR1361907""",Completed,2024-11-08 18:51:07,Go Mini,Kalkaji,Faridabad Sector 15,246.0,3.9
"""CNR3622003""",Completed,2024-03-16 15:26:23,Go Sedan,Noida Sector 18,Saket,595.0,11.4
"""CNR8824263""",Completed,2024-08-23 08:54:40,Auto,Jama Masjid,Tilak Nagar,711.0,4.9
"""CNR7065376""",Completed,2024-12-26 10:19:42,Go Sedan,Chandni Chowk,Satguru Ram Singh Marg,151.0,11.0
"""CNR6433614""",Completed,2024-02-15 17:02:47,Auto,Preet Vihar,Chanakyapuri,978.0,12.9
"""CNR3338008""",Completed,2024-03-30 00:15:31,Go Mini,Paschim Vihar,Satguru Ram Singh Marg,903.0,2.1
"""CNR9692138""",Completed,2024-12-22 12:35:03,Auto,Udyog Vihar Phase 4,IIT Delhi,490.0,3.3
"""CNR9710763""",Completed,2024-07-07 08:56:20,Bike,Gurgaon Sector 56,Chhatarpur,615.0,14.6
"""CNR4750495""",Completed,2024-04-09 13:13:21,Auto,Inderlok,Mayur Vihar,629.0,12.2
"""CNR8068699""",Completed,2024-01-30 05:02:44,Go Mini,Indraprastha,Patel Chowk,993.0,12.8
"""CNR2255376""",Completed,2024-12-11 14:53:17,Go Mini,Samaypur Badli,Sarai Kale Khan,959.0,4.3
"""CNR4628131""",Completed,2024-11-24 17:01:34,Go Mini,GTB Nagar,Gwal Pahari,407.0,7.3
"""CNR1758328""",Completed,2024-01-22 16:31:12,Go Sedan,Samaypur Badli,Sultanpur,264.0,10.4
"""CNR9965896""",Completed,2024-07-01 02:34:49,Bike,Rajiv Chowk,Vidhan Sabha,147.0,7.3
"""CNR3167966""",Completed,2024-10-22 19:20:15,Go Mini,Bhikaji Cama Place,Udyog Vihar Phase 4,359.0,3.7
"""CNR5437540""",Completed,2024-06-27 11:49:03,Bike,GTB Nagar,Connaught Place,550.0,4.0
"""CNR4181074""",Incomplete,2024-04-13 11:26:01,Premier Sedan,Kalkaji,Khandsa,201.0,3.9
"""CNR6360914""",Completed,2024-08-18 07:00:48,Auto,Rohini East,New Delhi Railway Station,795.0,6.0
"""CNR3099443""",Completed,2024-10-12 12:06:08,Premier Sedan,Meerut,Uttam Nagar,633.0,5.2
"""CNR4229890""",Completed,2024-04-12 11:50:05,Auto,Ashok Vihar,Kaushambi,888.0,10.0
"""CNR9968356""",Completed,2024-10-08 23:27:12,Go Mini,South Extension,Pragati Maidan,388.0,10.7
"""CNR9927786""",Completed,2024-06-14 20:58:12,eBike,Punjabi Bagh,Gurgaon Sector 56,432.0,3.8
"""CNR7477497""",Completed,2024-02-18 20:00:29,Go Mini,Nawada,Model Town,1375.0,2.1
"""CNR5669868""",Completed,2024-11-02 12:51:37,Uber XL,Sohna Road,Noida Sector 62,971.0,8.1
"""CNR7213027""",Completed,2024-04-21 10:35:12,Go Sedan,Rajiv Chowk,Jhilmil,517.0,8.8
"""CNR2771341""",Completed,2024-08-19 11:06:07,Go Sedan,Greater Noida,Model Town,998.0,13.3
"""CNR9560316""",Completed,2024-06-30 19:54:50,Go Mini,Madipur,Saket A Block,748.0,6.5
"""CNR2019722""",Completed,2024-01-21 05:32:49,Bike,Qutub Minar,Satguru Ram Singh Marg,704.0,6.1
"""CNR4393440""",Completed,2024-11-30 15:07:13,Premier Sedan,New Colony,Punjabi Bagh,563.0,9.7
"""CNR4314514""",Completed,2024-02-07 14:24:02,Go Sedan,Cyber Hub,Gurgaon Railway Station,115.0,9.0
"""CNR8991160""",Completed,2024-08-20 16:54:54,eBike,Moti Nagar,Qutub Minar,276.0,9.5
"""CNR7730722""",Completed,2024-11-13 22:48:03,Go Sedan,Patel Chowk,Saket,931.0,8.9
"""CNR4512720""",Completed,2024-10-06 06:30:07,Premier Sedan,Connaught Place,DLF Phase 3,1484.0,12.8
"""CNR2693214""",Completed,2024-04-15 19:55:50,Go Mini,Kalkaji,Panipat,505.0,13.3
"""CNR1195196""",Completed,2024-06-01 17:13:01,Go Sedan,DLF Phase 3,Rohini,325.0,13.3
"""CNR3314768""",Completed,2024-01-29 21:18:52,Auto,South Extension,Badshahpur,216.0,7.1
"""CNR2934871""",Completed,2024-11-15 12:10:13,Go Mini,Akshardham,Lok Kalyan Marg,438.0,12.0
"""CNR9382500""",Completed,2024-01-09 21:10:35,Auto,Karkarduma,Hauz Rani,253.0,6.4
"""CNR5974890""",Completed,2024-10-11 11:15:18,Go Mini,Karol Bagh,Palam Vihar,163.0,13.5
"""CNR9257116""",Completed,2024-10-10 06:27:47,Go Sedan,Munirka,Gwal Pahari,124.0,9.8
"""CNR9881845""",Completed,2024-05-31 20:09:09,Go Sedan,Ghaziabad,New Delhi Railway Station,810.0,13.8
"""CNR1531248""",Incomplete,2024-11-28 15:00:04,Go Sedan,Malviya Nagar,Udyog Bhawan,240.0,2.6
"""CNR4401666""",Completed,2024-03-13 20:07:29,Go Sedan,Basai Dhankot,Arjangarh,137.0,5.7
"""CNR2850633""",Completed,2024-01-19 22:18:47,Premier Sedan,Sarai Kale Khan,Sikanderpur,672.0,7.7
"""CNR9559303""",Completed,2024-11-09 19:58:31,Bike,Janakpuri,Dilshad Garden,254.0,8.8
"""CNR8832467""",Completed,2024-07-29 12:33:07,Auto,Rajiv Chowk,Hauz Rani,309.0,11.9
"""CNR3576587""",Completed,2024-10-06 20:54:34,Premier Sedan,Ghaziabad,Akshardham,723.0,5.8
"""CNR6505220""",Incomplete,2024-05-24 08:35:57,Auto,Greater Noida,Lal Quila,324.0,4.8
"""CNR3992546""",Completed,2024-10-24 18:20:32,Auto,Ardee City,Samaypur Badli,802.0,11.5
"""CNR6773250""",Completed,2024-01-13 23:14:44,Go Mini,Govindpuri,Botanical Garden,371.0,6.2
"""CNR7597859""",Completed,2024-11-04 10:24:39,Go Sedan,Arjangarh,Inderlok,744.0,5.1
"""CNR8240171""",Completed,2024-03-12 10:05:28,Go Mini,Vatika Chowk,Hauz Khas,122.0,12.7
"""CNR5637693""",Completed,2024-03-08 08:01:44,Go Mini,Vasant Kunj,Kashmere Gate ISBT,550.0,2.5
"""CNR9942613""",Completed,2024-11-19 15:45:24,Bike,Khan Market,IIT Delhi,845.0,13.0
"""CNR4199688""",Completed,2024-11-24 11:33:00,Auto,Greater Kailash,Govindpuri,866.0,10.6
"""CNR9029435""",Completed,2024-07-04 15:40:28,Bike,Mansarovar Park,Saket A Block,1160.0,7.7
"""CNR2466759""",Completed,2024-06-26 17:50:02,Go Sedan,Adarsh Nagar,Khandsa,441.0,8.9
"""CNR5588780""",Completed,2024-10-16 15:19:24,Auto,Kanhaiya Nagar,Panchsheel Park,57.0,5.7
"""CNR3211574""",Completed,2024-09-25 22:35:11,Auto,Udyog Vihar,IGNOU Road,492.0,3.5
"""CNR2547547""",Completed,2024-01-28 18:18:19,Auto,Central Secretariat,Saket A Block,447.0,12.1
"""CNR5595651""",Completed,2024-09-26 18:54:54,Auto,Hero Honda Chowk,Gurgaon Sector 29,552.0,13.7
"""CNR4968549""",Completed,2024-07-01 22:15:11,Go Sedan,Sikanderpur,Samaypur Badli,641.0,10.7
"""CNR3258564""",Completed,2024-06-15 11:17:04,Go Mini,Chhatarpur,Indraprastha,555.0,13.5
"""CNR1795681""",Completed,2024-03-19 19:29:13,Go Sedan,Greater Noida,GTB Nagar,485.0,12.3
"""CNR9699210""",Completed,2024-04-14 10:02:41,eBike,Narsinghpur,Sushant Lok,430.0,2.5
"""CNR1099504""",Completed,2024-07-17 07:53:12,Auto,Seelampur,Basai Dhankot,498.0,10.2
"""CNR2045121""",Completed,2024-03-11 15:05:58,Premier Sedan,Vidhan Sabha,Hero Honda Chowk,52.0,14.7
"""CNR7003738""",Completed,2024-07-08 13:35:28,Auto,Lajpat Nagar,Anand Vihar,616.0,13.7
"""CNR5406403""",Completed,2024-09-21 16:02:59,Go Mini,Jama Masjid,Saket,800.0,14.3
"""CNR9873155""",Completed,2024-06-29 13:37:55,Auto,Jama Masjid,Paschim Vihar,895.0,8.9
"""CNR5293762""",Completed,2024-01-14 17:51:11,eBike,Kadarpur,Greater Noida,220.0,6.5
"""CNR4016305""",Completed,2024-07-26 15:52:30,Bike,Tis Hazari,DLF Phase 3,107.0,14.0
"""CNR4461937""",Completed,2024-11-20 13:12:01,Go Sedan,New Delhi Railway Station,Basai Dhankot,540.0,12.3
"""CNR1859295""",Completed,2024-07-22 13:00:30,Go Sedan,Govindpuri,Noida Sector 18,72.0,7.8
"""CNR5989915""",Completed,2024-09-26 17:45:50,Premier Sedan,Azadpur,Moolchand,406.0,8.9
"""CNR3817417""",Completed,2024-11-09 19:50:39,Go Sedan,Paharganj,Sarai Kale Khan,921.0,5.3
"""CNR9255095""",Completed,2024-02-23 19:01:00,Go Sedan,Kherki Daula Toll,Saidulajab,353.0,13.4
"""CNR4413910""",Completed,2024-05-11 11:47:16,Auto,IGNOU Road,Noida Extension,568.0,13.8
"""CNR5109540""",Completed,2024-12-22 12:10:31,Bike,Old Gurgaon,Connaught Place,590.0,10.5
"""CNR1126790""",Completed,2024-11-20 04:47:17,Bike,Inderlok,Ashok Vihar,73.0,14.3
"""CNR6953356""",Completed,2024-04-04 20:20:29,Go Mini,Udyog Vihar,Karol Bagh,307.0,7.5
"""CNR3649328""",Completed,2024-12-09 09:15:09,Bike,Munirka,Khan Market,463.0,14.7
"""CNR5767299""",Completed,2024-07-07 17:30:53,Auto,Gurgaon Sector 29,Ghitorni,386.0,4.0
"""CNR1529573""",Completed,2024-06-01 15:18:48,Go Sedan,RK Puram,Old Gurgaon,143.0,4.9
"""CNR9900052""",Completed,2024-08-29 16:23:13,Premier Sedan,Rohini East,Sikanderpur,446.0,12.7
"""CNR7910290""",Incomplete,2024-11-19 12:08:15,Bike,Inderlok,Ashram,464.0,5.2
"""CNR3672780""",Completed,2024-08-10 16:17:19,Auto,ITO,Tilak Nagar,654.0,9.8
"""CNR6914295""",Completed,2024-06-07 09:43:42,Bike,Moti Nagar,Pragati Maidan,384.0,7.1
"""CNR8976382""",Completed,2024-07-05 07:24:30,Go Sedan,Anand Vihar,Hauz Rani,469.0,12.3
"""CNR9644201""",Completed,2024-10-05 21:55:01,eBike,Seelampur,Noida Sector 62,738.0,9.3
"""CNR2250649""",Completed,2024-01-18 22:31:16,Go Sedan,Udyog Vihar,Vidhan Sabha,964.0,3.6
"""CNR1689021""",Completed,2024-05-30 13:09:01,Auto,Manesar,Hauz Khas,101.0,14.7
"""CNR2121436""",Completed,2024-07-05 22:06:21,eBike,Civil Lines Gurgaon,Jahangirpuri,756.0,5.4
"""CNR6030059""",Completed,2024-07-16 06:50:41,Go Mini,Janakpuri,Ardee City,773.0,4.7
"""CNR5809332""",Completed,2024-08-09 06:14:06,Go Sedan,Ghitorni Village,Mansarovar Park,122.0,4.5
"""CNR3430142""",Completed,2024-05-08 02:02:49,Bike,Kalkaji,Pulbangash,902.0,12.4
"""CNR4125880""",Completed,2024-05-13 21:07:43,Premier Sedan,Ghaziabad,Civil Lines Gurgaon,188.0,10.6
"""CNR4265407""",Completed,2024-02-14 13:29:26,Premier Sedan,IGNOU Road,Shastri Nagar,1495.0,10.5
"""CNR6692884""",Incomplete,2024-12-16 10:49:33,Premier Sedan,Civil Lines Gurgaon,Kherki Daula Toll,446.0,9.8
"""CNR3001671""",Completed,2024-12-02 19:07:59,Bike,Ashok Park Main,Pataudi Chowk,745.0,2.1
"""CNR6201438""",Completed,2024-03-07 08:08:21,Auto,Jahangirpuri,Satguru Ram Singh Marg,903.0,9.8
"""CNR2573876""",Completed,2024-08-18 21:22:53,Premier Sedan,Moti Nagar,Anand Vihar,461.0,13.2
"""CNR9568918""",Incomplete,2024-06-24 14:04:39,Bike,Paharganj,Okhla,1232.0,7.2
"""CNR8028010""",Completed,2024-07-20 22:41:52,Go Sedan,Khandsa,Chandni Chowk,452.0,9.8
"""CNR1613569""",Completed,2024-07-14 15:17:07,Go Sedan,Paharganj,Munirka,535.0,6.4
"""CNR2857986""",Completed,2024-05-11 19:47:52,Auto,Netaji Subhash Place,Noida Film City,1232.0,12.1
"""CNR3967996""",Completed,2024-02-16 10:30:34,Premier Sedan,DLF Phase 3,Hauz Rani,397.0,10.4
"""CNR4424473""",Completed,2024-02-24 21:56:06,Premier Sedan,Sarai Kale Khan,Model Town,438.0,11.7
"""CNR9513523""",Completed,2024-02-28 13:04:34,Bike,Munirka,Preet Vihar,94.0,4.4
"""CNR8793988""",Completed,2024-05-02 16:30:29,Go Mini,Jor Bagh,New Delhi Railway Station,271.0,5.6
"""CNR2026972""",Completed,2024-05-28 15:16:41,Auto,Rajiv Chowk,Jor Bagh,417.0,4.7
"""CNR9915402""",Completed,2024-01-06 17:47:41,Bike,Govindpuri,Qutub Minar,401.0,9.7
"""CNR8206630""",Completed,2024-06-28 08:50:07,Auto,Laxmi Nagar,Saket,821.0,6.5
"""CNR3970960""",Incomplete,2024-09-02 22:21:37,Bike,Preet Vihar,Noida Extension,204.0,2.8
"""CNR5249882""",Completed,2024-12-13 22:36:18,Go Sedan,Kashmere Gate,Uttam Nagar,607.0,10.5
"""CNR1050770""",Completed,2024-10-27 17:47:21,Bike,Paschim Vihar,Yamuna Bank,957.0,7.5
"""CNR7564346""",Completed,2024-10-17 22:37:11,Auto,Badshahpur,Delhi Gate,733.0,12.0
"""CNR5471957""",Completed,2024-11-04 09:26:44,Premier Sedan,Nehru Place,Chandni Chowk,362.0,8.7
"""CNR9492015""",Completed,2024-06-20 12:22:43,Auto,RK Puram,GTB Nagar,377.0,11.9
"""CNR9892270""",Completed,2024-12-21 19:18:12,eBike,Central Secretariat,Maidan Garhi,1499.0,4.7
"""CNR3990524""",Completed,2024-02-12 18:47:17,Go Sedan,Pulbangash,Tagore Garden,242.0,3.1
"""CNR8526274""",Completed,2024-06-07 13:30:36,Premier Sedan,Chandni Chowk,Bhikaji Cama Place,882.0,12.8
"""CNR3768627""",Completed,2024-02-23 13:33:40,Premier Sedan,Jama Masjid,Jasola,241.0,8.1
"""CNR3829124""",Completed,2024-10-22 16:40:10,Go Sedan,Qutub Minar,Janakpuri,982.0,7.4
"""CNR9766523""",Completed,2024-12-28 20:00:46,Go Mini,IFFCO Chowk,Kirti Nagar,1657.0,7.9
"""CNR8729304""",Completed,2024-09-29 02:47:35,Auto,Malviya Nagar,INA Market,1454.0,7.4
"""CNR2689337""",Completed,2024-04-26 07:06:58,eBike,Rajiv Nagar,Munirka,460.0,9.7
"""CNR1433078""",Completed,2024-06-01 15:10:41,Uber XL,Gurgaon Railway Station,Vatika Chowk,604.0,5.5
"""CNR9092915""",Completed,2024-06-04 22:29:06,Auto,Laxmi Nagar,Ghitorni,273.0,11.2
"""CNR3055608""",Completed,2024-05-05 05:29:35,Auto,Vishwavidyalaya,MG Road,408.0,5.1
"""CNR1979476""",Completed,2024-01-10 10:11:47,Auto,New Delhi Railway Station,Noida Sector 18,57.0,11.1
"""CNR2555892""",Completed,2024-06-13 10:10:12,Premier Sedan,Pulbangash,Okhla,792.0,10.7
"""CNR1340471""",Completed,2024-06-30 10:24:31,Go Sedan,Sultanpur,Nawada,197.0,2.4
"""CNR8024607""",Completed,2024-06-27 15:41:43,Bike,Malviya Nagar,MG Road,296.0,13.7
"""CNR4650321""",Completed,2024-08-07 08:45:55,Bike,Lajpat Nagar,Tis Hazari,252.0,6.0
"""CNR3375291""",Incomplete,2024-04-08 17:49:54,Auto,Ghaziabad,Shastri Nagar,176.0,5.9
"""CNR3499671""",Completed,2024-09-09 13:03:14,Premier Sedan,Aya Nagar,Jama Masjid,580.0,13.3
"""CNR5546247""",Completed,2024-06-29 08:52:50,Auto,Ghitorni,Hauz Khas,272.0,10.1
"""CNR9129075""",Completed,2024-11-16 11:54:54,Go Sedan,Tughlakabad,Rohini,352.0,11.0
"""CNR4828273""",Completed,2024-04-02 10:09:02,Auto,South Extension,Yamuna Bank,88.0,7.4
"""CNR7767761""",Incomplete,2024-01-16 08:15:36,Auto,Jhilmil,Shastri Nagar,384.0,6.9
"""CNR6315858""",Completed,2024-01-15 17:03:22,Go Mini,Ashok Park Main,Rajiv Chowk,640.0,9.8
"""CNR3106274""",Incomplete,2024-01-31 17:49:58,eBike,Vidhan Sabha,New Delhi Railway Station,496.0,2.6
"""CNR8349417""",Completed,2024-06-13 16:29:20,Auto,Sadar Bazar Gurgaon,Jor Bagh,412.0,2.9
"""CNR6670058""",Completed,2024-04-16 12:25:19,eBike,Nirman Vihar,Hauz Rani,138.0,9.1
"""CNR4849781""",Completed,2024-12-11 15:14:18,Bike,ITO,Indraprastha,826.0,6.9
"""CNR6316011""",Completed,2024-11-10 18:05:50,eBike,Narsinghpur,Cyber Hub,311.0,14.5
"""CNR3479829""",Completed,2024-05-11 19:25:15,eBike,Raj Nagar Extension,Nehru Place,730.0,2.2
"""CNR5421896""",Completed,2024-08-20 16:02:21,Premier Sedan,Hauz Rani,Janakpuri,481.0,13.0
"""CNR6062659""",Incomplete,2024-12-17 12:34:21,Auto,Hauz Khas,Uttam Nagar,138.0,3.3
"""CNR8325749""",Completed,2024-07-17 18:39:32,Auto,Badshahpur,Gurgaon Railway Station,233.0,4.8
"""CNR9737477""",Completed,2024-07-16 09:11:57,Bike,Shastri Park,Okhla,197.0,2.1
"""CNR9212215""",Completed,2024-01-10 19:42:37,Go Sedan,Samaypur Badli,INA Market,509.0,12.8
"""CNR8057082""",Completed,2024-08-11 18:42:36,Premier Sedan,Rohini West,Kalkaji,99.0,11.0
"""CNR8469335""",Completed,2024-07-27 20:50:07,Auto,MG Road,Khan Market,379.0,14.1
"""CNR6338492""",Completed,2024-01-23 20:56:43,Bike,Lajpat Nagar,Karkarduma,325.0,6.4
"""CNR1532916""",Completed,2024-03-15 08:50:56,Go Mini,Karol Bagh,IGI Airport,409.0,2.0
"""CNR6299761""",Completed,2024-08-11 11:06:04,Go Sedan,Keshav Puram,Ashram,380.0,5.5
"""CNR9380148""",Completed,2024-05-04 08:09:41,Auto,Ghitorni Village,Ashok Vihar,350.0,4.1
"""CNR7784836""",Completed,2024-07-05 10:57:52,Go Sedan,Chirag Delhi,Ashram,278.0,6.1
"""CNR5779819""",Incomplete,2024-07-18 11:14:54,Auto,Kashmere Gate ISBT,Vinobapuri,239.0,2.1
"""CNR8930729""",Completed,2024-04-12 12:08:50,Auto,Chirag Delhi,Kirti Nagar,430.0,12.2
"""CNR8033065""",Completed,2024-07-30 19:40:16,Go Sedan,Vishwavidyalaya,Palam Vihar,353.0,3.0
"""CNR1032537""",Completed,2024-04-05 18:48:23,Premier Sedan,Tis Hazari,Sultanpur,335.0,5.7
"""CNR2410568""",Completed,2024-10-17 22:25:41,Go Mini,Janakpuri,Jahangirpuri,167.0,4.7
"""CNR7531807""",Completed,2024-04-05 13:29:03,Go Sedan,Kalkaji,Welcome,262.0,2.8
"""CNR8981505""",Completed,2024-12-02 17:54:42,Bike,Kadarpur,Rithala,344.0,14.1
"""CNR7011986""",Incomplete,2024-11-02 22:52:29,Auto,Cyber Hub,Noida Sector 18,379.0,7.0
"""CNR8632745""",Completed,2024-12-29 13:00:26,Auto,Gurgaon Sector 29,Gurgaon Railway Station,213.0,14.3
"""CNR2168425""",Completed,2024-06-05 16:13:58,Bike,Shastri Nagar,Panipat,818.0,4.5
"""CNR1129663""",Completed,2024-07-04 14:05:57,eBike,Civil Lines Gurgaon,Ghaziabad,604.0,12.6
"""CNR4148919""",Incomplete,2024-12-19 15:23:00,Auto,Sonipat,Janakpuri,419.0,8.0
"""CNR3481651""",Completed,2024-10-30 19:57:04,Go Sedan,Paschim Vihar,Kanhaiya Nagar,485.0,6.1
"""CNR1217087""",Completed,2024-04-20 11:25:12,eBike,Akshardham,Tilak Nagar,853.0,11.0
"""CNR7499517""",Completed,2024-12-02 15:01:45,Bike,Sultanpur,Tilak Nagar,723.0,5.7
"""CNR1151874""",Incomplete,2024-03-26 15:04:38,Go Mini,Delhi Gate,RK Puram,62.0,7.1
"""CNR5951821""",Completed,2024-03-05 20:04:12,Bike,Hauz Rani,Moti Nagar,445.0,3.2
"""CNR5286680""",Completed,2024-09-22 18:06:19,Auto,Kalkaji,Gurgaon Sector 29,529.0,13.2
"""CNR8798718""",Completed,2024-11-15 22:47:30,Go Mini,Vaishali,Rajiv Chowk,182.0,4.0
"""CNR6521326""",Incomplete,2024-01-13 19:46:40,Auto,Jasola,Chandni Chowk,1619.0,6.5
"""CNR3061126""",Completed,2024-04-13 18:07:11,Go Mini,Nehru Place,Rithala,572.0,6.9
