Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,coded
Sleeping Dogs,2012.0,Action,Square Enix ,0.87,80.0,7.9,False
Kingdoms of Amalur: Reckoning,2012.0,Role-Playing,Electronic Arts,0.87,80.0,7.7,False
Kingdom Hearts Re: Chain of Memories,2008.0,Role-Playing,Square Enix,0.87,68.0,7.2,False
Phantasy Star Portable 2,2009.0,Role-Playing,Sega,0.87,69.0,8.1,False
Michael Jackson: The Experience,2011.0,Misc,Ubisoft,0.87,63.0,6.8,False
LittleBigPlanet Karting,2012.0,Action,Sony Computer Entertainment,0.87,73.0,6.9,False
Tony Hawk's Project 8,2006.0,Sports,Activision,0.87,69.0,7.3,False
GRID,2008.0,Racing,Codemasters,0.87,87.0,7.9,False
DiRT,2007.0,Racing,Codemasters,0.87,83.0,7.4,False
Red Faction: Guerrilla,2009.0,Shooter,THQ,0.87,85.0,8.1,True
Fight Night Round 2,2005.0,Fighting,Electronic Arts,0.87,88.0,9.0,False
Conflict: Desert Storm,2002.0,Shooter,SCi,0.87,65.0,8.1,False
Cooking Mama: World Kitchen,2008.0,Simulation,505 Games,0.87,62.0,4.9,False
Brothers in Arms: Hell's Highway,2008.0,Shooter,Ubisoft,0.87,76.0,8.3,False
Vagrant Story,2000.0,Role-Playing,Crave Entertainment,0.87,92.0,8.3,False
Warriors Orochi,2007.0,Action,Tecmo Koei,0.87,55.0,8.2,False
Crysis 3,2013.0,Shooter,Electronic Arts,0.87,77.0,6.3,False
Mercenaries 2: World in Flames,2008.0,Shooter,Electronic Arts,0.87,72.0,7.1,False
Ghostbusters: The Video Game,2009.0,Action,Atari,0.86,76.0,8.5,False
Guitar Hero Live,2015.0,Misc,Activision,0.86,80.0,6.2,False
Endless Ocean: Blue World,2009.0,Simulation,Nintendo,0.86,76.0,8.5,False
Winning Eleven: Pro Evolution Soccer 2007,2006.0,Sports,Konami Digital Entertainment,0.86,81.0,8.3,False
Rocky,2002.0,Fighting,Rage Software,0.86,74.0,8.4,False
Ford Racing,2001.0,Racing,Empire Interactive,0.86,53.0,5.8,False
Guitar Hero: Warriors of Rock,2010.0,Misc,Activision,0.86,72.0,6.5,False
Lemmings,2006.0,Puzzle,Sony Computer Entertainment,0.86,76.0,7.9,False
Dynasty Warriors 4: Xtreme Legends,2003.0,Action,Tecmo Koei,0.86,72.0,9.1,False
2010 FIFA World Cup South Africa,2010.0,Sports,Electronic Arts,0.85,83.0,8.1,False
Tomb Raider: Anniversary,2007.0,Action,Eidos Interactive,0.85,73.0,7.3,False
NBA 2K8,2007.0,Sports,Take-Two Interactive,0.85,81.0,7.0,False
Tiger Woods PGA Tour 2005,2004.0,Sports,Electronic Arts,0.85,88.0,8.9,False
Kingdoms of Amalur: Reckoning,2012.0,Role-Playing,Electronic Arts,0.85,81.0,7.6,False
Dragon Ball Z: Burst Limit,2008.0,Fighting,Atari,0.85,71.0,7.2,False
Tekken Tag Tournament 2,2012.0,Fighting,Namco Bandai Games,0.85,82.0,8.2,False
Ninja Gaiden Sigma 2,2009.0,Action,Ubisoft Annecy,0.85,83.0,7.7,False
Ratatouille,2007.0,Action,THQ,0.85,65.0,8.0,False
Burnout 2: Point of Impact,2002.0,Racing,Acclaim Entertainment,0.85,86.0,8.2,False
Wii Fit U,2013.0,Sports,Nintendo,0.85,72.0,7.7,False
Street Fighter EX3,2000.0,Fighting,Virgin Interactive,0.85,64.0,7.9,False
The Legendary Starfy,2008.0,Platform,Nintendo,0.85,75.0,8.4,False
NCAA Football 11,2010.0,Sports,Electronic Arts,0.85,85.0,7.4,False
The House of the Dead: Overkill,2009.0,Shooter,Sega,0.85,78.0,8.7,False
Army of Two: The 40th Day,2010.0,Shooter,Electronic Arts,0.85,74.0,7.0,False
Darksiders II,2012.0,Action,THQ,0.84,84.0,7.1,False
Spider-Man 2,2004.0,Action,Activision,0.84,80.0,8.8,False
Tales of Xillia 2,2012.0,Role-Playing,Namco Bandai Games,0.84,71.0,7.9,False
Ghostbusters: The Video Game,2009.0,Action,Sony Computer Entertainment,0.84,78.0,7.9,False
The Incredibles,2004.0,Action,THQ,0.84,63.0,7.1,False
Xenoblade Chronicles X,2015.0,Role-Playing,Nintendo,0.84,84.0,8.9,False
NBA 2K10,2009.0,Sports,Take-Two Interactive,0.84,83.0,7.8,False
Skate 2,2009.0,Sports,Electronic Arts,0.84,84.0,7.8,False
Big Mutha Truckers,2002.0,Racing,Empire Interactive,0.84,62.0,5.3,False
Rogue Galaxy,2005.0,Role-Playing,Sony Computer Entertainment,0.84,83.0,8.4,False
ESPN College Hoops 2K5,2004.0,Sports,Sega,0.84,86.0,8.1,False
NCAA Football 14,2013.0,Sports,Electronic Arts,0.84,77.0,6.2,False
Harry Potter and the Order of the Phoenix,2007.0,Action,Electronic Arts,0.84,51.0,4.9,False
Sniper Elite V2,2012.0,Shooter,505 Games,0.84,67.0,6.8,False
Metroid: Zero Mission,2004.0,Adventure,Nintendo,0.84,89.0,9.0,False
Burnout Legends,2005.0,Racing,Electronic Arts,0.84,86.0,8.4,False
Blazing Angels: Squadrons of WWII,2007.0,Simulation,Ubisoft,0.83,57.0,6.7,False
Madden NFL 09 All-Play,2008.0,Sports,Electronic Arts,0.83,82.0,7.2,False
Dynasty Warriors 2,2000.0,Action,THQ,0.83,75.0,8.8,False
Time Crisis 4,2007.0,Shooter,Namco Bandai Games,0.83,60.0,7.4,False
Duke Nukem Forever,2011.0,Shooter,Take-Two Interactive,0.83,49.0,4.4,False
Lizzie McGuire 2: Lizzie Diaries,2004.0,Action,Disney Interactive Studios,0.83,57.0,5.0,False
NCAA Football 12,2011.0,Sports,Electronic Arts,0.83,82.0,5.8,False
Brute Force,2003.0,Shooter,Microsoft Game Studios,0.83,77.0,7.8,False
Tiger Woods PGA Tour 11,2010.0,Sports,Electronic Arts,0.83,78.0,6.7,False
WWE SmackDown vs. Raw 2009,2008.0,Fighting,THQ,0.83,79.0,8.5,False
Sly 3: Honor Among Thieves,2005.0,Platform,Sony Computer Entertainment,0.83,83.0,8.8,False
Need for Speed: Nitro,2009.0,Racing,Electronic Arts,0.83,69.0,7.4,False
Street Fighter X Tekken,2012.0,Fighting,Capcom,0.83,84.0,5.3,False
Sid Meier's Civilization Revolution,2008.0,Strategy,Take-Two Interactive,0.83,84.0,7.8,False
Tales of the Abyss,2011.0,Role-Playing,Namco Bandai Games,0.83,75.0,7.6,False
Dragon Age II,2011.0,Action,Electronic Arts,0.83,82.0,4.3,False
Call of Duty: Modern Warfare 3,2011.0,Shooter,Activision,0.82,70.0,1.8,False
James Bond 007: Nightfire,2002.0,Shooter,Electronic Arts,0.82,78.0,7.8,False
Tony Hawk's Pro Skater 3,2001.0,Sports,Activision,0.82,91.0,9.0,False
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,0.82,81.0,8.2,False
DJ Hero 2,2010.0,Misc,Activision,0.82,86.0,7.9,False
Harvest Moon: Tree of Tranquility,2007.0,Simulation,Rising Star Games,0.82,65.0,8.2,False
Tony Hawk's Underground 2 Remix,2005.0,Sports,Activision,0.82,83.0,8.0,False
Need for Speed: Hot Pursuit 2,2002.0,Racing,Electronic Arts,0.82,75.0,6.4,False
Amped: Freestyle Snowboarding,2001.0,Sports,Microsoft Game Studios,0.82,78.0,9.0,False
Stranglehold,2007.0,Shooter,Midway Games,0.82,77.0,7.6,False
Shin Megami Tensei: Persona 4,2008.0,Role-Playing,Atlus,0.82,90.0,8.9,False
Devil May Cry HD Collection,2012.0,Action,Capcom,0.82,74.0,8.8,False
Dance Central 3,2012.0,Misc,Microsoft Game Studios,0.81,86.0,8.0,False
Tales of Destiny II,2000.0,Role-Playing,Namco Bandai Games,0.81,78.0,8.7,False
NASCAR 2001,2000.0,Racing,Electronic Arts,0.81,73.0,6.1,False
The Legend of Zelda: Four Swords Adventures,2004.0,Action,Nintendo,0.81,86.0,7.2,False
MediEvil: Resurrection,2005.0,Adventure,Sony Computer Entertainment,0.81,66.0,8.7,False
Valkyrie Profile,1999.0,Role-Playing,Enix Corporation,0.81,81.0,8.8,False
Patapon,2007.0,Misc,Sony Computer Entertainment,0.81,86.0,8.7,False
Pro Evolution Soccer 2010,2009.0,Sports,Konami Digital Entertainment,0.81,78.0,7.6,False
Tom Clancy's Rainbow Six 3,2004.0,Shooter,Ubisoft,0.81,70.0,8.2,False
Madden NFL 25,2013.0,Sports,Electronic Arts,0.81,73.0,5.9,False
NCAA Football 10,2009.0,Sports,Electronic Arts,0.81,80.0,6.9,False
Guitar Hero: Warriors of Rock,2010.0,Misc,Activision,0.81,74.0,7.1,False
The Sims 2,2005.0,Simulation,Electronic Arts,0.81,75.0,4.4,False
Dragon Ball: Raging Blast 2,2010.0,Fighting,Namco Bandai Games,0.81,60.0,7.5,False
Yakuza,2005.0,Action,Sega,0.8,75.0,8.2,False
Star Wars Rogue Squadron III: Rebel Strike,2003.0,Simulation,LucasArts,0.8,75.0,7.6,False
Hitman: Contracts,2004.0,Shooter,Eidos Interactive,0.8,80.0,8.3,False
Professor Layton vs Phoenix Wright: Ace Attorney,2012.0,Puzzle,Level 5,0.8,79.0,8.5,False
Ben 10: Alien Force,2008.0,Action,Koch Media,0.8,45.0,7.8,False
Final Fantasy Anthology,1999.0,Role-Playing,Square EA,0.8,80.0,8.1,False
DiRT 2,2009.0,Racing,Codemasters,0.8,87.0,8.2,False
Prince of Persia: Warrior Within,2004.0,Action,Ubisoft,0.8,83.0,7.5,False
Killzone: Mercenary,2013.0,Shooter,Sony Computer Entertainment Europe,0.8,78.0,8.9,False
Pro Evolution Soccer 2010,2009.0,Sports,Konami Digital Entertainment,0.8,72.0,4.6,False
Guitar Hero: Metallica,2009.0,Misc,Activision,0.8,84.0,8.1,False
Final Fantasy X / X-2 HD Remaster,2013.0,Role-Playing,Square Enix,0.8,86.0,8.5,False
Need for Speed: Hot Pursuit 2,2002.0,Racing,Electronic Arts,0.8,68.0,8.3,False
Rayman Raving Rabbids 2,2007.0,Misc,Ubisoft,0.8,57.0,7.0,False
The Sims 2: Pets,2006.0,Simulation,Electronic Arts,0.79,57.0,7.3,False
Dragon Ball Z: Budokai Tenkaichi 2,2006.0,Fighting,Atari,0.79,73.0,8.6,False
Guitar Hero: Aerosmith,2008.0,Misc,Activision,0.79,71.0,6.3,False
Star Wars The Clone Wars: Republic Heroes,2009.0,Action,LucasArts,0.79,48.0,6.4,False
pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,0.79,74.0,5.8,False
Harvest Moon: A Wonderful Life,2003.0,Role-Playing,Ubisoft,0.79,79.0,8.9,False
DmC: Devil May Cry,2013.0,Action,Capcom,0.79,85.0,5.3,False
Motocross Mania,2001.0,Racing,Take-Two Interactive,0.79,34.0,5.3,False
Darksiders II,2012.0,Action,THQ,0.79,83.0,8.0,False
Need for Speed Rivals,2013.0,Racing,Electronic Arts,0.79,76.0,5.4,False
[Prototype 2],2012.0,Action,Activision,0.79,74.0,7.0,False
Armored Core 2,2000.0,Simulation,Ubisoft,0.79,78.0,8.4,False
The Godfather II,2009.0,Action,Electronic Arts,0.79,65.0,6.9,False
Dragon's Dogma,2012.0,Role-Playing,Capcom,0.79,75.0,7.8,False
Pro Evolution Soccer 2016,2015.0,Sports,Konami Digital Entertainment,0.79,87.0,7.1,False
Rare Replay,2015.0,Misc,Microsoft Game Studios,0.79,84.0,7.7,False
Band Hero,2009.0,Misc,Activision,0.79,76.0,5.0,False
NCAA Football 08,2007.0,Sports,Electronic Arts,0.79,83.0,8.3,False
FIFA Soccer 2004,2003.0,Sports,Electronic Arts,0.79,82.0,8.2,False
The Sims 2: Castaway,2007.0,Simulation,Electronic Arts,0.79,64.0,7.3,False
Star Ocean: The Last Hope,2009.0,Role-Playing,Square Enix,0.79,72.0,7.2,False
Sniper: Ghost Warrior,2011.0,Shooter,City Interactive,0.79,53.0,6.0,False
Invizimals,2009.0,Strategy,Sony Computer Entertainment,0.79,69.0,7.3,False
WWE 2K15,2014.0,Sports,Take-Two Interactive,0.78,55.0,3.1,False
Too Human,2008.0,Role-Playing,Microsoft Game Studios,0.78,65.0,7.0,False
Tiger Woods PGA Tour 10,2009.0,Sports,Electronic Arts,0.78,81.0,7.7,False
Tom Clancy's Splinter Cell: Double Agent,2006.0,Action,Ubisoft,0.78,85.0,8.1,False
Naruto Shippuden: Ultimate Ninja Storm 2,2010.0,Fighting,Namco Bandai Games,0.78,74.0,8.5,False
Golden Sun: Dark Dawn,2010.0,Role-Playing,Nintendo,0.78,79.0,8.1,False
Fight Night Champion,2011.0,Fighting,Electronic Arts,0.78,86.0,7.4,False
Dead Island: Riptide,2013.0,Action,Deep Silver,0.78,57.0,6.3,False
Star Wars The Clone Wars: Jedi Alliance,2008.0,Action,LucasArts,0.78,68.0,7.8,False
The World Ends With You,2007.0,Role-Playing,Square Enix,0.78,88.0,8.9,False
Drawn to Life,2007.0,Action,THQ,0.78,73.0,8.2,False
Sid Meier's Civilization Revolution,2008.0,Strategy,Take-Two Interactive,0.78,85.0,7.7,False
NBA 2K7,2006.0,Sports,Take-Two Interactive,0.78,81.0,8.4,False
James Bond 007: Nightfire,2002.0,Shooter,Electronic Arts,0.78,80.0,8.6,False
Goldeneye 007: Reloaded,2011.0,Shooter,Activision,0.78,72.0,6.3,False
Rayman Origins,2011.0,Platform,Ubisoft,0.78,87.0,8.2,False
Aliens: Colonial Marines,2013.0,Shooter,Sega,0.77,48.0,3.8,False
Lips,2008.0,Misc,Microsoft Game Studios,0.77,71.0,7.4,False
MadWorld,2009.0,Action,Sega,0.77,81.0,8.6,False
Need for Speed: ProStreet,2008.0,Racing,Electronic Arts,0.77,57.0,7.1,False
Perfect Dark Zero,2005.0,Shooter,Microsoft Game Studios,0.77,81.0,7.3,False
Marvel Nemesis: Rise of the Imperfects,2005.0,Fighting,Electronic Arts,0.77,53.0,6.3,False
Need for Speed: Porsche Unleashed,1999.0,Racing,Electronic Arts,0.77,78.0,8.5,False
Resident Evil: Operation Raccoon City,2012.0,Action,Capcom,0.77,52.0,4.9,False
UFC Personal Trainer: The Ultimate Fitness System,2011.0,Sports,THQ,0.77,70.0,6.5,False
Worms: Open Warfare,2006.0,Strategy,THQ,0.77,70.0,6.6,False
Star Wars Episode II: Attack of the Clones,2002.0,Action,THQ,0.77,38.0,5.0,False
Ghost Squad,2007.0,Shooter,Sega,0.77,69.0,7.5,False
Maximo: Ghosts to Glory,2001.0,Platform,Capcom,0.77,84.0,8.7,False
Donkey Kong Country 3,2005.0,Platform,Nintendo,0.77,77.0,8.4,False
All-Star Baseball 2003,2002.0,Sports,Acclaim Entertainment,0.77,81.0,8.4,False
Unlimited Saga,2002.0,Role-Playing,Atari,0.77,45.0,3.0,False
Pokemon Dash,2004.0,Racing,Nintendo,0.77,46.0,5.9,False
Dragon Ball: Raging Blast,2009.0,Fighting,Namco Bandai Games,0.77,57.0,7.2,False
Twisted Metal: Head On,2005.0,Action,Sony Computer Entertainment,0.77,79.0,8.2,False
Sonic Unleashed,2008.0,Platform,Sega,0.76,66.0,6.7,False
Driv3r,2004.0,Racing,Atari,0.76,56.0,4.7,False
ISS Pro Evolution,1998.0,Sports,Konami Digital Entertainment,0.76,94.0,8.7,False
Need For Speed: Undercover,2008.0,Racing,Electronic Arts,0.76,52.0,6.8,False
Metroid Prime Hunters,2006.0,Shooter,Nintendo,0.76,85.0,8.0,False
Bayonetta 2,2014.0,Action,Nintendo,0.76,91.0,8.2,False
Star Wars Battlefront: Elite Squadron,2009.0,Shooter,LucasArts,0.76,63.0,8.0,False
Syphon Filter: The Omega Strain,2004.0,Shooter,Sony Computer Entertainment,0.76,65.0,6.9,False
The Sims 3,2011.0,Simulation,Electronic Arts,0.76,52.0,3.3,False
Mortal Kombat: Deception,2004.0,Fighting,Midway Games,0.76,81.0,8.8,False
That's So Raven,2004.0,Adventure,Disney Interactive Studios,0.76,39.0,7.6,False
DJ Hero,2009.0,Misc,Activision,0.76,87.0,7.6,False
Portal 2,2011.0,Shooter,Valve Software,0.76,95.0,8.8,False
Duke Nukem Forever,2011.0,Shooter,Take-Two Interactive,0.76,51.0,4.9,False
Star Wars: The Force Unleashed II,2010.0,Action,LucasArts,0.76,71.0,7.8,False
Harry Potter and the Half-Blood Prince,2009.0,Action,Electronic Arts,0.75,60.0,6.0,False
Wall-E,2008.0,Platform,THQ,0.75,67.0,8.4,False
Professor Layton and the Azran Legacy,2013.0,Puzzle,Nintendo,0.75,81.0,7.9,False
Mega Man X5,2000.0,Platform,Capcom,0.75,76.0,8.9,False
Titanfall 2,2016.0,Shooter,Electronic Arts,0.75,89.0,8.4,False
Genji: Days of the Blade,2006.0,Action,Sony Computer Entertainment,0.75,55.0,5.8,False
Metal Gear Solid V: The Phantom Pain,2015.0,Action,Konami Digital Entertainment,0.75,95.0,7.3,False
Rockstar Games presents Table Tennis,2006.0,Sports,Take-Two Interactive,0.75,81.0,7.8,False
Drawn to Life: The Next Chapter,2009.0,Puzzle,THQ,0.75,58.0,6.0,False
PokePark 2: Wonders Beyond,2011.0,Action,Nintendo,0.75,60.0,7.0,False
DJ Hero 2,2010.0,Misc,Activision,0.75,86.0,7.8,False
WWE SmackDown vs. Raw 2009,2008.0,Fighting,THQ,0.75,72.0,6.0,False
LEGO Batman 2: DC Super Heroes,2012.0,Action,Warner Bros. Interactive Entertainment,0.75,72.0,5.2,False
SoulCalibur V,2012.0,Fighting,Namco Bandai Games,0.75,81.0,6.7,False
Shark Tale,2004.0,Action,Activision,0.75,69.0,6.5,False
Zone of the Enders,2001.0,Shooter,Konami Digital Entertainment,0.75,78.0,7.4,False
Pro Evolution Soccer 2015,2014.0,Sports,Konami Digital Entertainment,0.75,82.0,7.2,False
Tony Hawk's Underground 2,2004.0,Sports,Activision,0.75,83.0,7.8,False
Madden NFL 06,2005.0,Sports,Electronic Arts,0.75,75.0,7.9,False
Raving Rabbids: Travel in Time,2010.0,Adventure,Ubisoft,0.75,62.0,7.6,False
Capcom vs. SNK 2: Mark of the Millennium 2001,2001.0,Fighting,Capcom,0.75,81.0,7.9,False
MVP 06 NCAA Baseball,2006.0,Sports,Electronic Arts,0.75,76.0,9.0,False
Turok,2008.0,Action,Touchstone,0.75,69.0,7.1,False
Coded Arms,2005.0,Shooter,Konami Digital Entertainment,0.75,59.0,6.5,False
Final Fantasy Tactics A2: Grimoire of the Rift,2007.0,Role-Playing,Square Enix,0.75,80.0,6.9,False
The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.74,54.0,7.1,False
Band Hero,2009.0,Misc,Activision,0.74,76.0,5.7,False
Burnout,2001.0,Racing,Acclaim Entertainment,0.74,79.0,7.7,False
Spectrobes,2007.0,Role-Playing,Disney Interactive Studios,0.74,63.0,7.9,False
The Godfather II,2009.0,Action,Electronic Arts,0.74,67.0,7.2,False
Mortal Kombat: Unchained,2006.0,Fighting,Midway Games,0.74,70.0,8.8,False
Need for Speed: Shift,2009.0,Racing,Electronic Arts,0.74,69.0,6.5,False
Dark Souls II,2014.0,Role-Playing,Namco Bandai Games,0.74,91.0,7.9,False
Assassin's Creed: Revelations,2011.0,Action,Ubisoft,0.74,80.0,7.4,False
[Prototype 2],2012.0,Action,Activision,0.74,79.0,6.8,False
Midnight Club 3: DUB Edition,2005.0,Racing,Take-Two Interactive,0.74,84.0,7.4,False
Resident Evil: Revelations,2013.0,Action,Capcom,0.74,74.0,7.2,False
Tom Clancy's Rainbow Six: Vegas,2007.0,Shooter,Ubisoft,0.74,60.0,7.1,False
Red Faction: Guerrilla,2009.0,Shooter,THQ,0.74,85.0,8.1,True
Ace Combat: Assault Horizon,2011.0,Action,Namco Bandai Games,0.74,77.0,6.7,False
Unreal Championship,2002.0,Shooter,Atari,0.74,83.0,8.2,False
Crysis 2,2011.0,Action,Electronic Arts,0.74,86.0,6.8,False
Tales of Vesperia,2008.0,Role-Playing,Atari,0.74,79.0,8.2,False
MLB 13: The Show,2013.0,Sports,Sony Computer Entertainment,0.74,87.0,7.8,False
LEGO Marvel Super Heroes,2013.0,Action,Warner Bros. Interactive Entertainment,0.74,82.0,8.0,False
Namco Museum Remix,2007.0,Misc,Atari,0.74,49.0,6.3,False
Sword of Mana,2003.0,Role-Playing,Nintendo,0.74,72.0,8.3,False
Marvel: Ultimate Alliance 2,2009.0,Role-Playing,Activision,0.73,74.0,7.3,False
Dragon Age: Inquisition,2014.0,Role-Playing,Electronic Arts,0.73,85.0,5.9,False
Resonance of Fate,2010.0,Role-Playing,Sega,0.73,72.0,8.0,False
Pirates of the Caribbean: At World's End,2007.0,Action,Disney Interactive Studios,0.73,55.0,6.9,False
Tiger Woods PGA Tour 08,2007.0,Sports,Electronic Arts,0.73,79.0,6.6,False
Classic NES Series: Donkey Kong,2004.0,Platform,Nintendo,0.73,55.0,4.8,False
Harvest Moon: Animal Parade,2008.0,Simulation,Rising Star Games,0.73,76.0,8.9,False
WWE SmackDown vs. Raw 2010,2009.0,Fighting,THQ,0.73,78.0,7.7,False
Style Savvy: Trendsetters,2012.0,Simulation,Nintendo,0.73,76.0,8.0,False
Final Fantasy XIII-2,2011.0,Role-Playing,Square Enix,0.73,79.0,6.3,False
Oddworld: Munch's Oddysee,2001.0,Platform,Atari,0.73,80.0,8.7,False
Persona 4: Arena,2012.0,Fighting,Atlus,0.73,86.0,7.7,False
Brink,2011.0,Shooter,Bethesda Softworks,0.73,72.0,5.8,False
NHL 11,2010.0,Sports,Electronic Arts,0.73,88.0,7.7,False
NCAA Football 07,2006.0,Sports,Electronic Arts,0.73,79.0,6.9,False
Full Spectrum Warrior,2004.0,Strategy,THQ,0.73,84.0,8.7,False
LEGO Marvel's Avengers,2016.0,Action,Warner Bros. Interactive Entertainment,0.73,71.0,7.0,False
Katamari Damacy,2004.0,Puzzle,Namco Bandai Games,0.73,86.0,9.0,False
Just Dance 2015,2014.0,Misc,Ubisoft,0.73,75.0,6.6,False
LEGO Dimensions,2015.0,Action,Warner Bros. Interactive Entertainment,0.73,80.0,7.1,False
Naruto Shippuden: Ultimate Ninja Storm Generations,2012.0,Fighting,Namco Bandai Games,0.73,74.0,7.1,False
Shaun Palmer's Pro Snowboarder,2001.0,Sports,Codemasters,0.73,64.0,8.7,False
James Bond 007: Agent Under Fire,2002.0,Shooter,Electronic Arts,0.72,74.0,6.8,False
Harvest Moon DS: Island of Happiness,2007.0,Simulation,Rising Star Games,0.72,65.0,7.0,False
Star Wars Episode III: Revenge of the Sith,2005.0,Action,Ubisoft,0.72,73.0,7.5,False
Ultimate Spider-Man,2005.0,Action,Activision,0.72,74.0,7.9,False
Monopoly Streets,2010.0,Misc,Electronic Arts,0.72,65.0,5.2,False
Total War: Rome II,2013.0,Strategy,Sega,0.72,76.0,4.2,False
NBA Live 08,2007.0,Sports,Electronic Arts,0.72,68.0,6.6,False
Star Ocean: The Last Hope International,2010.0,Role-Playing,Square Enix,0.72,74.0,6.7,False
Dead to Rights,2002.0,Shooter,Electronic Arts,0.72,73.0,8.9,False
Indiana Jones and the Staff of Kings,2009.0,Action,Activision,0.72,55.0,7.0,False
Tiger Woods PGA Tour 07,2006.0,Sports,Electronic Arts,0.72,79.0,6.0,False
Major League Baseball 2K7,2007.0,Sports,Spike,0.72,79.0,7.1,False
Persona Q: Shadow of the Labyrinth,2014.0,Role-Playing,Nippon Ichi Software,0.72,83.0,8.1,False
MLB 14: The Show,2014.0,Sports,Sony Computer Entertainment America,0.72,83.0,7.7,False
X-Men: Mutant Academy 2,2001.0,Fighting,Activision,0.72,72.0,8.4,False
Kirby: Canvas Curse,2005.0,Platform,Nintendo,0.72,86.0,8.2,False
Madden NFL 10,2009.0,Sports,Electronic Arts,0.72,77.0,7.2,False
MLB 09: The Show,2009.0,Sports,Sony Computer Entertainment,0.72,90.0,8.1,False
Borderlands: The Pre-Sequel,2014.0,Shooter,Take-Two Interactive,0.72,74.0,6.4,False
Super Monkey Ball Jr.,2002.0,Puzzle,Atari,0.72,82.0,8.6,False
The Witcher 3: Wild Hunt,2015.0,Role-Playing,Namco Bandai Games,0.72,93.0,9.3,False
F1 2011,2011.0,Racing,Codemasters,0.72,84.0,7.1,False
Mobile Suit Gundam: Encounters in Space,2003.0,Simulation,Namco Bandai Games,0.72,66.0,8.5,False
MLB 10: The Show,2010.0,Sports,Sony Computer Entertainment,0.72,91.0,8.3,False
MX vs. ATV Reflex,2009.0,Racing,THQ,0.72,75.0,6.6,False
Blur,2010.0,Racing,Activision,0.72,81.0,8.2,False
Battlefield: Bad Company 2,2010.0,Shooter,Electronic Arts,0.72,87.0,8.3,False
DiRT 3,2011.0,Racing,Codemasters,0.72,87.0,7.1,False
The Lord of the Rings: The Two Towers,2002.0,Action,Electronic Arts,0.71,79.0,8.1,False
Madden NFL 2003,2002.0,Sports,Electronic Arts,0.71,92.0,8.3,False
Skate,2007.0,Sports,Electronic Arts,0.71,86.0,8.4,False
XCOM: Enemy Unknown,2012.0,Strategy,Take-Two Interactive,0.71,89.0,8.2,False
Ben 10: Protector of Earth,2007.0,Action,D3Publisher,0.71,60.0,7.2,False
Virtua Fighter 4: Evolution,2003.0,Fighting,Sega,0.71,93.0,9.0,False
Crysis,2007.0,Shooter,Electronic Arts,0.71,91.0,8.0,False
Resident Evil: Survivor,2000.0,Action,Eidos Interactive,0.71,39.0,7.0,False
The Sims 2: Castaway,2007.0,Simulation,Electronic Arts,0.71,66.0,4.0,False
Godzilla: Destroy All Monsters Melee,2002.0,Fighting,Atari,0.71,73.0,7.8,False
Silent Hill 3,2003.0,Action,Konami Digital Entertainment,0.71,85.0,8.8,False
Spyro: Enter the Dragonfly,2002.0,Platform,Universal Interactive,0.71,48.0,5.1,False
Power Rangers: Dino Thunder,2004.0,Action,THQ,0.71,49.0,6.2,False
Madden NFL 08,2007.0,Sports,Electronic Arts,0.71,75.0,6.8,False
Madden NFL 09,2008.0,Sports,Electronic Arts,0.71,68.0,6.5,False
NBA Live 09,2008.0,Sports,Electronic Arts,0.71,77.0,7.4,False
Dragon Ball: Xenoverse 2,2016.0,Action,Namco Bandai Games,0.71,73.0,7.8,False
Dynasty Warriors 6,2007.0,Action,Tecmo Koei,0.71,59.0,7.3,False
NCAA Football 09,2008.0,Sports,Electronic Arts,0.71,83.0,7.7,False
Doom 3: Resurrection of Evil,2005.0,Shooter,Activision,0.71,77.0,7.9,False
SSX,2012.0,Sports,Electronic Arts,0.7,82.0,6.4,False
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007.0,Role-Playing,Square Enix,0.7,65.0,5.9,False
Two Worlds,2007.0,Role-Playing,SouthPeak Games,0.7,50.0,5.5,False
Tony Hawk's Underground,2003.0,Sports,Activision,0.7,89.0,8.5,False
Spider-Man 2,2005.0,Action,Activision,0.7,67.0,6.9,False
NCAA Football 08,2007.0,Sports,Electronic Arts,0.7,81.0,7.8,False
Skylanders: Trap Team,2014.0,Action,Activision,0.7,86.0,7.1,False
Star Wars: Obi-Wan,2001.0,Action,Activision,0.7,58.0,5.9,False
Ace Attorney Investigations: Miles Edgeworth,2009.0,Adventure,Capcom,0.7,78.0,8.4,False
Kill.Switch,2003.0,Shooter,Sony Computer Entertainment,0.7,73.0,8.3,False
Catherine,2011.0,Adventure,Deep Silver,0.7,79.0,8.1,False
SplashDown,2001.0,Racing,Atari,0.7,84.0,8.2,False
Jade Empire,2005.0,Role-Playing,Microsoft Game Studios,0.7,89.0,8.6,False
Infinite Undiscovery,2008.0,Role-Playing,Square Enix,0.7,68.0,7.0,False
Lego Star Wars: The Force Awakens,2016.0,Action,Warner Bros. Interactive Entertainment,0.7,78.0,7.5,False
NHL 12,2011.0,Sports,Electronic Arts,0.7,86.0,7.0,False
Advance Wars,2001.0,Strategy,Nintendo,0.7,92.0,9.0,False
