id,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,coded
37809,M,0.595,0.47,0.16,1.0165,0.4605,0.2195,0.335,15,3
13441,M,0.565,0.46,0.14,0.8895,0.3235,0.1945,0.2715,10,3
68279,I,0.51,0.4,0.145,0.646,0.2945,0.1335,0.165,8,1
29781,I,0.405,0.305,0.1,0.2875,0.1265,0.065,0.0895,8,1
54954,M,0.58,0.45,0.14,0.8295,0.3725,0.1725,0.2515,10,3
44197,I,0.425,0.325,0.115,0.3505,0.1695,0.074,0.11,8,1
84125,F,0.68,0.53,0.17,1.4285,0.639,0.2925,0.3665,10,2
14894,I,0.6,0.46,0.145,0.927,0.4525,0.2275,0.285,11,1
22599,M,0.455,0.35,0.11,0.4385,0.1765,0.0865,0.13,8,3
30390,I,0.37,0.295,0.08,0.197,0.0745,0.053,0.056,7,1
60714,M,0.43,0.325,0.125,0.3865,0.1475,0.074,0.1025,8,3
23879,F,0.585,0.475,0.15,1.098,0.4025,0.2485,0.335,12,2
51562,I,0.285,0.215,0.08,0.127,0.0585,0.0345,0.042,7,1
74731,M,0.575,0.46,0.14,0.9855,0.4945,0.2145,0.2445,9,3
70243,M,0.555,0.415,0.155,0.94,0.387,0.2245,0.2895,9,3
89416,I,0.425,0.32,0.115,0.3275,0.134,0.0835,0.093,8,1
56504,M,0.595,0.495,0.175,1.1365,0.4,0.2985,0.465,17,3
12825,F,0.65,0.51,0.195,1.494,0.5985,0.3295,0.48,15,2
58757,I,0.545,0.435,0.135,0.7325,0.2875,0.1455,0.17,8,1
78145,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1675,9,3
39997,F,0.665,0.525,0.18,1.4005,0.715,0.2915,0.3585,9,2
4387,M,0.665,0.535,0.165,1.7825,0.5415,0.279,0.58,20,3
31224,I,0.38,0.275,0.105,0.2595,0.1125,0.0545,0.1,6,1
49051,F,0.445,0.335,0.095,0.3245,0.13,0.074,0.115,9,2
15035,M,0.73,0.58,0.18,1.7375,0.6785,0.3835,0.52,10,3
36592,I,0.425,0.33,0.115,0.3625,0.1575,0.072,0.11,9,1
27104,F,0.62,0.485,0.18,1.5175,0.693,0.308,0.415,13,2
22210,F,0.7,0.57,0.245,1.8275,0.817,0.409,0.4865,11,2
65235,F,0.44,0.335,0.115,0.3975,0.15,0.09,0.12,9,2
24163,I,0.53,0.415,0.145,0.7665,0.3065,0.17,0.2405,8,1
51927,F,0.575,0.45,0.14,0.879,0.4275,0.1775,0.24,9,2
85422,M,0.49,0.385,0.135,0.5825,0.2235,0.1365,0.215,12,3
66545,F,0.615,0.515,0.135,1.1215,0.545,0.2455,0.29,9,2
22848,I,0.375,0.285,0.09,0.2225,0.0935,0.042,0.075,7,1
37836,F,0.6,0.475,0.165,1.1685,0.4775,0.2445,0.365,12,2
89246,F,0.55,0.435,0.15,0.9265,0.4265,0.2095,0.265,11,2
48518,I,0.52,0.41,0.125,0.5935,0.239,0.13,0.204,8,1
41883,I,0.335,0.255,0.075,0.155,0.0605,0.0395,0.045,6,1
20016,I,0.235,0.17,0.04,0.0515,0.0135,0.0105,0.018,4,1
34876,I,0.385,0.265,0.1,0.2775,0.1245,0.0605,0.0885,8,1
26389,M,0.575,0.45,0.15,0.9145,0.4095,0.1725,0.24,9,3
42654,M,0.595,0.475,0.165,1.0255,0.462,0.2275,0.2925,8,3
59568,M,0.63,0.55,0.165,1.195,0.479,0.2335,0.315,10,3
42608,M,0.365,0.265,0.09,0.25,0.108,0.0455,0.06,7,3
47379,I,0.245,0.17,0.045,0.0675,0.0205,0.0105,0.015,4,1
69979,M,0.625,0.49,0.175,1.266,0.567,0.33,0.34,10,3
68223,F,0.585,0.435,0.145,0.6915,0.2975,0.1635,0.225,9,2
2946,M,0.665,0.505,0.185,1.644,0.8175,0.3355,0.371,13,3
75138,F,0.565,0.45,0.16,0.9945,0.481,0.231,0.239,8,2
16231,M,0.555,0.455,0.14,0.96,0.4615,0.1755,0.2765,9,3
20304,I,0.605,0.455,0.13,0.9205,0.458,0.1835,0.238,9,1
43494,I,0.505,0.405,0.14,0.6265,0.245,0.1495,0.215,9,1
20499,F,0.625,0.485,0.185,1.3325,0.53,0.2975,0.36,9,2
50751,M,0.615,0.495,0.155,1.0685,0.4635,0.2,0.41,13,3
13458,I,0.575,0.45,0.15,1.0835,0.5405,0.2195,0.2565,10,1
9683,I,0.465,0.35,0.125,0.6455,0.2465,0.1325,0.1855,10,1
79694,M,0.535,0.435,0.145,0.7995,0.2875,0.168,0.28,13,3
28487,I,0.295,0.225,0.075,0.1375,0.048,0.031,0.04,5,1
29747,M,0.47,0.36,0.12,0.522,0.2365,0.133,0.155,10,3
12065,I,0.375,0.28,0.1,0.2225,0.0955,0.05,0.085,7,1
80889,I,0.45,0.335,0.1,0.378,0.1575,0.074,0.1115,8,1
62033,M,0.62,0.48,0.16,1.273,0.569,0.3105,0.305,10,3
4634,M,0.7,0.545,0.175,1.6125,0.5265,0.3115,0.46,12,3
27964,M,0.47,0.35,0.14,0.5425,0.198,0.087,0.158,8,3
23827,M,0.44,0.35,0.12,0.4615,0.1925,0.081,0.13,8,3
59826,F,0.595,0.475,0.175,1.056,0.4095,0.2095,0.435,24,2
76790,I,0.445,0.335,0.11,0.4075,0.1525,0.0925,0.12,8,1
48638,I,0.435,0.365,0.105,0.409,0.2175,0.0835,0.123,7,1
33967,M,0.74,0.535,0.185,1.65,0.734,0.4505,0.49,11,3
26945,F,0.66,0.515,0.2,1.6465,0.749,0.3715,0.401,12,2
69199,I,0.52,0.395,0.125,0.5805,0.2445,0.1335,0.188,9,1
27466,F,0.66,0.515,0.2,1.4245,0.653,0.333,0.41,16,2
13267,M,0.595,0.455,0.17,0.966,0.4035,0.2145,0.315,14,3
87759,F,0.625,0.5,0.195,1.3695,0.58,0.2525,0.3745,9,2
44305,M,0.515,0.405,0.16,0.7245,0.302,0.1905,0.285,17,3
54388,M,0.415,0.325,0.105,0.3335,0.1375,0.068,0.13,10,3
73154,I,0.585,0.45,0.175,0.9045,0.381,0.174,0.325,11,1
50973,I,0.54,0.375,0.135,0.6555,0.1925,0.1345,0.192,8,1
80024,F,0.58,0.46,0.165,1.2695,0.5265,0.2875,0.34,14,2
71321,F,0.55,0.445,0.145,0.8795,0.3395,0.1705,0.26,9,2
31606,I,0.41,0.315,0.1,0.3215,0.143,0.0665,0.095,7,1
24445,F,0.7,0.55,0.165,1.859,0.931,0.3615,0.461,10,2
52613,I,0.49,0.38,0.12,0.594,0.2975,0.1165,0.129,8,1
34893,M,0.46,0.355,0.115,0.515,0.2,0.098,0.15,9,3
15460,M,0.655,0.505,0.16,1.406,0.5685,0.3585,0.3345,11,3
15525,I,0.535,0.405,0.14,0.766,0.2835,0.1415,0.171,8,1
1747,M,0.655,0.505,0.2,1.3475,0.5945,0.2625,0.466,10,3
86427,I,0.51,0.41,0.13,0.5995,0.242,0.1375,0.182,8,1
58651,M,0.565,0.435,0.145,0.858,0.37,0.1965,0.24,10,3
27997,I,0.55,0.425,0.14,0.7665,0.339,0.165,0.2,8,1
37137,F,0.555,0.445,0.155,0.923,0.3895,0.2185,0.275,16,2
76852,F,0.64,0.505,0.15,1.062,0.5065,0.1955,0.3365,9,2
33976,M,0.65,0.515,0.175,1.5175,0.705,0.388,0.37,9,3
2442,I,0.57,0.445,0.13,0.833,0.3635,0.147,0.25,8,1
39863,I,0.41,0.33,0.1,0.34,0.1605,0.0665,0.105,7,1
31615,I,0.465,0.345,0.11,0.4355,0.2055,0.096,0.12,7,1
78473,I,0.305,0.23,0.075,0.1455,0.0585,0.037,0.0425,5,1
75941,I,0.475,0.36,0.12,0.5805,0.2455,0.0965,0.155,8,1
32248,I,0.55,0.425,0.13,0.7635,0.326,0.151,0.22,9,1
78107,F,0.575,0.48,0.135,0.8565,0.3375,0.196,0.29,11,2
18241,F,0.615,0.47,0.165,1.2255,0.4325,0.27,0.4,15,2
33961,M,0.62,0.495,0.175,1.4275,0.5305,0.3085,0.525,17,3
28311,F,0.625,0.495,0.16,1.254,0.5915,0.286,0.3185,9,2
9772,M,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,13,3
55876,M,0.5,0.37,0.145,0.6645,0.2725,0.155,0.1895,10,3
36120,I,0.51,0.4,0.125,0.6125,0.261,0.0965,0.169,10,1
68705,I,0.59,0.46,0.13,0.955,0.4815,0.171,0.269,9,1
84448,M,0.78,0.57,0.205,1.908,0.5345,0.3655,0.5965,13,3
45954,M,0.555,0.44,0.135,0.846,0.3,0.1715,0.2735,10,3
78723,I,0.55,0.43,0.15,0.7145,0.3055,0.1935,0.196,9,1
40333,I,0.45,0.335,0.1,0.3715,0.1575,0.0785,0.11,6,1
30438,M,0.6,0.465,0.165,1.0915,0.4465,0.2475,0.355,10,3
13619,I,0.46,0.34,0.105,0.346,0.1425,0.058,0.115,8,1
86727,I,0.575,0.45,0.15,0.9615,0.527,0.196,0.27,17,1
64518,M,0.555,0.455,0.18,0.958,0.296,0.1695,0.335,9,3
7950,I,0.4,0.33,0.105,0.3265,0.1605,0.076,0.11,6,1
758,M,0.535,0.415,0.17,1.044,0.4325,0.2155,0.2,13,3
64349,F,0.595,0.47,0.2,1.1565,0.3675,0.2225,0.41,12,2
48332,F,0.605,0.455,0.175,1.0635,0.4975,0.2565,0.26,9,2
82854,M,0.525,0.415,0.13,0.872,0.3245,0.243,0.205,17,3
20851,F,0.56,0.425,0.125,0.765,0.3295,0.1625,0.2225,8,2
11126,I,0.275,0.195,0.06,0.094,0.039,0.02,0.025,5,1
22640,F,0.6,0.47,0.18,1.2365,0.5605,0.2695,0.354,9,2
16424,M,0.57,0.45,0.145,0.857,0.4325,0.1755,0.265,8,3
74125,M,0.615,0.49,0.19,1.1775,0.4955,0.2385,0.295,13,3
90131,I,0.495,0.38,0.13,0.578,0.2825,0.12,0.17,8,1
83020,M,0.61,0.485,0.185,1.156,0.4125,0.2635,0.36,8,3
85951,I,0.27,0.195,0.07,0.096,0.0385,0.013,0.03,6,1
75699,M,0.605,0.475,0.16,1.073,0.4985,0.2635,0.2925,11,3
87961,F,0.605,0.475,0.17,1.098,0.392,0.25,0.4,15,2
85231,I,0.47,0.36,0.11,0.4465,0.2195,0.0835,0.12,7,1
31397,I,0.475,0.355,0.125,0.494,0.211,0.1155,0.165,10,1
18625,I,0.495,0.375,0.12,0.5205,0.2465,0.1375,0.175,8,1
78981,F,0.62,0.49,0.18,1.3315,0.567,0.2955,0.355,9,2
69318,M,0.655,0.535,0.19,1.4995,0.633,0.3315,0.461,11,3
66340,F,0.735,0.565,0.185,1.8255,0.7665,0.383,0.4625,11,2
36198,M,0.62,0.475,0.155,1.027,0.537,0.188,0.285,11,3
43090,F,0.61,0.485,0.15,1.151,0.5935,0.2435,0.293,10,2
52382,I,0.58,0.445,0.145,0.8045,0.3345,0.1725,0.24,8,1
39091,F,0.55,0.405,0.125,0.5375,0.2595,0.1225,0.185,8,2
23934,F,0.665,0.525,0.21,1.644,0.8285,0.3395,0.4275,11,2
65694,I,0.245,0.185,0.065,0.0755,0.0405,0.02,0.02,5,1
9509,M,0.565,0.43,0.155,0.9597,0.456,0.2245,0.2065,8,3
19837,I,0.515,0.4,0.135,0.6025,0.2895,0.1215,0.154,8,1
67305,M,0.535,0.415,0.125,0.769,0.3155,0.1735,0.18,8,3
3393,I,0.39,0.3,0.09,0.228,0.1075,0.0415,0.09,7,1
278,M,0.575,0.47,0.14,0.963,0.486,0.224,0.2755,9,3
80745,I,0.385,0.29,0.1,0.282,0.1415,0.0585,0.0875,8,1
72565,M,0.605,0.455,0.17,1.1185,0.478,0.2585,0.33,16,3
73968,M,0.575,0.45,0.15,0.9275,0.446,0.2195,0.265,10,3
14881,I,0.43,0.335,0.11,0.38,0.1725,0.0615,0.1135,9,1
74668,M,0.5,0.39,0.13,0.6355,0.2505,0.154,0.1785,7,3
38224,M,0.685,0.51,0.165,1.5335,0.715,0.3655,0.4675,13,3
22273,M,0.62,0.49,0.155,1.27,0.5615,0.3375,0.335,12,3
30602,F,0.635,0.485,0.19,1.3835,0.6355,0.3045,0.39,9,2
41047,I,0.505,0.375,0.145,0.6025,0.291,0.1455,0.1585,8,1
51770,M,0.66,0.515,0.165,1.2645,0.5055,0.2805,0.375,11,3
20397,F,0.68,0.59,0.205,1.9125,0.625,0.408,0.65,21,2
7319,F,0.61,0.48,0.155,1.224,0.5255,0.2895,0.2985,9,2
64797,I,0.46,0.355,0.135,0.5385,0.2175,0.0815,0.16,9,1
3050,F,0.53,0.415,0.15,0.7675,0.2945,0.1665,0.225,12,2
24573,I,0.475,0.365,0.115,0.4265,0.2105,0.0915,0.1345,9,1
80335,M,0.65,0.5,0.19,1.564,0.7665,0.369,0.42,12,3
50558,F,0.575,0.47,0.15,0.927,0.333,0.1965,0.2985,9,2
90558,M,0.49,0.4,0.135,0.6445,0.242,0.1775,0.205,13,3
72266,I,0.39,0.3,0.09,0.3335,0.1635,0.056,0.09,8,1
79008,I,0.32,0.25,0.085,0.1365,0.056,0.0335,0.0365,6,1
62725,M,0.595,0.475,0.17,1.229,0.5305,0.2555,0.335,18,3
34472,I,0.395,0.3,0.08,0.3055,0.143,0.0505,0.088,7,1
16638,I,0.36,0.27,0.095,0.2075,0.096,0.051,0.052,7,1
20109,I,0.295,0.22,0.075,0.1285,0.0595,0.038,0.035,6,1
77283,I,0.39,0.295,0.09,0.271,0.119,0.054,0.08,7,1
30884,M,0.455,0.37,0.12,0.4245,0.175,0.0845,0.131,11,3
31503,I,0.155,0.11,0.04,0.0145,0.005,0.005,0.005,5,1
5866,M,0.595,0.475,0.175,1.3575,0.4455,0.2195,0.43,19,3
52288,I,0.37,0.275,0.085,0.2045,0.097,0.046,0.065,6,1
69960,F,0.53,0.435,0.155,0.7365,0.3275,0.173,0.215,9,2
41044,M,0.54,0.425,0.145,0.9685,0.341,0.1905,0.265,11,3
39611,I,0.3,0.215,0.06,0.102,0.0415,0.022,0.034,6,1
76177,F,0.57,0.44,0.15,1.0405,0.4315,0.2205,0.24,11,2
83861,M,0.58,0.44,0.135,0.9125,0.4095,0.263,0.253,8,3
82761,M,0.51,0.395,0.145,0.6125,0.2555,0.1385,0.175,11,3
43771,M,0.53,0.42,0.14,0.865,0.3795,0.2185,0.245,15,3
89875,M,0.52,0.415,0.13,0.879,0.3295,0.2005,0.235,9,3
651,I,0.435,0.325,0.09,0.3245,0.109,0.0345,0.06,5,1
52658,I,0.55,0.425,0.14,0.7335,0.3695,0.1495,0.206,8,1
12945,I,0.415,0.31,0.115,0.3335,0.1635,0.071,0.095,8,1
18994,F,0.515,0.425,0.13,0.7815,0.2885,0.1935,0.21,16,2
54571,I,0.37,0.275,0.085,0.1785,0.0745,0.038,0.0615,6,1
64483,F,0.645,0.51,0.195,1.3555,0.5475,0.3385,0.385,11,2
2788,M,0.705,0.55,0.175,1.5105,0.6325,0.3755,0.3865,10,3
10550,I,0.425,0.315,0.09,0.3625,0.175,0.0635,0.093,7,1
29460,M,0.6,0.475,0.19,0.8525,0.294,0.156,0.2815,16,3
30040,I,0.465,0.37,0.115,0.494,0.221,0.0935,0.137,8,1
77057,F,0.655,0.505,0.185,1.4015,0.6275,0.3515,0.3725,12,2
74281,F,0.575,0.435,0.14,0.839,0.3245,0.1835,0.2395,10,2
45043,M,0.575,0.435,0.15,1.0305,0.4235,0.218,0.36,13,3
8449,F,0.515,0.4,0.14,0.6355,0.2555,0.1365,0.195,16,2
1413,F,0.5,0.38,0.165,0.772,0.2855,0.1845,0.215,10,2
26569,M,0.625,0.475,0.15,1.064,0.4605,0.2485,0.25,9,3
41246,I,0.575,0.455,0.15,0.907,0.403,0.174,0.275,12,1
6404,F,0.55,0.44,0.175,0.985,0.282,0.2325,0.335,16,2
11147,M,0.565,0.455,0.14,0.8495,0.3795,0.188,0.2185,10,3
17164,M,0.49,0.375,0.115,0.5785,0.241,0.1315,0.185,7,3
19765,F,0.58,0.465,0.125,0.811,0.3685,0.1705,0.2485,12,2
81755,F,0.595,0.465,0.165,1.0725,0.4055,0.2615,0.356,13,2
14882,M,0.645,0.51,0.165,1.4605,0.6735,0.3035,0.335,11,3
47648,F,0.615,0.495,0.175,1.2205,0.6145,0.236,0.3185,11,2
7545,M,0.68,0.53,0.19,1.5105,0.6735,0.3315,0.495,11,3
37378,M,0.54,0.425,0.15,0.858,0.4005,0.1525,0.236,10,3
55530,I,0.375,0.28,0.095,0.1825,0.078,0.0455,0.055,5,1
76584,I,0.37,0.28,0.09,0.2875,0.1275,0.0645,0.07,6,1
71615,F,0.58,0.435,0.16,0.903,0.2975,0.1715,0.28,18,2
43568,F,0.505,0.4,0.135,0.6615,0.28,0.1375,0.175,8,2
30572,F,0.46,0.35,0.145,0.6765,0.272,0.1415,0.19,14,2
14562,M,0.7,0.6,0.23,2.003,0.9165,0.4035,0.6195,12,3
40066,I,0.36,0.285,0.1,0.252,0.097,0.051,0.085,6,1
29183,M,0.58,0.475,0.15,0.9365,0.3945,0.1755,0.255,8,3
72441,M,0.55,0.415,0.145,0.7615,0.3045,0.16,0.225,10,3
42603,M,0.595,0.47,0.195,1.0835,0.4815,0.247,0.325,12,3
24034,I,0.5,0.385,0.14,0.762,0.2645,0.161,0.26,13,1
5428,I,0.505,0.385,0.12,0.543,0.2345,0.1075,0.156,8,1
81990,I,0.51,0.385,0.14,0.7665,0.347,0.1785,0.202,7,1
51246,I,0.45,0.355,0.115,0.46,0.2065,0.126,0.139,8,1
85865,F,0.56,0.445,0.145,0.9355,0.3795,0.1815,0.2725,10,2
77833,I,0.435,0.335,0.11,0.4075,0.1515,0.0935,0.1355,7,1
77048,I,0.53,0.41,0.12,0.6335,0.2675,0.1055,0.18,8,1
84913,F,0.55,0.44,0.14,0.869,0.4565,0.1875,0.215,9,2
53042,F,0.66,0.525,0.165,1.3905,0.59,0.3335,0.385,10,2
56734,I,0.13,0.125,0.025,0.0155,0.005,0.0025,0.005,4,1
16758,M,0.375,0.285,0.09,0.252,0.1065,0.053,0.07,7,3
34506,F,0.515,0.4,0.14,0.6445,0.2555,0.13,0.21,11,2
66348,M,0.53,0.43,0.15,0.8245,0.25,0.159,0.235,14,3
22935,I,0.6,0.46,0.145,0.8935,0.3265,0.1785,0.268,8,1
73296,I,0.315,0.215,0.09,0.127,0.058,0.025,0.035,7,1
57709,M,0.575,0.475,0.145,0.9885,0.3685,0.2695,0.255,9,3
22067,M,0.56,0.45,0.14,0.837,0.3685,0.1905,0.24,8,3
35681,M,0.36,0.275,0.09,0.232,0.1105,0.0475,0.07,7,3
10540,M,0.605,0.475,0.195,1.0605,0.4785,0.2075,0.485,29,3
42660,F,0.575,0.46,0.14,0.8685,0.4355,0.161,0.18,9,2
26200,M,0.57,0.45,0.14,0.852,0.41,0.2255,0.227,8,3
34989,M,0.36,0.28,0.09,0.2325,0.0485,0.0395,0.075,11,3
56260,I,0.45,0.325,0.11,0.3685,0.1535,0.0765,0.0965,7,1
20892,M,0.56,0.435,0.16,0.874,0.2775,0.1835,0.275,14,3
58622,F,0.535,0.435,0.14,0.873,0.3135,0.1685,0.23,14,2
43157,I,0.375,0.28,0.08,0.241,0.117,0.036,0.066,6,1
24418,M,0.485,0.42,0.145,0.7935,0.254,0.145,0.255,13,3
16666,F,0.595,0.475,0.155,1.049,0.462,0.2475,0.25,12,2
85284,M,0.67,0.535,0.205,1.664,0.5265,0.3255,0.495,14,3
72419,F,0.67,0.525,0.19,1.567,0.7295,0.3735,0.401,12,2
77824,F,0.68,0.55,0.195,1.5165,0.75,0.3605,0.3965,11,2
34680,M,0.545,0.44,0.155,0.8395,0.3395,0.1785,0.245,10,3
66698,M,0.76,0.585,0.2,2.165,1.1455,0.421,0.5015,13,3
55141,I,0.2,0.13,0.05,0.0545,0.0155,0.006,0.01,6,1
55509,F,0.58,0.45,0.14,0.927,0.276,0.1815,0.315,9,2
2086,I,0.4,0.31,0.095,0.302,0.138,0.072,0.09,7,1
70595,I,0.265,0.195,0.08,0.1065,0.0245,0.0255,0.034,7,1
78078,I,0.515,0.375,0.12,0.6355,0.2985,0.1245,0.16,8,1
33811,M,0.52,0.415,0.13,0.8265,0.35,0.189,0.253,10,3
54089,F,0.525,0.415,0.13,0.7535,0.3115,0.1565,0.205,12,2
88486,M,0.64,0.485,0.165,1.004,0.4315,0.3105,0.285,9,3
15000,M,0.675,0.535,0.21,1.607,0.7105,0.4045,0.453,11,3
2259,M,0.465,0.375,0.13,0.4495,0.1885,0.0725,0.195,12,3
60749,M,0.405,0.305,0.09,0.2655,0.097,0.054,0.095,10,3
70544,F,0.695,0.525,0.185,1.8795,0.8295,0.4035,0.4825,10,2
80397,F,0.52,0.405,0.165,0.928,0.4325,0.163,0.22,8,2
75797,I,0.33,0.245,0.08,0.2015,0.091,0.0435,0.058,7,1
8543,F,0.385,0.3,0.105,0.298,0.1365,0.063,0.08,6,2
36699,F,0.52,0.405,0.135,0.6765,0.302,0.1415,0.1815,10,2
81254,F,0.545,0.43,0.135,0.8395,0.3695,0.1745,0.22,9,2
18412,I,0.405,0.3,0.1,0.3465,0.1675,0.081,0.09,7,1
60966,F,0.67,0.52,0.13,1.0885,0.485,0.268,0.343,9,2
85754,M,0.55,0.42,0.125,0.869,0.3265,0.2,0.23,12,3
42672,M,0.635,0.535,0.19,1.3165,0.5825,0.2975,0.39,13,3
43503,I,0.38,0.305,0.1,0.2925,0.0975,0.0625,0.0945,7,1
25108,M,0.59,0.45,0.14,0.955,0.4455,0.1725,0.2415,9,3
66110,M,0.525,0.435,0.16,0.872,0.3025,0.209,0.275,16,3
57475,I,0.53,0.415,0.135,0.6715,0.2735,0.1645,0.2095,8,1
80822,I,0.525,0.4,0.135,0.6655,0.3115,0.1415,0.18,8,1
21974,F,0.56,0.465,0.15,0.8545,0.354,0.1975,0.205,11,2
11518,F,0.58,0.455,0.175,1.0855,0.4235,0.2405,0.335,18,2
67432,I,0.47,0.355,0.1,0.4775,0.2355,0.1095,0.135,8,1
32763,F,0.365,0.28,0.09,0.2275,0.0805,0.051,0.0865,7,2
46353,F,0.545,0.405,0.15,0.782,0.3645,0.1735,0.189,9,2
50463,F,0.59,0.465,0.135,0.8015,0.3495,0.1635,0.268,9,2
83700,M,0.525,0.41,0.14,0.7245,0.2875,0.1725,0.255,10,3
57416,I,0.52,0.42,0.135,0.6115,0.3025,0.1395,0.1895,8,1
14479,I,0.465,0.35,0.115,0.4155,0.2075,0.0945,0.12,7,1
15057,I,0.445,0.345,0.11,0.4265,0.19,0.081,0.115,8,1
56448,I,0.53,0.395,0.13,0.658,0.296,0.1305,0.198,10,1
1477,I,0.52,0.41,0.12,0.6675,0.2845,0.15,0.18,8,1
59985,I,0.225,0.17,0.055,0.0645,0.0255,0.014,0.016,5,1
2447,I,0.515,0.395,0.105,0.6185,0.3045,0.095,0.15,7,1
30127,I,0.295,0.215,0.075,0.128,0.0485,0.029,0.035,5,1
57579,M,0.685,0.525,0.2,1.5965,0.7105,0.3655,0.435,11,3
80471,I,0.51,0.4,0.14,0.6965,0.3045,0.1575,0.2,12,1
51895,I,0.55,0.435,0.15,0.7915,0.3535,0.176,0.236,9,1
24115,F,0.63,0.49,0.14,1.2235,0.5825,0.2345,0.235,9,2
39463,I,0.4,0.31,0.125,0.3095,0.147,0.05,0.087,6,1
75387,F,0.43,0.33,0.115,0.393,0.1815,0.0705,0.135,8,2
53336,F,0.51,0.38,0.2,1.2125,0.5185,0.261,0.38,10,2
21688,M,0.575,0.45,0.14,0.9,0.486,0.1965,0.238,10,3
37036,F,0.56,0.455,0.16,1.063,0.38,0.2075,0.31,19,2
65598,I,0.415,0.325,0.1,0.2815,0.1255,0.0535,0.095,7,1
36896,F,0.615,0.475,0.175,1.2525,0.6025,0.283,0.2845,9,2
47398,F,0.54,0.415,0.13,0.6905,0.3125,0.179,0.175,9,2
84047,F,0.515,0.4,0.15,0.796,0.258,0.196,0.28,16,2
26115,M,0.55,0.42,0.14,0.872,0.3775,0.1715,0.275,14,3
22491,M,0.555,0.425,0.135,0.7905,0.3695,0.1765,0.225,8,3
33406,M,0.38,0.29,0.1,0.219,0.098,0.0405,0.075,8,3
49248,F,0.525,0.41,0.11,0.7085,0.3135,0.185,0.195,10,2
50208,I,0.46,0.35,0.13,0.7295,0.2865,0.132,0.17,7,1
72458,I,0.32,0.24,0.09,0.171,0.0625,0.039,0.05,6,1
27070,M,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10,3
15087,M,0.525,0.41,0.125,0.722,0.32,0.1865,0.17,8,3
32020,F,0.55,0.42,0.125,0.7385,0.2975,0.166,0.215,11,2
52644,I,0.5,0.385,0.135,0.6555,0.3095,0.126,0.17,9,1
48045,I,0.33,0.255,0.095,0.185,0.0675,0.033,0.04,6,1
24376,I,0.58,0.435,0.15,0.858,0.3645,0.1855,0.22,14,1
22809,M,0.665,0.535,0.185,1.352,0.4845,0.2685,0.545,16,3
52997,M,0.585,0.46,0.16,0.9795,0.4475,0.2295,0.285,10,3
46593,M,0.575,0.455,0.16,1.1235,0.4955,0.2445,0.274,10,3
75619,M,0.665,0.525,0.185,1.4405,0.6565,0.3035,0.42,11,3
71709,F,0.605,0.475,0.15,1.0285,0.4495,0.2365,0.2815,9,2
57832,F,0.58,0.45,0.16,1.079,0.3145,0.203,0.355,14,2
88558,I,0.47,0.365,0.105,0.4415,0.169,0.0935,0.166,8,1
66562,I,0.47,0.36,0.115,0.4365,0.169,0.0855,0.147,7,1
25173,I,0.235,0.15,0.05,0.046,0.023,0.0145,0.0125,4,1
11856,I,0.32,0.215,0.075,0.1785,0.0705,0.0365,0.055,7,1
13464,I,0.325,0.23,0.07,0.134,0.0545,0.025,0.0345,7,1
17213,F,0.565,0.44,0.16,0.9185,0.429,0.2015,0.2375,11,2
66795,M,0.625,0.46,0.155,1.115,0.484,0.2145,0.325,10,3
16866,F,0.45,0.35,0.115,0.4385,0.186,0.089,0.1325,9,2
66078,F,0.45,0.35,0.12,0.478,0.1875,0.1055,0.15,8,2
36600,M,0.565,0.45,0.16,1.057,0.3475,0.18,0.365,13,3
1866,M,0.575,0.455,0.165,1.059,0.342,0.227,0.39,21,3
23370,F,0.535,0.42,0.16,0.7035,0.3535,0.1515,0.205,8,2
16408,M,0.555,0.44,0.13,0.8685,0.4685,0.1475,0.235,8,3
29275,F,0.56,0.435,0.11,0.9425,0.4595,0.1715,0.238,9,2
80935,I,0.425,0.315,0.105,0.385,0.1935,0.0995,0.0865,7,1
85749,F,0.65,0.515,0.19,1.3825,0.702,0.306,0.3905,12,2
9724,F,0.59,0.47,0.15,1.136,0.4915,0.2385,0.31,12,2
11888,I,0.275,0.195,0.07,0.1215,0.042,0.027,0.028,7,1
68414,M,0.45,0.345,0.115,0.4155,0.169,0.102,0.115,10,3
38035,M,0.55,0.43,0.11,1.0875,0.3875,0.167,0.375,15,3
33245,F,0.55,0.43,0.135,0.7715,0.3935,0.14,0.217,8,2
25803,I,0.525,0.44,0.145,0.8035,0.362,0.1485,0.22,8,1
82842,M,0.57,0.44,0.14,0.8145,0.3595,0.19,0.26,8,3
21218,F,0.555,0.44,0.145,0.7665,0.3005,0.176,0.21,15,2
85724,F,0.695,0.53,0.18,1.498,0.564,0.3055,0.465,16,2
17983,M,0.56,0.415,0.165,0.868,0.3695,0.1725,0.28,14,3
23976,M,0.595,0.41,0.15,0.852,0.4125,0.1445,0.201,10,3
85017,I,0.435,0.325,0.105,0.3185,0.1455,0.072,0.1155,7,1
74746,F,0.625,0.505,0.15,1.2695,0.4265,0.3025,0.3045,10,2
81673,I,0.25,0.18,0.08,0.0775,0.0385,0.0185,0.0215,5,1
78490,F,0.5,0.39,0.135,0.565,0.2645,0.1245,0.1515,8,2
