id,k
34276858,40
2204320,20
5854890,40
23438738,40
91156327,40
22544470,40
4691970,20
14983370,40
323764,20
406147,20
1309579,20
1701800,20
2254050,20
1791150,40
65202767,20
5316677,40
91102359,40
1502441,20
21044546,40
286877,40
1455370,20
28587855,40
1060910,40
334243,20
2296527,20
1004271,20
32065736,20
16400135,20
54709044,40
14431424,40
1204327,20
339393,20
6303684,20
29934168,40
4325362,40
34687785,40
1271023,20
5729165,40
39927156,40
94796173,40
2114852,20
1067699,40
1306685,20
1979590,40
1271029,20
65305090,40
6401546,40
2224364,20
1515691,20
4211995,20
34601643,40
1776053,40
44704174,40
3644383,40
2828044,20
39976548,40
94705895,40
347850,40
39949540,40
25624539,40
51695588,40
451266,20
5766052,40
265306,40
55782477,40
14572761,40
13713558,20
8714908,20
3512428,10
54180325,40
91120187,20
41842111,40
30981026,40
14976773,40
24545554,20
12807346,20
14000547,20
20004265,20
7303920,20
379239,20
892688,20
14015838,40
53303470,40
15010422,40
2259540,20
80403620,40
53101144,40
53401096,40
26039982,40
605980,20
186430,20
33357145,40
20620268,20
23758384,40
5230330,20
6372082,40
39978290,40
54766699,40
16299841,40
28562038,20
94710899,40
304042,20
4644956,20
1485423,40
5166586,40
23773235,40
1784781,40
12958883,20
42724910,40
42805213,40
36740268,40
25001345,20
45160805,20
716308,20
34654534,20
42906657,40
94716510,20
45050821,40
1023675,20
631680,20
1616943,20
1592416,40
54561655,40
33408335,40
25895958,40
279447,20
3278875,20
2000563,10
22211268,20
54003311,40
1668110,20
3835332,20
34644806,40
3204952,20
52704924,40
1463667,20
4003128,20
312681,20
25185071,40
54595126,20
10024220,20
6800092,20
4413741,20
36706450,40
34606599,40
1302191,20
80843190,40
455679,40
54791030,40
6301843,20
3256405,40
52902069,40
3277518,40
42113040,40
44709787,40
14986795,40
1268074,40
4653300,20
44543204,40
222631,20
34637079,40
11617632,20
30991978,40
28585879,40
53108032,40
951617,40
4601661,10
55888275,40
2502941,40
1585770,40
13528998,40
52708074,40
20627564,20
53104393,40
21003793,40
1724185,20
1259822,20
2236222,20
21829292,40
65308435,40
24604496,20
54409030,40
32083629,20
34368574,20
2117894,20
51683202,40
674850,20
23431105,40
33318212,40
42900677,40
1931288,20
940674,20
5244137,20
1789147,40
701840,20
26336944,20
1735551,20
33373264,20
11005556,20
14981874,40
36027405,20
22727558,20
31004768,40
1018132,20
1755420,20
24662186,20
918784,20
1906640,20
7002297,20
44702870,40
34286675,40
28586255,40
54534216,40
505226,20
54784441,40
2074753,20
53303977,40
22226702,20
1758748,20
8673101,40
5184894,20
14910616,20
12418722,40
25655914,20
1578308,40
1583360,20
1271964,20
12506150,20
53100484,40
54771056,40
20634609,40
1107330,20
54203872,40
1446614,20
42902347,40
497100,40
266949,40
13527606,40
2241757,40
65107319,40
1070738,20
21819963,20
36757322,40
5063159,20
55800464,40
4300874,20
54529247,20
41806581,40
1003690,20
20053550,40
2213893,20
4412311,20
3884074,40
1359703,40
55790860,40
2625156,20
45143447,40
14246929,40
1355309,40
26074311,20
9402900,40
1355171,20
2839178,20
25151940,40
676640,20
41861574,40
17032113,40
39922723,40
13779613,40
54790352,20
55607250,40
94758611,40
52201847,40
34184934,10
33395292,40
28575725,40
23759780,20
53104511,40
1336525,20
34650750,40
1805657,20
14520753,20
33416931,40
5306140,40
3714390,40
1139908,20
23467096,40
36765066,40
25148770,40
1433768,20
32055765,20
54731810,40
11629932,40
2889108,20
25973398,40
771791,40
1713817,20
2851490,20
41893263,20
42207606,40
21085498,40
4206266,20
33489475,40
22763317,40
55659187,40
300632,20
52202973,40
22272704,20
32093985,20
499730,40
3848230,40
11103345,20
22244859,20
114626,20
34550380,20
24520403,20
53606756,40
14413612,20
1407120,20
54734940,20
34607684,40
52206563,40
7407874,40
17012775,40
205907,20
21523274,40
34341913,40
33469997,40
700720,10
7200277,20
1026836,20
1275968,40
32040784,40
7702493,20
54715474,40
94785821,40
2666073,40
1736116,20
34183647,40
637734,20
8506620,20
45095116,40
25984446,40
3831663,20
39941116,40
6901425,40
9207249,40
16226011,40
14977940,40
4603249,20
2148188,20
12801496,20
5091942,20
54589916,20
25651110,20
53700665,40
44105983,20
2946130,40
29999693,40
817058,20
29945348,40
88109194,40
80850685,40
1369873,40
8506850,20
34406867,40
52202442,40
11635134,40
53801512,40
1634640,40
3262588,40
7100183,20
80434746,40
22202900,20
14639645,40
1005502,20
6603858,40
1770055,20
4670442,20
26362147,40
3718972,40
1408089,20
94782415,40
1568876,40
20607822,20
36610821,20
4526430,40
2214393,20
9982124,40
14944154,20
2250349,20
81411049,40
39922642,40
39949001,20
2811111,10
34667946,40
1946307,20
52501171,40
20605587,20
2907569,20
65208120,40
7137524,40
25132725,40
24686662,20
4405579,20
30962765,40
13314254,40
337749,20
1690280,40
5808880,20
36784060,40
14445654,40
24548472,20
5276837,40
6431259,40
24657816,20
55700055,40
33466700,40
700738,10
2006634,20
34482202,40
91150280,40
55870937,40
660876,20
150983,20
80839673,40
1617680,20
55669174,40
44708240,40
950599,20
10267522,40
12575577,20
2221837,20
14548461,40
53302163,40
30985552,20
3485137,40
45197423,40
36772119,40
7407785,40
261670,20
4488849,20
799491,20
733822,20
2203260,20
42804306,40
13216139,40
34687068,40
53300011,40
20008457,20
1030213,20
9210479,40
30926432,40
25848623,20
1318802,40
28571916,40
4509340,20
14569108,20
12932663,20
20004818,20
28553667,40
709085,20
22583572,20
334910,20
14604531,20
16268733,20
52704787,40
44708052,40
81452098,40
8648174,40
14926296,20
23754184,40
29615925,40
23721022,40
1054520,20
14213524,20
1440616,20
1601938,20
9213678,40
33411913,40
88116484,40
488810,40
45149771,40
32020899,20
10264566,40
1093827,40
23731753,40
2084023,40
26346567,40
91163846,40
745707,20
22100385,20
33477930,40
2297310,20
5074002,20
28579356,40
24573027,10
813184,20
34487778,40
48753890,40
222089,20
14114089,10
30936870,20
26047942,20
2404281,20
14943450,10
55102018,20
44701824,40
3533000,20
54408654,40
969540,40
88157776,40
34662715,40
13640607,40
1446177,40
45123365,20
42903487,40
30927404,20
32096720,20
41859200,40
23757663,40
22223401,20
12414794,20
42534720,40
6613462,40
13714716,20
8400431,20
42157331,40
30999928,20
16220293,20
306606,20
2131641,20
4184688,10
10306587,40
1902296,20
2800993,20
28506170,40
2108569,20
80840299,40
313475,20
1050621,20
1447904,20
1776797,40
14959224,40
14443745,40
13200275,40
42153859,40
2254751,20
45037809,20
13648624,40
23716150,40
990183,40
23776986,40
389889,20
21093580,40
45185581,20
3860060,40
33495165,40
44771185,40
94782890,40
2659867,40
2263173,20
54790042,40
24667862,20
3800733,20
14641208,40
4632702,20
53303351,40
34102280,40
24509205,20
88183645,40
215724,20
54701669,40
20610688,20
34667563,40
4001079,20
14231956,40
13438522,40
2810820,20
1128035,20
54006762,40
6549098,20
34193127,20
26315343,40
1664042,20
44703797,40
29604524,40
13743171,40
1348809,40
12572500,20
14928884,20
8652880,40
6438377,40
23763256,40
28578619,20
5003695,20
917087,20
1008820,20
80416853,40
13790250,40
32754752,40
39949176,40
54157137,40
39900932,40
53101794,40
13103156,20
1007637,20
941859,20
522082,40
12941565,20
81406886,40
14807491,40
17016657,40
65200023,40
54526957,20
5274303,40
14919737,20
36018538,20
4659430,20
13220586,40
947881,20
52703762,40
2504960,20
29685109,40
44538669,40
346624,20
12401633,20
6217095,40
13104365,20
10261109,40
11012242,40
14702924,40
4329945,40
818070,10
42900764,40
45151695,40
30985773,40
39923371,40
3843424,40
3475255,40
1034707,20
20682743,20
355496,20
36058122,20
13806955,20
976440,20
10842357,40
36760820,40
2229129,20
4800060,20
4703413,20
26080052,20
10852832,40
710776,20
94747792,40
14902303,20
4465210,40
55851053,40
8644594,40
55633463,40
26018950,40
25915878,40
88126773,40
4278674,20
29989825,40
94797013,40
14347717,20
39962148,40
34345811,40
54596998,20
5222206,20
5179513,40
5149118,40
2101246,10
54281849,40
2089580,20
12982571,20
24590215,20
41875800,40
1782053,40
1048473,20
54402961,40
94749094,40
365963,20
9909532,20
378364,20
1572164,40
14974479,20
12502863,20
2502585,20
10402250,40
39970248,40
34545743,20
35058240,20
8513120,40
54789150,40
2665328,40
34343024,40
16280881,20
3949974,20
723894,10
24237701,40
729302,20
7137613,40
36073725,40
1281267,40
53502400,40
5748348,20
52106759,40
5230152,40
23406267,40
33497532,40
22785698,40
1342002,40
12431168,40
760978,20
25157078,40
14911116,20
1405594,20
88162214,40
499935,40
12966223,20
53705082,40
30980429,20
2654687,40
34344884,40
44702507,40
5137250,40
1109138,20
3219186,20
3247228,40
1630024,20
54586054,40
54782627,40
26084511,20
91148049,40
23462035,40
12851213,40
1621629,20
29619211,40
52703854,40
55849199,40
728527,20
25066315,20
4695550,20
3243621,20
1147919,20
94795339,40
3218635,20
14901749,20
17015561,20
65307917,40
36091855,20
703303,10
105430,20
232580,20
1310186,20
604810,20
25181025,40
53706384,40
35825936,40
9992146,40
30811214,40
1637401,20
1070223,20
1534890,40
51639564,40
81421052,40
317420,20
12946494,20
8500258,20
42900924,40
88130096,40
34198393,40
34475281,40
17008360,40
8651078,40
5600111,20
34445404,40
2022176,20
504831,20
1529960,20
14599929,20
25810162,20
55700357,40
44783094,40
22737340,40
26007258,20
16232763,20
55700209,40
34604537,20
14907321,20
10212590,20
5015022,20
12961272,20
88163784,40
44702847,40
80487700,40
14346907,40
34686371,40
13324705,40
23432640,40
14444368,40
55753213,40
323667,20
48736759,40
3645274,40
12941875,20
2157250,40
54500269,40
8661960,40
3512142,20
1500015,10
55844359,20
22502513,20
14019744,40
33401268,40
2887938,40
34605622,40
312479,20
55102292,20
39928829,40
5217970,20
2220431,20
4601475,10
3874362,40
1019252,20
16270843,40
42803198,40
32048084,20
54760615,20
54709986,40
35889950,40
54752167,40
55765211,40
25848798,20
13322869,40
55694810,40
2069318,20
53504738,40
14966859,20
300012,20
2672332,40
45092508,20
34685359,40
23470194,40
34337555,40
34676791,40
20606915,20
35059858,20
45178224,40
80836704,40
36094587,40
9312420,20
80472281,40
20007086,20
4644298,20
13403435,20
91167523,40
1905155,20
52709976,40
16203470,20
33422117,40
22739335,20
31000690,20
79307256,20
54406794,40
13725831,20
20650752,20
6711537,40
1637525,20
23919418,40
14515628,20
12846252,40
33440565,40
22564942,40
41877624,40
52306511,40
26088843,20
7101589,10
44782160,40
5185211,40
53103296,40
34688811,40
65303573,40
13483005,40
5323533,40
6318339,20
5154197,40
65202454,40
12434990,40
65305411,40
3916405,20
34636030,40
45150354,40
52307489,40
9907769,20
1400827,20
25903470,40
6223290,40
22203443,20
1057162,20
33472548,40
14247445,40
14238322,40
13328506,40
172863,20
42803600,40
1117815,20
14959399,20
48715239,40
1217321,20
28584481,40
8710457,40
2632047,20
13218441,20
1303635,20
6364799,20
41863917,40
13306430,20
28557735,40
14607948,20
1502603,20
1700685,20
5301262,20
55630987,40
14530317,20
65209506,40
29983894,40
32079745,20
17005019,40
65103749,40
14925095,40
23485116,40
54002686,40
45053588,20
80489761,40
235458,40
45061114,40
80461719,40
16235142,40
1364820,40
919020,20
700568,10
4257367,40
54707779,40
2320118,40
54545137,20
22229485,20
33311781,40
2231050,20
695122,20
745804,20
1334425,40
14980703,40
321400,20
48749524,40
6615619,40
14947951,10
4669991,20
2825660,20
25810057,40
2286335,20
4430468,20
1404059,20
65101918,20
10257640,20
2261103,20
1149296,20
2946092,40
20611005,20
1084755,20
33493901,40
54766087,40
1018108,20
65305373,20
32065370,20
4132181,10
6900038,20
54733278,40
1068016,40
12300420,20
1309307,20
23778067,40
1508229,20
25081411,20
6225535,40
1058487,20
15007081,20
44701640,40
516678,40
23914548,40
9991204,40
3335712,40
953369,20
24621382,10
14403951,20
3643719,40
20669577,20
1118870,20
44704462,40
4150465,20
91178282,40
3282104,40
94796858,40
1353020,20
2403552,20
17028604,40
36019992,20
44745508,40
7971052,40
16211782,20
13849930,40
54704971,40
4702093,20
4676823,20
454702,40
32065698,20
22009752,20
13822640,40
17006775,40
53303711,40
13916009,40
101605,20
20064055,40
46699198,20
1765043,40
10294554,40
24548448,40
52102588,40
2192055,40
326283,20
1773712,40
14909707,20
42760500,40
13800418,20
7202474,40
42214882,40
11330694,40
1065840,20
20060220,40
2510359,20
81402864,40
4201094,20
2000148,10
80432476,40
1408470,20
8112436,20
2275333,20
42211263,40
80828817,40
10700412,20
305545,20
14603870,20
34627529,20
1680838,40
44756976,40
12531553,20
55819095,40
13842811,40
815616,20
2600846,20
94748713,40
14619245,10
14906074,20
320757,20
34340565,40
34340439,40
12356280,40
52203462,40
8640971,40
12999890,20
2200473,10
1520067,20
14501880,10
12966479,20
45127174,20
410454,20
55103084,40
23792604,40
55793487,40
65306879,40
52205730,40
34497099,40
9982965,20
2268590,40
5541450,40
24501727,20
7970978,40
1644203,40
2235749,40
4118243,20
9223880,40
1764578,40
41855558,40
867918,20
34525025,20
42174414,20
28581474,40
23788178,40
53101577,40
2675781,40
33468419,40
412651,20
13737244,40
44704452,40
32095139,20
5229510,20
672068,20
1007122,20
14950529,20
929697,20
54700728,40
30948142,40
29954010,40
673803,20
921262,20
34637907,40
25181823,40
3331288,40
65203347,40
34122664,40
65207381,40
13476912,40
25176838,20
36027782,20
73612162,20
12932825,20
350460,20
5097991,20
2890475,20
4930193,40
42151180,20
14919869,40
9905847,20
45051240,20
54569842,20
466565,40
14323737,20
1273116,40
14702665,40
53603717,40
54006514,40
13814419,20
33484961,40
41872835,40
65309915,20
14243768,40
14391406,40
11100990,20
91150000,40
65102187,20
25051580,20
1615750,20
5007348,20
34698558,40
91164567,40
16230078,20
55771688,40
65202534,40
94737991,20
5742587,40
24163210,40
821942,20
12939919,40
39908500,40
29641020,40
42152194,40
23440759,40
317888,20
4475984,20
10687874,40
14440131,40
42159741,40
32067313,20
48719285,40
53602142,40
315737,20
34672540,40
22212710,20
81453094,40
1708635,20
2601648,20
659800,20
52305429,40
681563,20
14369290,40
32073038,40
81469659,40
2134721,20
20507194,20
13451537,40
24572985,20
52306900,20
33487944,40
17009588,40
42512999,20
35826100,40
17026962,40
1506218,20
8700737,20
53100053,40
36072265,40
80401406,40
52306756,40
54774594,20
35878576,40
1562843,40
34613242,20
4432991,40
23402466,40
4605551,10
1075683,40
3476812,40
39944980,40
22239260,20
13533240,40
3100464,20
53304371,40
13227998,40
42177090,40
52705469,40
2131307,20
22779884,40
3632300,40
8666725,40
2524201,40
5773695,40
12960497,20
32707746,40
12581950,20
80843620,40
14501023,20
88158950,40
34491210,40
1510762,20
22247017,10
42213380,40
1768158,20
54404156,40
42806619,40
33338507,40
10831681,20
16275144,40
65305903,40
54700470,40
81453698,40
702030,20
9900438,20
1095323,40
23434317,40
53503214,40
34606548,40
53000208,40
4613058,20
4151933,10
4647939,20
1065041,40
53302626,40
2955806,40
12565563,20
2276763,20
1502352,20
23723840,20
80847412,40
30953227,40
34660062,20
32042329,20
13322702,40
26038021,20
3260585,40
24626007,20
36062090,20
2285886,20
2084589,20
42908588,40
14363640,40
961426,20
1348779,20
2223600,20
25944991,40
25975480,40
501085,20
25978985,20
1795759,40
1452819,20
1430211,20
6614701,40
4809190,20
20803400,40
53702389,40
34128945,20
22223487,20
34272623,40
6511970,20
25185454,20
12932329,40
33372624,40
23718358,40
1271739,20
42794188,40
14962365,20
80801145,40
6380840,20
53702506,40
2052636,20
34343284,40
32792875,40
26039044,20
2811529,20
809454,20
655341,20
4415604,20
21827419,20
53300867,40
1741888,40
6202101,20
41846591,40
54745950,40
20002610,20
52206669,40
13700570,20
1976141,40
1423177,20
52707873,20
34630031,40
2671670,40
14700727,20
1358871,40
24537640,20
28582900,40
21808732,20
45163677,20
79326854,40
54700664,40
16295668,40
53104737,40
12941204,40
10876529,40
16240723,20
5218640,40
39974049,40
34169741,40
774022,20
12500739,10
54542561,20
24668141,20
4907310,40
14376520,40
1157140,20
52706037,40
13325175,40
53301343,40
4636465,20
45198519,40
2850520,20
1009400,20
11322462,40
14518236,20
1311506,20
3617491,20
1971140,40
22212574,20
4625650,20
24110680,20
3336565,40
283576,40
26028654,10
14634058,40
4492587,20
9702075,40
1008501,20
32084684,20
3331504,40
6623549,40
1805967,40
53103259,40
44704509,40
30940729,40
34355928,40
48774570,20
12419192,40
94729832,40
5876818,40
1719130,20
9963766,20
34342594,40
890499,40
13402200,20
467499,40
7004214,40
13411080,20
1038460,40
411256,20
13638530,40
80821880,40
802387,20
14980240,40
2229757,20
35832223,40
2110326,20
2018667,20
1501453,10
700118,10
53705132,40
39912523,40
33710452,40
94732965,40
36088528,20
13316524,40
4488342,40
54500212,40
4210816,20
4496345,40
55627536,20
10113835,40
25913530,20
65102177,20
3113914,40
26319802,40
1351729,20
418781,20
20628978,40
45159882,40
1983903,40
17012279,40
32080760,20
5141907,20
39910890,40
52900350,40
3969886,20
14582619,40
79317502,40
34375392,40
17020530,20
30969280,20
3009807,40
877891,40
2813233,20
55662706,40
2273640,20
55839231,40
2813179,20
94716277,20
1090208,40
3201490,20
54705036,40
1704524,40
24642045,20
55102400,40
13637258,40
3536939,40
12452912,40
4293940,20
65203192,40
32028032,20
500593,20
9320440,40
34644091,40
34370579,40
13222791,40
14509202,20
52201111,40
80468187,40
742147,20
915122,20
94709130,20
17002885,20
23424915,40
13535668,40
21002720,20
930903,20
42586500,20
1644491,20
10102850,40
21847193,40
6391745,20
5842298,40
14959836,40
14547635,20
48777250,40
91156106,40
12911887,20
5716810,20
5165067,40
2219239,20
30932688,20
12470201,40
39924122,40
54796512,40
26005808,20
54100304,40
54700507,40
14339587,40
94740062,20
24673480,40
369446,20
14916150,20
21866210,20
53705781,40
403555,10
17006902,20
1479547,40
11101377,20
7927576,40
3364542,40
2825614,20
81449801,40
34609199,40
25747940,40
42800132,40
32001665,20
34629610,40
4288998,40
729760,20
234842,20
513253,40
9048642,40
45156727,20
21204063,40
25688367,40
24674389,20
1617028,20
22272836,20
1088793,40
34137910,10
1983580,20
13809733,40
14227576,40
55605567,40
52208639,40
36080500,20
42909629,20
1732080,20
12905828,20
14958082,20
42158729,40
1147200,20
39905802,40
3996727,40
11511083,40
6422594,40
52208485,40
744646,20
1453297,20
2265028,20
88126587,40
14903040,20
42901016,40
23707160,20
1566032,40
16243765,20
633160,40
3286185,40
54701401,40
20002866,20
816981,20
65109864,40
2501171,20
24642207,20
13790706,40
929484,20
1352245,20
45166161,20
52501373,40
1577875,40
287504,40
805556,20
39940829,40
55683908,40
94713960,40
80811990,40
184411,20
23731311,40
42171237,40
33430446,40
2269813,20
12509388,20
45114749,40
14375893,40
3711234,20
13797085,40
12944653,20
30916011,40
5264812,40
2847884,40
14926857,40
1617524,20
201634,20
34498427,40
1596624,40
52306339,40
6562418,40
6553044,20
21813221,20
2221918,20
489794,40
2227339,20
14225530,40
944335,10
12602256,40
23709774,20
42201896,40
3264734,40
10289968,40
11317540,40
394661,20
21074798,40
1062077,40
42771021,40
10306650,40
1483749,20
5014786,20
14950847,20
44704189,40
388890,20
34344859,40
88141314,40
1178962,20
12989592,20
2906708,20
7407076,40
4311051,40
2645734,40
12362794,40
53000836,40
1260006,40
53700914,40
29671558,40
65101702,40
13533169,40
17007470,20
25743147,40
14980037,40
53200104,40
2506130,20
48792969,40
329029,20
30980852,40
13840401,40
24162531,40
80844340,40
14440759,40
8609950,10
53109201,40
5081912,20
5807204,20
32037368,20
10028722,40
51675439,40
88198006,40
26391333,20
12446327,40
26393930,40
1409859,20
1637789,20
42804709,40
16501128,20
54506662,20
39908798,40
11105950,40
54791162,40
1767151,40
2265397,20
21879770,40
7007027,40
26004232,20
48730149,40
23787090,40
2226693,20
1270519,20
26093006,20
262501,20
13783653,20
1644084,20
29942322,40
1024523,10
319562,20
942154,10
1642871,20
1716700,20
53301403,40
39951707,40
21523835,40
65304756,40
3018504,40
55615341,40
23703415,20
94771359,40
12525090,20
17025044,40
65104219,20
53401405,40
51678845,40
22221450,20
34445161,40
45034940,20
88179338,20
25081276,40
22251596,20
53602695,40
42222346,20
31001157,40
10632352,20
14412870,20
14330580,20
1808753,40
414719,20
10601120,20
424811,20
23752106,40
8125465,20
14335000,40
1665820,40
54251842,40
53700023,40
2201291,20
5009669,20
26317311,40
9313095,20
41853881,40
36761451,40
2654601,40
1098527,20
17006538,20
4116992,10
5005507,10
28549627,20
5104017,20
2222663,20
48728314,40
23404906,40
2854568,20
32085800,20
14995646,40
23473096,40
4655699,20
42909056,40
14565226,40
54789672,20
2020718,20
81468148,40
2303361,20
53801858,40
16256301,20
21065241,40
54708190,40
2627450,40
4657551,20
5772125,20
16235606,40
1760025,20
4644573,20
13478940,40
24620726,20
25149008,40
22021086,40
7128150,40
3653820,40
2074230,40
1801570,20
22712747,40
749400,20
20650787,20
495280,40
39908461,40
443514,20
8677212,40
202924,20
91109922,20
94767475,40
23759941,40
42730422,40
51605961,40
726141,20
405302,20
23777966,40
23742380,40
14511967,20
508918,40
702811,20
79313612,40
849383,20
21200017,20
25028588,20
33439435,40
94762597,40
11511136,40
3479358,40
14968789,40
672980,20
55682537,40
1410091,20
52500552,40
48770310,40
8127590,40
743330,20
16297881,20
4449401,20
54539196,20
35025384,40
34617060,40
65203852,40
10018921,40
55623816,40
53100087,40
23467509,40
25675028,20
33489181,40
54234433,40
6212239,40
8666474,40
55733042,40
317756,20
12915300,20
1409689,20
669547,20
1348337,40
3836193,40
35828358,40
1466895,20
334537,20
16244150,40
1750070,20
7971273,40
14004151,20
52105693,40
1723286,20
368300,20
52201366,40
2626420,20
24572713,20
2604574,20
1004077,20
9900462,20
186716,20
42809522,40
22500766,20
3801780,20
2630109,40
39974790,40
22784292,40
1419358,20
288381,40
51670216,40
220272,20
54592399,40
20059809,40
79303455,40
1043293,20
620246,10
14324148,20
23791144,40
42158125,40
12563390,20
1089730,40
36066001,40
45136912,20
1287850,40
34139823,20
44745494,40
65204412,40
947571,20
14321360,40
1927167,40
21816131,20
53302694,40
993760,20
23406496,40
1045873,20
55822924,40
1066358,40
28520530,20
20035640,20
16401239,40
14190567,20
65101200,40
2411679,40
740934,20
510874,40
34614087,20
30939453,40
1227505,10
2512645,40
34616004,40
2210894,20
8506477,20
55716822,40
45173745,20
40111830,40
12939196,20
24611450,20
6705324,20
32013779,20
4674529,20
14980509,20
3007286,40
65307966,40
348473,20
55735380,40
5163420,20
5107300,20
53107302,40
7200188,20
54585937,20
24592145,20
88185184,40
3539539,40
94709009,20
1055640,20
44797095,20
1047477,40
54281296,40
357456,20
54502872,40
20606184,20
2800853,20
1778560,40
4125487,20
54561086,40
22511725,40
16239687,20
11624086,40
24273015,20
42801830,40
16272927,20
53303026,40
9014217,40
13112805,40
13783009,40
333638,20
1570293,20
13450093,40
25849913,20
54704888,40
978698,20
65104984,20
34685073,20
33450390,40
1781430,40
447498,20
94754101,40
10233199,40
1653075,20
39944476,40
53702480,40
55705170,40
44709847,40
1722280,20
5275156,40
809195,20
32502575,20
32067348,20
4191013,20
23406810,40
28560280,40
7119453,40
40105210,40
412929,20
39973093,40
14233444,40
65100304,40
39951294,40
2280396,20
450740,20
21514968,20
24667005,20
219010,20
26350742,40
65109489,40
65205372,40
3004082,20
286630,40
14613026,20
53706162,40
274739,20
861715,20
34398643,40
23730137,40
283401,40
53705477,40
30990610,40
20649720,20
54778786,40
53608792,40
1417231,20
23429194,40
41805461,40
65101080,40
24591980,20
4216393,20
23466367,40
88197808,40
24699950,20
54706864,40
21033463,40
16224167,20
54798388,20
2284472,20
273708,40
23710276,40
55101066,40
1578766,40
80835775,40
2257343,20
3268861,40
34612181,40
34640827,40
22750681,20
42125677,40
41828283,20
14619750,20
2804700,20
10503145,40
65204334,20
54701735,40
88158055,40
53303425,40
250309,20
34657193,40
11030216,40
1400681,20
26031140,20
3539776,40
847771,20
88199096,40
24634654,20
24677574,20
23730510,20
14950774,20
1732536,20
671908,40
44785070,40
2805758,20
1800078,20
52206535,40
44700312,40
5317690,40
24513415,20
2301407,20
2937123,40
80857337,40
42905903,40
1618300,20
10016210,20
52204766,40
2851210,40
52104856,40
2037246,20
55101112,40
10033793,40
1458523,40
45080275,20
2505860,20
33427054,40
2917157,20
14510103,20
65203171,40
21547173,40
3409694,20
3010414,20
12430943,40
25178989,40
4300190,20
753939,20
357618,20
375047,20
1657607,20
52707836,40
1704761,20
13626485,40
14525399,20
8646015,40
53504213,40
54585384,40
23734230,40
32097492,20
22203427,20
8636087,40
4659414,20
616923,20
22517561,20
682527,20
5021456,20
65201338,40
4452410,20
42903284,40
9224114,40
8511683,40
2807858,20
634450,20
41806484,40
3843866,40
45132470,40
34485082,40
45099235,20
2862786,40
9223392,40
5507952,40
54557275,20
39960439,40
32014970,20
11203242,20
24562963,20
48707775,40
22227130,20
3918068,20
25770276,40
14300532,20
53001008,40
695246,20
619906,20
16214447,20
14928671,20
721999,20
317683,20
1618431,20
12543977,20
24616770,20
8529965,40
658383,20
42704782,40
22276742,20
6004369,20
55700061,40
1332252,20
1362909,40
3470466,40
22256679,20
23743042,40
1300946,20
3247570,20
3279588,40
12479039,40
391298,40
54001014,40
1417746,20
24609102,20
29991560,40
9905375,20
53100547,40
53300702,40
54754038,40
55109715,40
818712,20
13634410,40
12473740,40
42572037,40
2220040,20
51683164,40
1780468,40
21820147,20
54403782,40
1554565,20
22271805,20
12352705,40
22269924,40
3010805,20
36007994,20
14236486,40
7933460,20
1521357,20
30993733,40
80446280,40
34615245,40
7946554,40
36705969,40
12968480,20
2022532,20
22226184,20
3831493,20
12915017,20
32010508,20
977810,20
268860,40
1519018,20
314951,20
34627782,20
1197134,20
34639101,40
3535460,40
53708867,40
8409943,40
25183931,40
11002409,20
41852591,40
957917,20
10288856,40
21834008,10
14344823,40
4131282,20
5534976,40
15000966,20
14962756,20
12990795,40
54402976,40
22279210,20
54548470,20
21879273,20
7713436,40
2267578,20
14235897,40
14644495,40
2276461,20
45163839,40
13025538,40
1626884,20
26329913,40
31004490,40
34193995,40
65104428,40
8672423,40
65106243,40
150215,40
7113439,20
33400261,40
2297558,20
24593893,20
24676756,20
4704479,40
42907127,40
53303877,40
24257109,20
270466,40
23750219,40
1302370,40
677655,20
2300958,10
2968150,40
23716258,40
20688857,20
25177451,40
2214920,20
14536048,20
33459177,40
1723588,20
4404378,20
667129,20
1513095,40
4921488,40
12857238,40
2172968,20
52707061,40
28548418,20
3655326,40
3241084,40
3467554,40
1442678,20
94792771,40
34627804,40
12998656,10
14700700,40
829021,20
52203478,40
1053515,20
8640823,40
626325,20
41893565,40
8662886,40
34685383,40
42218659,40
34483705,40
1617621,20
2604051,20
22217894,20
2258650,20
53702337,40
5600618,20
34626379,40
54705985,40
80483836,40
36788953,40
14956306,40
51644118,40
2622769,20
21809518,20
5138817,20
2290049,20
9994254,40
39965082,40
1018400,10
5512751,40
25771574,40
14941899,20
7200714,20
13450158,40
52205275,40
29993385,40
29968020,40
16218507,20
161012,20
54705100,40
33456534,40
25675575,40
7104294,20
34343627,40
36021245,20
2120526,20
21078440,40
9210258,40
65100537,20
46608524,20
14637235,20
14211840,40
921645,20
80410057,20
3529126,40
21018928,20
31002854,20
648507,20
1619055,20
15011542,40
2844856,20
11008040,40
642339,20
4498496,20
40109062,40
2287153,10
22246185,20
51683415,40
34145290,40
9201569,20
957925,20
14622157,20
10303472,40
16202686,20
36767352,40
65103186,40
3304094,20
26058758,20
21094756,40
791580,20
25786903,40
44728700,40
1410911,20
1746626,40
276774,40
11606029,20
2059568,20
2514818,40
2213141,20
2517361,20
605905,20
732524,20
838144,20
1060872,20
33110539,40
4601505,20
12424986,40
2946149,40
14017423,40
42907949,40
25601113,20
24562556,20
45114862,20
14540878,20
34400591,40
53706390,40
55776566,40
44759606,40
55780105,40
272418,40
2255952,20
4302389,20
1288733,40
42908242,40
14502240,20
24593788,20
676160,20
11005068,20
