ride_id,user_age,ride_distance_km,ride_duration_min,city_zone,weekday,membership,completed,avg_speed_kmh,satisfaction_rating
R1264,12.488656224096673,3.1344007582540674,11.30407462989784,Industrial,2,Regular,1,13.136403742850359,3.0
R1265,38.06830393588483,4.711809613472424,9.802210345416679,Downtown,6,Premium,0,11.791049836795985,10.0
R1266,16.27013344580235,3.4468356466204586,12.53458576964567,Downtown,1,Regular,1,7.773349680981262,1.0
R1267,31.5602875325355,4.163494469501986,18.2115925277761,Industrial,1,Regular,1,12.932060931540384,9.0
R1268,30.968845150503185,3.150008476825846,11.504609829639321,Industrial,6,Regular,1,7.7363726141148526,3.0
R1269,29.136794518168394,,21.354945425838647,Park,2,Regular,1,13.779881561495618,8.0
R1270,25.08389283009368,2.8861158090764234,19.533948494030565,Park,2,Premium,1,11.672489363335103,4.0
R1271,36.8998513190276,3.310455496244775,13.402015238027507,Park,6,Premium,1,13.914273828207495,8.0
R1272,34.48034664765842,3.660580441586042,18.020756121226416,Downtown,3,Premium,0,10.141035058822993,2.0
R1273,36.33471692645788,2.0488819718953946,5.646225888419343,Suburb,0,Regular,1,10.712493035362114,4.0
R1274,24.691416187733765,2.4039030772491303,12.925637110586145,Suburb,6,Regular,0,5.27605004333523,8.0
R1275,38.61792485518686,4.036850240715991,18.282460246064172,Downtown,1,Premium,1,19.505282145265507,5.0
R1276,21.600782684880237,4.692098872701457,16.827101419003288,Park,3,Regular,1,10.418050176770622,8.0
R1277,32.15291937994644,4.7512281325428365,13.127420067578853,Park,5,Regular,1,14.259666308300112,7.0
R1278,20.814316092297997,5.515542866123969,18.110782303005525,Park,6,Regular,0,15.228516353001194,2.0
R1279,35.93219987102316,,19.67974521950162,Suburb,4,Regular,1,10.800272282031516,4.0
R1280,22.43576144872625,,16.010230942197527,Suburb,2,Premium,1,14.974299340574646,4.0
R1281,38.558824973675996,4.181101911205285,18.30365627850291,Park,4,Regular,1,10.2257764638431,3.0
R1282,15.933719421582545,2.081814036467994,17.586596544217112,Park,6,Regular,0,10.662171539454022,10.0
R1283,19.498069695279014,3.5972549743056104,13.682833746670953,Suburb,0,Regular,1,9.60165870584667,5.0
R1284,28.062574521261762,1.9727816133739844,6.79402945999739,Suburb,3,Premium,1,6.948162018767651,4.0
R1285,30.818052643797746,3.3170746796140507,3.293832954066911,Park,6,Regular,1,10.610792929909712,9.0
R1286,40.850591339431006,3.5423515891419908,18.130476983058852,Downtown,2,Premium,0,12.511446645894017,4.0
R1287,31.056278490746344,,12.278057956526863,Suburb,6,Premium,1,8.21343936521573,5.0
R1288,34.92371804871395,1.6452828493261296,17.790552022091767,Industrial,4,Premium,1,8.18595839481684,10.0
R1289,21.616434067509044,,14.111927919071492,Suburb,2,Regular,1,12.689181199149074,7.0
R1290,27.086153102343964,3.4539913634185,15.872053003642893,Suburb,4,Regular,1,10.342675801418357,5.0
R1291,22.74546247941592,2.1546001384135858,18.97038213179879,Park,4,Premium,1,18.452241312230512,8.0
R1292,28.201763722012593,4.952625316511785,16.145078602568596,Downtown,6,Regular,1,14.817323287174409,7.0
R1293,30.503736766808803,3.3774271058788816,20.91766767755354,Park,3,Regular,0,11.365682132273795,6.0
R1294,24.194391707013303,2.415191108828589,21.275825012567108,Park,2,Premium,1,13.057383640684119,9.0
R1295,33.54221451937182,2.69827385721772,12.921097751631295,Park,5,Regular,1,14.324398481162175,5.0
R1296,35.16443403169481,3.7449689856178825,20.524780167237914,Suburb,3,Premium,1,5.845564902134307,10.0
R1297,14.119289788992035,1.8168146480403777,9.334840767450343,Park,2,Regular,0,10.685881970121542,1.0
R1298,19.417784629416143,,10.650336371182448,Downtown,3,Premium,1,10.012808268012595,10.0
R1299,23.128466950086313,3.4099859079564814,16.145768923511515,Suburb,1,Regular,1,10.5724677813951,7.0
R1300,24.99342458608941,1.928165374632956,10.856262764513758,Downtown,2,Regular,0,10.811677562744372,2.0
R1301,29.539256897311404,5.704304174923404,16.807651461507483,Downtown,2,Premium,1,7.69196573850256,5.0
R1302,30.59981364555495,3.8816504146505597,8.010397561763673,Park,0,Regular,0,14.188068393536227,5.0
R1303,20.715724252400374,3.9523343932411703,11.931446896151558,Downtown,3,Regular,1,13.814711020961543,9.0
R1304,27.0484761473365,4.092657720652644,14.610721367687548,Park,2,Premium,1,10.846122094652406,10.0
R1305,23.948038206605244,3.134672028899417,13.020569595741827,Downtown,0,Regular,1,12.218280842050921,6.0
R1306,38.41369446235825,,14.89540143909468,Suburb,0,Regular,1,5.0925161954123155,10.0
R1307,27.68083844297269,2.3295194684546336,10.86179277135081,Park,5,Premium,1,14.797894917965067,10.0
R1308,23.95152514909416,3.8543081751954564,7.519708804057517,Downtown,6,Regular,0,10.164103309004108,7.0
R1309,70.0,2.400780393203389,13.628892088700844,Industrial,0,Regular,1,14.088037993501345,6.0
R1310,24.717294883619758,1.7828552547026653,17.442793606826317,Park,2,Premium,1,13.7756821333962,4.0
R1311,15.722365180778203,3.8509736959086913,18.48255810422338,Suburb,5,Premium,1,10.430828617147325,4.0
R1312,26.497788588804617,4.592773228453534,16.98917047033671,Industrial,6,Regular,1,5.425798114312238,6.0
R1313,23.8835555980623,1.8062090118463217,60.0,Downtown,0,Premium,0,16.366708018874643,6.0
R1314,19.789362276784974,3.6259260611397237,22.173354737115737,Suburb,4,Regular,1,11.46560398818159,5.0
R1315,31.595725177074872,3.1951325495101375,22.208036826686687,Park,4,Premium,1,10.346535561249786,2.0
R1316,30.918677653171837,3.7615249869337455,10.045586877781824,Park,0,Regular,1,13.180908014468645,2.0
R1317,31.10584462219182,3.2070558154620215,11.787410679292687,Downtown,0,Premium,0,14.908881769822498,5.0
R1318,47.91250843617682,3.536874791720773,17.318354678542438,Downtown,4,Premium,0,11.815239293136719,5.0
R1319,25.827735930318845,3.307727523674741,12.710430240138004,Suburb,2,Premium,1,17.247263970308204,1.0
R1320,10.503238781726903,4.18964344106133,12.86498991701929,Park,6,Regular,1,12.021078738722016,6.0
R1321,24.900720381626755,3.475313937861469,21.18966322425957,Downtown,4,Regular,1,14.229598607870983,6.0
R1322,25.44061051691096,2.6350660428867854,16.68177685528716,Park,6,Premium,1,11.885212138795772,2.0
R1323,32.866329291166444,0.9654071829359618,23.00493959664982,Downtown,3,Regular,1,9.608025017198692,3.0
R1324,37.0493488083138,3.3783992592306067,19.2912957730952,Downtown,6,Premium,0,16.040811802462187,3.0
R1325,31.225054611544778,2.4595874821693204,6.315176252776711,Industrial,0,Premium,1,11.112064006190865,3.0
R1326,13.339905487427213,2.0736295864049357,13.860918009108653,Industrial,6,Premium,1,12.351646010753877,4.0
R1327,26.330274380316478,2.34009401342937,13.794051645080676,Industrial,6,Regular,1,10.9703624350705,7.0
R1328,27.505339280169252,3.5204416237321414,26.510117723762157,Industrial,0,Premium,0,17.080364262471655,9.0
R1329,18.66888490836598,4.680978914386287,27.84270321354326,Park,3,Premium,1,12.466918294282726,9.0
R1330,35.676738531597685,,22.61274322869289,Downtown,4,Premium,1,13.452601618955423,8.0
R1331,26.225073270584794,4.730779286413645,18.30850691844821,Downtown,2,Regular,0,8.297078923965326,5.0
R1332,22.22485356800027,3.422738451693085,16.98386648706853,Industrial,1,Regular,1,6.9188354018680345,2.0
R1333,28.633154527352474,2.512028292064789,11.962429301717563,Park,6,Regular,1,11.51190776203698,5.0
R1334,21.71351659045292,2.6797654828920017,17.747328714452028,Industrial,1,Regular,1,17.03888918115016,1.0
R1335,30.09610637948745,2.760537848256801,14.50549504489695,Park,5,Regular,1,9.910038006301296,2.0
R1336,35.69256024246577,3.601540701237779,17.48719638339489,Park,4,Premium,1,12.994523924324097,8.0
R1337,27.843839786103832,2.838862034941924,10.13911103988279,Suburb,6,Premium,1,13.102981904186755,10.0
R1338,21.00380854833134,3.0466321223674466,8.31598658586357,Industrial,4,Premium,1,11.94348760104414,9.0
R1339,18.88295524298333,3.2312412193232407,17.685479514218606,Downtown,4,Premium,1,12.693867203974543,7.0
R1340,31.389650714862658,3.008757746877777,11.3915646221778,Park,3,Regular,1,13.887705765062496,7.0
R1341,23.109363909874986,1.1943580916434544,9.66511536483248,Downtown,2,Regular,1,16.770014786237283,3.0
R1342,27.217199237670414,3.5363437198923204,14.901051468069593,Suburb,5,Premium,1,7.061771395133178,6.0
R1343,23.46235249057233,3.815440049908524,14.465133773552088,Suburb,6,Premium,1,16.521182206732526,10.0
R1344,26.13948881005089,3.474348862579367,19.747966403643034,Downtown,3,Regular,1,12.461724473672536,5.0
R1345,38.17008501441706,3.0627951969864635,30.14448493627755,Downtown,2,Regular,0,9.397880834394705,9.0
R1346,23.93117663106436,1.1996327598427579,11.932325462593607,Suburb,1,Regular,1,3.45122814111712,10.0
R1347,29.439035663894554,5.420029823635477,25.633797400684387,Downtown,1,Premium,0,10.842519789460587,9.0
R1348,21.33066605915738,1.9301369935324302,8.520382016698303,Downtown,6,Regular,1,9.091447349981284,1.0
R1349,25.729316965111856,2.544159333203527,16.593783854965505,Downtown,0,Premium,1,14.849233687583517,1.0
R1350,26.66228065148998,2.6299511902549075,60.0,Suburb,3,Premium,1,5.250669408416615,10.0
R1351,26.531338412113787,4.234550883794903,14.285877745673924,Suburb,6,Premium,1,13.035329078603407,8.0
R1352,28.414654041580498,2.9945877754219903,24.06617976091777,Downtown,2,Regular,1,18.344578650169552,7.0
R1353,70.0,2.896348845307118,14.822272517294492,Suburb,3,Regular,1,8.46591430072116,8.0
R1354,27.36437539148335,,18.256174495866702,Industrial,4,Premium,0,9.198092798271226,10.0
R1355,41.29364252534155,2.728404371775167,20.23923225211365,Park,4,Regular,1,7.348822034144741,8.0
R1356,22.843744120677066,3.4322272722281135,22.52504263489279,Downtown,0,Regular,1,12.019192465078264,7.0
R1357,36.123629580407126,3.165138161315691,20.308381570921235,Downtown,5,Premium,1,10.38909716885256,4.0
R1358,46.88754598104211,,14.71747370336297,Downtown,0,Regular,1,12.005525809610557,1.0
R1359,28.082162416637466,4.489604306772254,21.178551409640818,Industrial,3,Premium,1,16.106454732127496,5.0
R1360,40.84621225029845,2.868601747209035,11.322056804534103,Suburb,4,Premium,0,10.064821579756975,8.0
R1361,19.607521965757194,,12.35770698543826,Industrial,3,Regular,1,13.56656184228629,3.0
R1362,39.91815714867798,2.1238565070970257,26.496496456152368,Suburb,2,Premium,1,15.178405614692183,4.0
R1363,31.624334910035326,2.142430709029988,17.0338660477825,Park,2,Regular,0,14.027107431057466,10.0
R1364,39.796538492606366,5.4784773998051985,4.117820137104825,Suburb,4,Premium,0,13.980842698327638,7.0
R1365,22.83130229195232,,20.219760240702538,Industrial,1,Regular,1,11.011221353046592,4.0
R1366,31.26842924046038,4.00144700239025,13.355251538424591,Suburb,5,Regular,1,16.807536887734607,8.0
R1367,20.821706708166346,1.8290507488435805,29.26958996077316,Park,3,Premium,1,15.489102043653734,4.0
R1368,27.34622895273242,3.0706931634307395,11.310372468655467,Industrial,2,Premium,0,15.210675277522723,10.0
R1369,16.177434811770787,2.7581604488591682,20.36936815592224,Suburb,4,Premium,1,13.65158408598154,7.0
R1370,29.33673949481074,2.9212393570712774,19.965408532185435,Park,4,Premium,1,4.49166320904126,4.0
R1371,23.12522795775815,4.008431800311944,12.302513219784533,Suburb,5,Regular,1,8.550498536673981,7.0
R1372,24.37544141901702,2.9870914632763745,3.874104219715102,Industrial,6,Regular,0,10.891768966518175,6.0
R1373,36.61387866761048,3.140407148583835,6.640950410019874,Downtown,6,Regular,1,8.836053715189838,9.0
R1374,10.990127443964802,3.8232609394386774,12.441330707171478,Suburb,2,Regular,0,13.591030002803782,5.0
R1375,22.415355966828237,3.167347595003805,15.035148093286336,Downtown,0,Premium,1,7.6139399501702405,8.0
R1376,22.47174791316049,5.39940384848159,20.864691828919675,Park,3,Premium,1,14.132705514619326,9.0
R1377,32.97163251882703,3.854590351263213,13.758394885298303,Park,3,Regular,1,14.61243086059349,2.0
R1378,39.10091062870135,2.9053282230364457,11.20079324372591,Park,1,Regular,1,8.597860473234917,1.0
R1379,27.975936253881624,4.053931275555059,13.177730301537666,Suburb,4,Regular,1,8.659741952304836,6.0
R1380,25.96932545168965,,13.203389239510571,Park,2,Regular,1,12.065643764758844,4.0
R1381,38.99350356889224,2.8592206126845374,12.060490474814289,Downtown,4,Regular,1,11.408189338484965,5.0
R1382,33.397196783076865,3.0305463367975087,16.69968190326274,Suburb,5,Premium,0,11.703270180990348,5.0
R1383,29.868278518990348,4.15953918045451,2.024261246911296,Park,6,Premium,1,12.288640728255462,6.0
R1384,38.9843240719492,2.9318719514655553,19.00569238299837,Suburb,1,Regular,1,13.448908274338923,1.0
R1385,30.75525762568298,1.9364140862645658,10.714931960983781,Suburb,1,Regular,1,9.923917446310385,2.0
R1386,25.091873944046295,2.973390400994878,10.19070210591277,Industrial,5,Premium,1,12.832320478549315,9.0
R1387,40.02749477487549,2.4626064778958763,13.877091498011218,Suburb,3,Premium,1,15.559895777626567,9.0
R1388,32.690038003771924,4.237872570541358,8.664450393273468,Park,0,Premium,0,9.380043559364605,4.0
R1389,24.67495435594319,3.937153879562974,14.306111306280366,Industrial,2,Regular,1,9.355687982224435,9.0
R1390,21.516464741643947,3.39336293774362,12.545238212391006,Park,2,Premium,1,11.359855786442738,3.0
R1391,29.067500769992886,1.515044015835695,15.984303770270154,Industrial,3,Regular,1,16.340612964680734,10.0
R1392,32.131751584916074,2.6039474504745566,9.986649577351361,Industrial,4,Premium,0,9.698586533243633,1.0
R1393,27.620628070873288,3.154432145512175,19.192657681220787,Downtown,3,Premium,0,13.346583090419713,7.0
R1394,25.54361238586906,,15.661965034647931,Park,6,Regular,1,15.245327741499473,3.0
R1395,30.432489988068106,3.1220383474174818,13.704269306208415,Suburb,6,Premium,0,10.844585169447155,8.0
R1396,43.782286131763236,1.4530805119611296,11.837215412953919,Downtown,4,Regular,1,10.510150034216196,6.0
R1397,32.8753461922961,5.502555345326748,13.479040491246439,Suburb,4,Premium,0,6.762686612258963,10.0
R1398,34.33124933742825,4.240562465195011,15.46808648312211,Downtown,0,Premium,1,8.578027372280133,2.0
R1399,29.258122480639855,2.814183791837451,17.04450718266086,Suburb,2,Regular,1,12.006118145770802,6.0
R1400,33.39856217106134,4.912511964362502,18.284920919593628,Park,6,Premium,1,16.164807312340052,10.0
R1401,30.179882441235282,2.1685232530532583,13.253425594961403,Industrial,3,Premium,1,10.920772816548716,4.0
R1402,35.74618688382266,,14.279256841298212,Park,6,Regular,1,15.135598680312873,5.0
R1403,28.61018915646031,2.7067632913045783,15.15831815080728,Downtown,6,Regular,1,13.87044726612547,2.0
R1404,34.77346679997799,4.518614097409251,5.870398942117653,Industrial,2,Premium,0,20.152205923829396,8.0
R1405,30.822552147917442,,8.244328257244106,Industrial,3,Regular,1,7.57453843937744,10.0
R1406,36.02172202649481,4.495630376035334,6.10445383069211,Downtown,2,Regular,1,14.88995089300584,1.0
R1407,19.795042078236207,3.2687121976780937,5.2387877211689595,Park,6,Regular,1,9.760466178710423,1.0
R1408,27.15747416782747,0.9201725961383866,23.72519524062815,Downtown,3,Regular,1,12.498095724979466,9.0
R1409,45.30650025211143,2.968797048052449,15.238603110556689,Suburb,4,Premium,0,5.460964544209638,7.0
R1410,43.97316041667717,3.2282978542776095,8.297029719846103,Park,6,Regular,0,13.079272625337074,10.0
R1411,50.78654740261774,2.5176604015645663,19.48703549338407,Downtown,4,Regular,1,13.457448327145507,10.0
R1412,33.8996239617915,2.1075377745939274,16.411867921308247,Park,0,Premium,1,12.429749248698794,6.0
R1413,27.8367313354823,4.311123795729127,12.399529462856078,Downtown,0,Regular,1,11.271320154941378,3.0
R1414,36.99859265494721,4.086749238097281,6.096449751678737,Downtown,1,Regular,1,9.609427414185564,1.0
R1415,25.95138802937605,2.0278430769121965,5.3723001225400875,Industrial,5,Premium,1,7.483396181439324,2.0
R1416,38.38435312991065,,14.989840348854575,Downtown,4,Premium,1,10.173521999822695,2.0
R1417,21.992828167370128,3.724951139689124,10.443288799330432,Suburb,6,Regular,1,18.187809056883534,2.0
R1418,36.17743656764929,2.5635245274552014,9.902928719629665,Suburb,2,Regular,1,15.152586629474506,6.0
R1419,16.742964749088948,,17.1653157247746,Downtown,5,Premium,1,14.100604301079766,1.0
R1420,30.258643397996828,1.4921326883431347,8.360582255646094,Industrial,2,Premium,1,12.679726807906697,5.0
R1421,44.327519562695514,3.0275476811938407,12.345987237498152,Suburb,3,Premium,1,7.156865097448446,3.0
R1422,15.480793138717159,3.9474978500293356,15.625991071711857,Suburb,4,Regular,1,11.01963454038393,4.0
R1423,33.14020626218197,1.4653396699681795,15.180351431095492,Park,2,Premium,1,13.623458508560914,5.0
R1424,26.058758572190175,3.159342571783408,17.11603323612009,Downtown,1,Regular,0,6.185072732531843,5.0
R1425,42.872944480531665,5.464280842258576,13.987975797777324,Industrial,1,Premium,1,6.158444697397812,1.0
R1426,15.212362305148334,1.0344909510923812,18.03083332492945,Downtown,2,Regular,1,12.895598094374108,6.0
R1427,18.994970599514232,1.7248938343925508,11.191067733140407,Park,4,Premium,1,6.832384810113031,7.0
R1428,48.93837733032724,2.172336366665753,12.593079545352797,Suburb,6,Premium,1,10.147223426109182,7.0
R1429,26.388399231836626,1.7922300533374824,16.878804731205296,Downtown,2,Regular,1,12.070696703320673,4.0
R1430,28.902681396623574,4.952669691399858,13.67618490201209,Industrial,1,Regular,1,11.573541611089114,7.0
R1431,26.71770822332025,2.7414440462265426,17.22743354465709,Downtown,0,Regular,1,5.162304133923133,6.0
R1432,34.841666439775786,2.8334681672707656,11.06070062867767,Downtown,5,Regular,1,7.347058759142127,3.0
R1433,26.84710501716792,,15.783594118235575,Industrial,4,Premium,1,8.546331708136858,9.0
R1434,28.068971942921134,-0.1257099354899971,15.146596424802476,Industrial,3,Regular,1,14.375726053139735,2.0
R1435,22.355226145503494,1.979765729492666,19.75439633640182,Suburb,6,Premium,1,13.513030144805548,5.0
R1436,31.52890155107604,4.561218811758247,18.588942181564775,Suburb,5,Regular,0,12.5730223305277,3.0
R1437,33.72669423320426,4.145689302428073,12.588498636626362,Suburb,5,Premium,1,9.438559869369513,2.0
R1438,39.0595046571312,2.6805474977184467,16.512217157007967,Downtown,3,Regular,1,10.374895501515297,2.0
R1439,34.59549652645588,1.9812454254747742,7.9455741672775115,Downtown,0,Premium,1,5.955125533609879,8.0
R1440,32.823167871344204,2.5009114462793884,14.503559515732693,Industrial,5,Regular,1,13.176265546456817,8.0
R1441,29.431691153675178,3.9504781227056487,12.13395109282179,Industrial,6,Regular,1,11.466042774682949,2.0
R1442,40.961034851334595,3.201419974856198,8.534473040749548,Downtown,5,Regular,1,11.250461900188483,5.0
R1443,19.57978229654846,4.0023768130069435,20.41483411982007,Industrial,0,Premium,1,10.982014749580424,4.0
R1444,25.588574176919842,2.0311259039211307,10.113678255779082,Park,2,Regular,0,19.632832547249663,10.0
R1445,26.16381062392961,2.9343994247497736,18.241145547087672,Downtown,6,Regular,1,11.034562367609718,5.0
R1446,23.464640007345203,,18.503476048693496,Park,4,Regular,1,16.81668712238909,2.0
R1447,31.853364591888326,2.110397780412993,15.113172957503284,Industrial,6,Regular,0,7.19813659740425,10.0
R1448,27.868261139005952,1.423574168135123,11.767866972445571,Industrial,5,Regular,1,4.853103501344503,7.0
R1449,34.93147125237457,4.200640902259019,14.936736386204378,Park,0,Regular,0,6.76253803194607,1.0
R1450,21.157968951116445,3.171829677038207,22.89718548690407,Downtown,4,Premium,1,16.686178043030946,1.0
R1451,30.797018218676115,3.308649006072709,21.11650642857781,Downtown,6,Premium,1,20.615624150996894,4.0
R1452,41.26331581596898,1.8029709055579763,20.011961676219126,Industrial,6,Regular,1,10.75192257403358,6.0
R1453,22.678717221876024,2.1163562347045826,9.745877459133322,Downtown,2,Regular,1,5.256533080080195,4.0
R1454,25.684476774281823,2.8016108670951554,13.382291183638758,Industrial,6,Regular,1,11.802379402031804,4.0
R1455,32.13176165189928,1.9245851244036096,16.103311608909397,Downtown,6,Regular,1,7.369203855968385,6.0
R1456,24.339382886032688,4.1955812542141215,22.642107932876584,Industrial,4,Regular,1,10.726579270124471,6.0
R1457,24.57939832429627,,14.106091373134962,Industrial,1,Premium,1,6.098522313133661,7.0
R1458,25.43647386484946,3.7523075998263153,21.181536813391823,Park,0,Premium,1,18.397161553912436,4.0
R1459,27.713607186073023,2.258242161384088,7.00351556884994,Industrial,5,Regular,0,14.502065243178809,5.0
R1460,23.282114948911385,,8.876797126100996,Downtown,0,Premium,1,10.263790819358674,10.0
R1461,53.27711250634992,1.5606591012886173,15.306924504256997,Downtown,1,Premium,0,11.540216490256041,3.0
R1462,22.04540519433306,3.690972442714695,18.884737959534355,Industrial,6,Regular,1,11.534064489106749,9.0
R1463,27.88567504787188,3.354948339914089,15.33137763080691,Industrial,4,Premium,1,10.831632413170013,3.0
R1464,44.2435664789821,,60.0,Suburb,5,Premium,1,14.042706469095304,6.0
R1465,30.271115271076983,3.587609102959496,21.067914399312034,Suburb,1,Regular,1,12.045544193596086,3.0
R1466,30.62046727480312,2.4405275272550617,25.544099033583244,Downtown,1,Regular,1,10.946909178062198,4.0
R1467,14.274316441187187,3.2418494361953383,25.105722754289687,Downtown,4,Regular,1,9.937730221526145,1.0
R1468,36.11284515813281,5.43568255119483,20.070842294888255,Park,4,Regular,1,13.950730996483438,2.0
R1469,33.80222884670311,4.797115827764561,9.461660427251955,Industrial,2,Regular,0,10.60466802019113,10.0
R1470,29.821246036990132,3.0130244659833476,19.58867639655706,Industrial,2,Regular,0,10.88022379081462,2.0
R1471,22.024239157203287,2.43978290133705,8.013245923921623,Industrial,6,Premium,1,11.711479765538831,9.0
R1472,25.707376336257724,2.922536955300285,6.089674322160544,Downtown,3,Regular,0,12.479468314247724,7.0
R1473,29.246550688182605,2.32792563552675,25.049716030708936,Industrial,0,Premium,1,8.394521976005962,10.0
R1474,37.839125378781624,2.739903382796342,19.34906777837221,Downtown,2,Regular,1,14.259473286942956,1.0
R1475,32.160662968878526,1.8559400106758204,12.757575243210368,Industrial,5,Regular,1,10.715606833129048,8.0
R1476,12.586502333990172,3.2304590803135014,9.781314975672917,Downtown,2,Regular,1,12.455451881362071,4.0
R1477,17.12832031110836,3.426804236070277,16.7311677300316,Downtown,1,Premium,1,13.895721409123297,3.0
R1478,25.255754419200432,1.6960086929693523,5.401768207622894,Park,0,Premium,0,9.37908683878434,6.0
R1479,38.30399268035389,3.188888681701518,19.62810708739986,Industrial,6,Premium,1,12.730158016525724,4.0
R1480,16.270697721484495,3.0361186981236017,17.89820579967259,Suburb,5,Regular,1,14.661229947503507,3.0
R1481,29.217784511617126,3.183470517374022,5.425909872893518,Industrial,0,Premium,0,12.871201874090332,9.0
R1482,26.760221730909,3.4005636699499404,12.876053622733139,Suburb,4,Regular,0,12.689902545383422,6.0
R1483,27.728301083671354,3.4514183288562696,20.319344626071643,Park,4,Regular,1,10.01778473822081,6.0
R1484,37.468916123102886,4.153746134002292,17.61269979961699,Industrial,6,Premium,1,6.74322075061284,2.0
R1485,38.76728424134669,4.450519311192291,18.089506741017978,Park,1,Premium,1,13.975207461442634,7.0
R1486,30.875354204622283,4.004428980531405,7.9576502508139315,Suburb,5,Premium,1,8.471554109055784,6.0
R1487,15.52991086851038,2.914150450573738,10.184509539599583,Industrial,5,Regular,1,13.908186636123018,6.0
R1488,37.41501943834019,2.5336994878349275,19.25806301865863,Suburb,6,Regular,1,14.048236422457315,5.0
R1489,39.125963304661354,3.336915397706414,14.820355786794334,Downtown,4,Regular,1,9.636215631714904,2.0
R1490,23.00930396144839,3.503218946530924,10.632090199728589,Downtown,2,Premium,1,11.816042988571516,9.0
R1491,70.0,2.855851440713656,12.973761421714066,Industrial,1,Premium,1,12.5251124403781,5.0
R1492,41.330404026639144,4.714866804169343,12.343616621172394,Suburb,1,Regular,0,14.307471684280475,8.0
R1493,22.821588292792587,2.9294004677923295,12.178901808578608,Suburb,0,Regular,1,17.995189608111133,8.0
R1494,38.133888203214894,3.7491816194230516,20.520781461774,Industrial,3,Premium,1,7.621255841534456,6.0
R1495,32.88984463436478,3.3051877192719674,8.599966081827386,Suburb,1,Premium,1,13.220677136288224,8.0
R1496,36.22971425722408,2.829822550466232,19.66909705896584,Downtown,0,Premium,1,18.08508044742345,8.0
R1497,30.366317014535422,2.1554303169153783,10.521134701518307,Industrial,3,Regular,1,11.69065228953813,7.0
R1498,35.84803161290847,2.4928837704084366,13.145581941824483,Downtown,6,Regular,1,13.002312904378485,8.0
R1499,15.929391279895583,4.297146518052138,17.72216703310814,Park,3,Premium,1,14.916442630128202,3.0
