Date,High
2017-10-19,23.809999
2017-01-27,16.866667
2020-12-29,223.300003
2018-01-16,23.0
2014-03-18,16.1
2015-02-03,14.691333
2020-10-29,139.353333
2015-05-11,16.191999
2020-03-17,31.456667
2016-08-22,15.007333
2014-03-10,16.200001
2017-01-19,16.578667
2014-08-14,17.533333
2019-03-15,18.914667
2017-03-30,18.799999
2019-08-26,14.334667
2010-07-02,1.54
2010-09-03,1.42
2020-01-24,38.257332
2018-06-29,23.590668
2021-06-18,209.449997
2014-04-03,15.715333
2017-11-13,21.120001
2021-06-28,231.566666
2020-12-30,232.199997
2015-04-14,13.966
2011-04-08,1.84
2016-01-25,13.571333
2011-01-28,1.658667
2014-01-07,10.026667
2020-07-13,119.666
2010-08-18,1.306
2019-02-07,20.98
2014-10-22,15.826
2016-07-26,15.333333
2012-01-19,1.849333
2019-05-28,13.0
2020-04-27,53.299332
2018-09-24,20.200001
2016-01-04,15.425333
2019-12-17,25.700001
2012-02-03,2.088667
2012-12-18,2.338
2019-03-27,18.358
2013-03-14,2.594
2012-12-31,2.264667
2019-08-02,15.751333
2011-02-01,1.648667
2011-09-08,1.602
2014-09-03,19.200001
2015-08-13,16.431999
2020-06-10,68.498665
2015-02-11,14.316
2013-11-18,9.03
2010-08-11,1.258667
2015-10-22,14.383333
2015-09-09,16.950001
2019-03-08,19.039333
2012-07-13,2.293333
2020-07-07,95.300003
2016-10-17,13.226
2018-01-19,23.372667
2017-09-18,25.974001
2021-12-21,313.166656
2012-08-08,2.0
2016-01-27,12.884
2022-04-20,344.666656
2011-07-11,1.902
2015-06-10,16.933332
2016-08-26,14.857333
2012-09-19,2.116
2020-01-07,31.441999
2022-06-27,252.070007
2020-09-21,151.893326
2017-05-18,20.929333
2011-10-17,1.866667
2011-02-25,1.59
2015-06-26,17.940666
2011-01-25,1.659333
2013-07-17,8.108
2012-01-18,1.792
2012-11-21,2.231333
2018-11-20,23.32
2014-08-12,17.353333
2010-09-13,1.393333
2015-04-28,15.7
2017-05-31,22.859333
2022-05-20,240.526672
2017-05-17,20.975332
2019-05-01,16.0
2017-03-21,17.653334
2011-05-13,1.879333
2020-01-10,32.329334
2016-09-13,13.232667
2011-03-16,1.55
2021-04-16,249.803329
2011-08-22,1.586667
2021-08-02,242.313339
2017-02-09,18.078667
2021-06-29,229.169998
2013-08-06,9.715333
2017-01-03,14.688667
2015-11-05,15.638667
2012-06-12,1.989333
2018-06-27,23.386
2021-12-08,357.459991
2019-09-19,16.529333
2020-04-28,53.666668
2022-05-10,275.119995
2011-03-03,1.652667
2018-07-24,20.514668
2019-09-26,16.220667
2015-04-09,14.024667
2014-03-17,15.862
2013-05-14,6.474667
2019-04-17,18.319332
2018-01-08,22.468
2014-07-23,14.983333
2014-08-20,17.249332
2021-03-22,233.206665
2022-03-25,340.600006
2020-01-09,33.253334
2010-07-28,1.393333
2021-05-13,202.153336
2022-08-29,287.73999
2010-12-23,2.165333
2010-09-07,1.4
2020-04-08,37.147331
2016-06-21,14.838
2022-03-30,371.316681
2015-04-22,14.792
2016-05-13,14.08
2020-02-26,54.220669
2012-03-02,2.3
2013-05-28,7.383333
2018-08-30,20.306667
2019-12-03,22.527332
2016-11-11,12.592
2017-09-14,25.197332
2019-10-23,17.076
2014-12-19,14.693333
2013-07-18,8.182
2011-02-02,1.612
2010-10-01,1.383333
2011-10-21,1.886667
2018-11-26,23.081333
2019-11-26,22.366667
2016-07-11,15.118667
2018-03-13,23.147333
2022-03-01,296.626678
2014-11-11,16.788
2018-01-11,22.987333
2012-06-28,2.140667
2012-09-12,1.905333
2018-12-18,23.436666
2020-10-09,144.863327
2013-08-07,9.463333
2011-08-15,1.783333
2022-02-04,312.166656
2021-06-01,211.266663
2019-06-24,15.057333
2016-10-18,13.298
2013-10-01,12.948667
2013-04-17,3.063333
2019-12-19,27.123333
2018-06-12,23.664667
2015-09-16,17.525333
2019-12-06,22.590668
2020-06-16,67.52533
2020-10-20,143.916672
2011-07-27,1.9
2018-01-26,22.933332
2021-05-26,208.723328
2014-03-07,16.99
2014-12-04,15.393333
2018-06-04,19.933332
2016-05-27,15.062
2012-04-30,2.224
2016-06-29,14.118667
2012-10-25,1.853333
2018-01-30,23.218
2016-12-21,14.148667
2019-03-19,18.219999
2020-09-15,153.979996
2013-05-23,6.200667
2013-04-22,3.346667
2012-03-08,2.232667
2013-01-07,2.32
2010-07-16,1.42
2013-07-01,7.851333
2017-02-28,16.733334
2015-09-17,17.700001
2019-06-25,15.022667
2017-12-19,22.766001
2018-08-14,23.946667
2013-02-05,2.576667
2020-09-08,122.91333
2018-08-28,21.258667
2015-11-09,15.532667
2019-04-08,18.743999
2020-09-30,144.643326
2021-10-20,289.829987
2014-06-09,13.999333
2015-09-01,16.4
2011-03-08,1.664
2016-08-18,15.044
2020-10-12,149.580002
2012-05-02,2.292667
2011-06-10,1.886667
2021-10-04,268.98999
2018-03-06,22.424667
2017-04-10,20.915333
2021-02-04,285.5
2015-10-09,14.958
2011-11-02,1.950667
2010-07-13,1.242667
2011-03-11,1.616667
2019-10-18,17.52
2020-06-04,59.716667
2014-01-28,11.932
2021-06-11,204.186661
2018-06-19,24.666668
2013-02-20,2.643333
2011-04-01,1.878667
2017-12-12,22.762667
2014-10-01,16.177334
2013-11-11,9.694667
2017-12-13,22.948
2021-11-29,380.890015
2021-01-19,283.333344
2012-05-29,2.128667
2013-04-05,2.8
2021-11-16,352.399994
2013-01-31,2.524667
2017-08-22,22.816
2010-12-10,2.194667
2022-07-22,280.786682
2018-04-24,19.139334
2021-09-03,244.666672
2018-11-29,23.166668
2011-09-14,1.656
2013-03-08,2.629333
2022-07-14,238.653336
2020-09-10,132.996674
2017-09-08,23.318666
2016-12-27,14.816667
2014-03-11,16.306667
2017-10-18,24.200001
2010-12-29,1.867333
2015-11-25,15.388667
2017-07-31,22.766001
2017-08-29,23.27
2016-08-31,14.173333
2018-04-12,20.263332
2020-01-06,30.104
2010-12-09,2.181333
2021-10-06,262.220001
2016-01-19,14.031333
2013-02-04,2.561333
2015-06-11,16.958
2022-08-30,288.480011
2020-06-12,65.865334
2017-12-27,21.178667
2021-03-02,240.369995
2011-01-20,1.63
2012-05-14,2.142
2017-03-20,17.636667
2013-11-20,8.496667
2012-07-30,2.016667
2021-08-05,240.316666
2020-07-27,103.195999
2014-01-03,10.146
2021-07-08,218.143326
2013-12-24,10.331333
2017-06-02,22.858667
2015-11-19,15.079333
2012-08-07,2.06
2011-03-28,1.569333
2017-05-26,21.699333
2016-09-02,13.546667
2011-12-21,1.871333
2020-12-04,199.679993
2010-07-21,1.393333
2017-04-26,20.966667
2015-05-15,16.626667
2011-02-23,1.5
2012-02-08,2.134
2016-11-09,12.8
2019-07-18,17.049999
2022-07-26,267.309998
2011-11-04,2.16
2014-06-30,16.299334
2021-07-06,228.0
2013-10-04,12.078667
2019-03-18,18.536667
2011-05-05,1.829333
2022-09-02,282.350006
2015-02-24,13.819333
2014-11-06,16.445999
2018-04-05,20.417334
2018-05-22,19.200001
2012-06-06,1.963333
2011-05-03,1.826
2016-05-25,14.757333
2013-05-07,4.158
2010-10-26,1.458
2012-12-24,2.29
2011-06-09,1.873333
2016-05-02,16.212667
2017-11-17,21.778
2021-08-23,237.376663
2016-08-23,15.232667
2014-07-30,15.306667
2018-12-31,22.614
2011-02-15,1.544667
2015-02-27,13.903333
2021-12-30,365.183319
2021-04-26,249.766663
2021-09-01,247.330002
2012-08-16,2.026
2013-09-11,11.193333
2016-07-12,15.166667
2013-06-17,6.983333
2016-12-14,13.533333
2022-02-11,305.320007
2015-07-01,18.174667
2010-12-30,1.86
2013-06-06,6.618
2014-03-05,17.132668
2021-08-27,238.333328
2011-05-17,1.8
2013-10-25,11.633333
2011-05-04,1.8
2011-03-21,1.536667
2019-07-25,15.633333
2011-03-24,1.492
2012-07-18,2.244667
2022-06-08,249.963333
2011-04-18,1.708
2012-12-21,2.278
2016-10-31,13.499333
2014-06-20,15.419333
2020-09-23,137.383331
2018-04-03,18.223333
2017-11-03,20.416668
2021-08-17,224.860001
2014-01-02,10.165333
2010-08-30,1.346
2010-08-10,1.31
2012-12-27,2.260667
2015-01-16,12.966
2021-06-04,200.203339
2019-05-14,15.633333
2015-08-04,17.781334
2019-03-22,18.186666
2014-10-21,15.692667
2014-03-27,14.24
2015-06-22,17.626667
2018-12-26,21.798
2012-02-29,2.274667
2015-12-09,15.166667
2019-05-07,17.147333
2020-02-06,53.055332
2019-01-17,23.433332
2011-01-10,1.912
2013-02-26,2.330667
2019-03-13,19.466
2012-02-06,2.126667
2018-10-18,18.066668
2011-12-20,1.896667
2013-06-25,6.946667
2013-06-12,6.698667
2016-10-12,13.592
2020-02-03,52.409332
2014-03-14,15.796
2013-09-09,10.966667
2020-09-14,140.0
2019-09-09,15.584
2017-01-18,15.980667
2022-04-29,311.466675
2015-11-20,15.0
2014-02-19,13.58
2016-07-27,15.557333
2019-02-04,21.02
2019-06-26,15.148667
2018-10-31,22.799999
2019-04-10,18.558666
2014-07-11,14.773333
2017-07-17,21.806667
2010-12-07,2.16
2015-01-02,14.883333
2015-02-17,13.713333
2020-04-22,48.933334
2019-11-13,23.755333
2013-07-26,8.712
2017-06-22,25.666668
2015-08-27,16.316668
2020-01-13,35.042
2012-11-20,2.206667
2020-05-21,55.5
2015-10-28,14.23
2018-05-15,19.130667
2017-06-30,24.451332
2022-03-02,295.493347
2011-06-28,1.883333
2020-07-06,91.852669
2014-08-06,16.761333
2019-03-20,18.331333
2010-06-30,2.028
2015-04-23,14.765333
2011-02-04,1.578
2018-03-07,22.166668
2013-09-26,12.645333
2018-04-11,20.598667
2019-02-01,21.073334
2022-04-26,333.333344
2013-06-27,7.35
2014-08-05,16.199333
2021-02-03,292.693329
2020-03-04,51.101334
2014-06-26,16.026667
2016-06-02,14.660667
2012-10-15,1.87
2014-09-29,16.576
2017-12-11,21.934
2011-12-15,1.944667
2011-08-30,1.651333
2022-06-02,264.209991
2019-01-23,19.633333
2012-11-08,2.125333
2013-02-08,2.666667
2017-06-27,25.093332
2015-08-19,17.376667
2017-10-03,23.236668
2020-04-23,48.933334
2016-02-08,10.476667
2014-02-12,13.218
2018-11-28,23.218666
2017-09-07,23.498667
2017-02-13,18.719334
2012-02-21,2.324667
2022-07-01,230.229996
2014-05-27,14.258
2017-05-01,21.816668
2012-11-23,2.188667
2012-12-07,2.299333
2021-11-11,368.323334
2016-11-01,13.233333
2020-10-08,146.333328
2022-08-16,314.666656
2010-12-21,2.179333
2013-07-02,8.126
2015-04-08,14.06
2022-02-10,314.603333
2014-08-28,17.632
2014-10-29,16.1
2019-07-15,16.961332
2021-04-06,232.183334
2012-08-22,2.002667
2018-08-02,23.332666
2021-04-21,248.279999
2014-06-06,14.054
2011-03-17,1.562
2014-10-24,15.853333
2014-03-31,14.45
2018-10-05,18.325333
2019-12-04,22.524
2015-06-25,18.094
2013-05-24,6.53
2015-04-06,13.85
2014-08-04,16.033333
2015-08-25,15.393333
2022-02-18,295.623322
2016-07-19,15.273333
2010-09-14,1.44
2013-07-23,8.370667
2021-02-16,273.666656
2013-01-08,2.3
2012-08-28,1.958667
2017-08-04,23.818001
2017-08-14,24.510668
2018-07-23,20.366667
2017-10-17,23.747999
2019-07-23,17.365334
2020-07-09,93.903999
2015-03-17,13.247333
2013-03-18,2.404
2020-08-19,127.400002
2012-09-18,2.126667
2016-04-04,16.808001
2019-12-31,28.086
2021-03-11,234.166672
2015-12-21,15.722
2016-08-11,15.171333
2014-05-14,12.898667
2013-08-14,9.656
2013-12-26,10.533333
2018-08-03,23.666668
2012-08-06,1.913333
2013-08-05,9.659333
2016-04-05,17.104
2020-06-19,67.731331
2015-09-02,16.525333
2013-08-20,9.985333
2018-07-03,22.166
2019-09-12,16.9
2011-09-01,1.658
2017-09-13,24.538
2010-08-17,1.293333
2017-06-09,25.124666
2017-11-01,22.174
2011-11-11,2.3
2018-05-30,19.667334
2016-09-15,13.501333
2014-09-23,16.92
2021-12-23,357.660004
2020-08-03,100.653999
2022-08-01,311.876678
2013-05-31,7.096
2011-09-21,1.796667
2011-07-18,1.83
2011-11-15,2.293333
2014-10-27,15.640667
2013-06-14,6.834667
2012-05-08,2.182
2021-08-30,243.666672
2010-09-22,1.396667
2021-01-08,294.829987
2016-10-06,13.614
2011-04-04,1.8
2014-06-11,13.666667
2011-01-19,1.698
2017-07-11,21.818666
2015-03-30,12.816667
2017-08-11,24.084
2018-11-12,23.318666
2015-07-27,17.628668
2013-02-12,2.591333
2011-05-10,1.93
2021-04-23,245.786667
2017-02-24,17.216667
2017-10-04,23.908001
2018-05-25,18.642668
2019-02-28,21.333332
2014-06-17,15.702667
2015-10-06,16.202
2017-10-11,23.84
2017-09-27,23.432667
2012-06-05,1.892667
2016-08-25,14.92
2018-07-16,21.010668
2018-02-13,21.612667
2011-08-10,1.696
2013-06-05,6.531333
2018-06-26,22.903334
2020-04-29,53.546665
2020-06-08,63.333332
2020-03-18,26.990667
2012-05-30,2.094667
2018-05-11,20.591999
2014-12-01,16.164667
2010-08-23,1.359333
2011-07-20,2.029333
2014-09-26,16.648666
2015-10-08,15.381333
2017-08-10,24.443333
2015-12-29,15.848
2017-01-25,17.230667
2018-09-27,20.997334
2016-01-07,14.562667
2013-11-22,8.183333
2013-05-29,7.66
2012-08-01,1.866
2017-10-02,22.913334
2017-02-02,16.827999
2011-10-20,1.831333
2012-11-19,2.216667
2011-11-03,2.166
2021-02-17,266.613342
2015-10-19,15.41
2017-06-07,24.033333
2015-04-01,12.82
2017-04-06,20.129333
2015-07-20,19.110001
2013-10-23,11.454
2019-03-01,20.475332
2018-08-21,21.652666
2021-11-18,370.666656
2021-04-09,226.990005
2020-09-25,136.243332
2014-04-02,15.392667
2010-07-06,1.333333
2022-02-03,312.333344
2015-01-26,13.908
2014-10-28,16.306667
2015-07-06,18.779333
2022-02-01,314.566681
2011-12-12,2.041333
2020-06-22,67.258667
2021-03-19,219.07666
2021-06-22,209.523331
2019-01-02,21.008667
2016-07-08,14.654
2015-07-15,17.832666
2012-02-07,2.12
2014-06-05,13.946667
2010-11-26,2.4
2010-11-10,1.998
2019-06-10,14.462667
2016-07-22,14.966667
2020-05-11,54.933334
2022-07-15,243.623337
2013-06-26,7.058
2012-12-04,2.32
2010-07-23,1.437333
2020-03-16,32.991333
2019-08-06,15.5
2011-08-16,1.769333
2016-01-21,13.548667
2021-05-04,227.816666
2013-09-13,11.091333
2013-03-22,2.453333
2022-03-07,288.713318
2013-07-31,8.998
2011-07-21,1.944
2012-11-09,2.062
2022-08-04,313.606659
2016-06-13,15.051333
2018-12-19,23.134001
2013-05-13,5.866667
2018-05-18,18.976667
2012-04-20,2.248667
2013-08-26,11.533333
2013-12-04,9.628667
2012-04-27,2.242
2017-11-21,21.215334
2020-03-02,49.579334
2019-06-07,14.056
2016-04-13,17.033333
2011-01-04,1.796667
2017-11-24,21.094
2011-03-30,1.632667
2015-09-04,16.272667
2019-12-05,22.294666
2013-01-29,2.562667
2013-06-19,7.111333
2013-12-23,9.749333
2018-10-12,17.466
2017-04-07,20.179333
2019-12-20,27.533333
2017-03-09,16.577333
2010-07-29,1.392
2019-11-04,21.462667
2012-01-03,1.966667
2017-05-19,21.1
2016-03-24,15.259333
2019-06-17,15.133333
2020-07-29,102.320663
2018-07-25,20.641333
2016-12-01,12.568667
2021-07-12,229.080002
2022-09-15,309.119995
2017-05-04,20.518
2015-11-24,14.733333
2017-07-13,22.106667
2013-09-24,12.330667
2012-04-04,2.366
2011-03-29,1.6
2021-06-24,232.539993
2020-01-21,36.571999
2017-10-05,23.829332
2012-11-14,2.141333
2019-03-07,18.98
2012-05-01,2.280667
2019-07-24,17.738001
2020-08-10,97.166664
2016-12-13,13.418667
2022-03-18,302.616669
2012-03-13,2.439333
2013-02-28,2.406667
2014-06-24,16.125334
2018-04-17,19.478001
2015-12-08,15.253333
2018-10-25,21.4
2019-07-16,16.902
2014-01-27,11.861333
2019-11-27,22.261999
2013-08-21,10.020667
2017-04-12,20.563334
2016-11-07,12.952667
2016-12-12,12.961333
2019-01-11,23.227333
2017-01-13,15.856667
2015-01-23,13.566667
2020-11-17,154.0
2019-12-12,24.182667
2012-03-01,2.3
2010-09-29,1.468667
2015-06-17,17.624001
2013-11-25,8.389333
2016-09-14,13.194667
2011-10-12,1.866667
2019-10-17,17.652
2014-02-27,17.459999
2019-02-20,20.42
2016-06-17,14.666
2021-02-22,256.166656
2015-10-27,14.473333
2015-01-15,13.05
2013-10-28,11.366667
2019-08-30,15.496
2022-04-01,364.916656
2020-10-19,149.0
2010-12-27,1.905333
2022-05-16,256.58667
2012-11-01,1.966
2021-06-16,202.833328
2020-07-14,106.0
2014-06-23,15.932667
2016-06-16,14.536
2013-06-11,6.578667
2020-07-17,102.500664
2012-07-20,2.15
2018-12-17,24.379999
2021-04-15,247.896667
2012-09-21,2.099333
2020-06-15,66.589333
2015-09-10,16.714666
2021-08-20,230.710007
2021-07-30,232.509995
2022-08-09,292.396667
2014-06-12,13.992
2013-10-21,12.226
2016-04-15,16.973333
2018-01-12,22.694
2022-08-31,281.25
2019-06-11,14.726667
2014-03-19,16.103333
2017-08-08,24.572001
2015-05-13,16.553333
2019-12-18,26.348
2013-12-10,9.724667
2022-08-17,309.656677
2017-12-05,20.533333
2021-07-22,220.723328
2022-08-15,313.133331
2018-08-23,21.821333
2012-11-16,2.133333
2016-11-08,13.166
2010-08-13,1.23
2015-03-25,13.239333
2017-05-12,21.799999
2019-12-26,28.898666
2017-10-27,21.639334
2022-09-13,297.399994
2010-10-25,1.398667
2014-11-12,16.822666
2015-06-19,17.586666
2019-04-04,18.08
2021-12-27,372.333344
2011-04-05,1.8
2013-10-08,12.395333
2014-05-01,14.268
2013-06-10,6.834667
2015-10-30,14.108667
2011-07-08,1.992667
2020-05-15,53.669998
2021-01-22,282.666656
2020-09-18,150.333328
2015-01-07,14.318667
2021-08-31,246.796661
2019-06-12,14.892
2020-04-02,32.950668
2013-12-06,9.499333
2016-02-12,10.467333
2011-10-04,1.621333
2021-04-14,260.263336
2015-05-22,16.573334
2020-01-29,39.32
2017-02-03,16.812
2017-01-11,15.332
2021-08-11,238.393326
2017-01-31,17.059334
2013-08-23,10.82
2016-10-13,13.393333
2011-08-11,1.716667
2018-06-15,24.311333
2013-03-15,2.443333
2019-02-08,20.496668
2013-10-22,11.852
2012-10-22,1.866667
2020-10-30,135.863327
2019-10-04,15.652
2020-12-18,231.666672
2019-04-23,17.706667
2015-05-08,15.894
2011-09-06,1.546667
2016-11-22,12.764667
2018-01-05,21.149332
2022-04-18,338.306671
2012-07-03,2.066667
2011-06-15,1.896667
2021-09-10,254.203339
2013-12-18,10.326667
2015-05-28,16.786667
2016-02-09,10.652667
2017-01-24,16.986668
2021-12-03,363.526672
2019-01-30,20.6
2022-01-20,347.220001
