Index,StudentID,Score
8854,139,66.6
8855,105,53.19
8856,34,42.82
8857,112,40.51
8858,28,52.66
8859,91,50.19
8860,105,49.42
8861,83,53.2
8862,55,54.47
8863,79,39.88
8864,128,43.11
8865,7,38.53
8866,147,62.86
8867,29,56.33
8868,136,55.66
8869,42,52.42
8870,128,64.27
8871,95,55.87
8872,38,41.67
8873,58,55.82
8874,43,48.5
8875,23,33.53
8876,46,63.1
8877,35,46.22
8878,107,57.35
8879,63,50.07
8880,100,40.97
8881,85,55.03
8882,55,59.15
8883,138,49.11
8884,31,58.79
8885,45,36.96
8886,88,25.18
8887,82,40.96
8888,3,57.6
8889,83,62.25
8890,38,56.84
8891,105,47.2
8892,53,63.27
8893,122,28.82
8894,116,48.55
8895,149,53.8
8896,143,63.17
8897,82,60.5
8898,88,45.21
8899,111,48.64
8900,20,47.99
8901,38,44.81
8902,74,63.25
8903,16,43.72
8904,33,41.49
8905,130,46.35
8906,72,57.01
8907,88,40.86
8908,85,54.63
8909,110,49.4
8910,125,82.53
8911,80,33.05
8912,15,61.17
8913,123,58.34
8914,64,52.68
8915,97,28.24
8916,21,25.08
8917,83,46.41
8918,122,59.37
8919,50,39.43
8920,79,40.14
8921,22,43.52
8922,32,68.71
8923,149,56.18
8924,27,41.13
8925,15,39.29
8926,121,71.49
8927,109,47.29
8928,9,43.09
8929,69,55.08
8930,104,57.95
8931,32,37.57
8932,1,62.03
8933,130,37.1
8934,26,53.67
8935,88,35.7
8936,110,54.52
8937,100,41.96
8938,104,36.05
8939,65,56.29
8940,121,60.24
8941,63,66.09
8942,140,36.2
8943,46,55.72
8944,97,54.36
8945,134,29.82
8946,101,48.24
8947,60,44.19
8948,47,60.64
8949,99,46.07
8950,10,47.34
8951,83,41.57
8952,106,43.97
8953,22,41.14
8954,75,45.4
8955,28,24.39
8956,60,47.42
8957,60,31.12
8958,100,64.6
8959,121,54.09
8960,60,56.81
8961,72,32.93
8962,56,65.99
8963,105,51.73
8964,63,46.3
8965,28,36.38
8966,25,56.4
8967,103,55.55
8968,107,55.23
8969,122,46.24
8970,139,52.71
8971,72,56.05
8972,72,61.15
8973,83,60.78
8974,128,62.53
8975,70,45.25
8976,56,46.39
8977,105,62.68
8978,48,63.58
8979,103,46.38
8980,132,49.99
8981,51,56.04
8982,82,50.73
8983,89,55.49
8984,88,47.36
8985,126,59.56
8986,75,44.6
8987,72,41.39
8988,103,46.79
8989,67,68.22
8990,61,37.66
8991,106,30.09
8992,18,40.57
8993,33,58.96
8994,72,63.07
8995,65,67.82
8996,50,54.41
8997,38,53.01
8998,9,46.62
8999,15,34.5
9000,68,49.8
9001,124,48.98
9002,89,43.95
9003,15,60.13
9004,17,60.89
9005,68,62.13
9006,86,51.46
9007,53,26.97
9008,41,45.2
9009,122,48.93
9010,62,70.89
9011,152,32.42
9012,4,36.21
9013,72,41.05
9014,48,43.6
9015,49,38.03
9016,100,52.11
9017,74,43.78
9018,16,48.22
9019,88,40.6
9020,81,54.75
9021,145,45.55
9022,40,53.05
9023,31,58.07
9024,128,61.95
9025,143,28.05
9026,82,57.29
9027,49,66.14
9028,60,54.38
9029,104,58.26
9030,39,49.64
9031,48,55.36
9032,97,43.13
9033,98,62.51
9034,15,46.27
9035,135,45.89
9036,83,46.82
9037,61,38.94
9038,15,44.32
9039,15,43.5
9040,133,47.87
9041,92,57.01
9042,115,45.61
9043,51,47.79
9044,143,39.08
9045,117,44.69
9046,128,45.11
9047,74,59.12
9048,93,50.0
9049,37,62.29
9050,57,61.25
9051,109,48.4
9052,9,55.31
9053,82,43.18
9054,65,43.4
9055,6,41.06
9056,68,42.81
9057,108,43.96
9058,123,66.08
9059,43,37.68
9060,111,52.93
9061,38,51.88
9062,14,51.13
9063,10,60.27
9064,100,42.91
9065,93,35.71
9066,7,29.49
9067,73,41.54
9068,52,54.27
9069,115,55.58
9070,46,53.47
9071,84,62.84
9072,28,48.85
9073,40,44.55
9074,99,47.15
9075,73,67.29
9076,104,47.85
9077,6,34.84
9078,100,50.5
9079,143,46.91
9080,16,54.37
9081,46,47.32
9082,143,55.77
9083,55,53.88
9084,88,58.34
9085,21,53.52
9086,57,36.12
9087,28,51.36
9088,104,52.89
9089,114,49.27
9090,124,64.05
9091,133,35.65
9092,103,34.39
9093,39,44.32
9094,93,71.44
9095,75,56.4
9096,24,45.92
9097,123,49.05
9098,73,62.6
9099,56,41.99
9100,33,55.26
9101,77,31.48
9102,95,63.61
9103,151,57.84
9104,8,63.7
9105,101,53.48
9106,1,48.82
9107,116,50.8
9108,104,50.52
9109,121,52.11
9110,130,54.6
9111,112,37.13
9112,29,56.6
9113,88,47.14
9114,110,42.29
9115,55,41.67
9116,68,35.33
9117,29,69.94
9118,85,52.9
9119,60,37.14
9120,35,48.37
9121,72,64.21
9122,16,43.06
9123,39,33.99
9124,15,46.12
9125,16,58.25
9126,49,41.6
9127,41,57.61
9128,128,48.1
9129,17,64.32
9130,100,53.51
9131,1,55.37
9132,76,55.76
9133,11,45.74
9134,128,40.43
9135,151,29.84
9136,104,41.38
9137,36,67.37
9138,149,52.74
9139,124,55.72
9140,63,48.88
9141,88,55.95
9142,14,64.05
9143,91,35.62
9144,148,32.31
9145,124,40.5
9146,89,36.28
9147,71,64.58
9148,47,50.58
9149,55,37.11
9150,20,63.38
9151,119,55.91
9152,106,55.81
9153,50,46.43
9154,83,58.17
9155,14,59.24
9156,49,60.4
9157,105,34.67
9158,96,47.11
9159,69,49.91
9160,137,53.47
9161,104,61.46
9162,22,43.78
9163,70,52.28
9164,149,37.96
9165,58,43.99
9166,15,50.71
9167,85,55.5
9168,110,58.65
9169,76,39.95
9170,12,40.75
9171,30,51.46
9172,122,62.9
9173,137,53.17
9174,75,50.56
9175,74,43.4
9176,68,58.0
9177,72,43.47
9178,50,54.08
9179,60,42.88
9180,120,50.34
9181,67,65.67
9182,7,61.21
9183,138,58.5
9184,7,57.18
9185,67,39.9
9186,56,50.41
9187,111,62.43
9188,1,38.08
9189,2,52.4
9190,127,43.43
9191,85,55.83
9192,85,41.1
9193,100,39.91
9194,118,40.01
9195,53,37.09
9196,44,64.76
9197,13,49.04
9198,13,53.49
9199,67,55.66
9200,93,48.08
9201,105,57.03
9202,149,54.91
9203,21,53.26
9204,35,50.29
9205,28,54.33
9206,135,63.85
9207,110,51.67
9208,91,46.82
9209,116,42.04
9210,49,58.71
9211,151,56.91
9212,44,45.14
9213,100,60.15
9214,46,45.16
9215,60,58.9
9216,145,50.79
9217,99,48.67
9218,75,55.53
9219,84,57.62
9220,22,38.88
9221,112,56.88
9222,136,38.46
9223,92,69.19
9224,120,44.61
9225,107,41.38
9226,73,40.44
9227,50,42.59
9228,25,46.49
9229,39,43.67
9230,51,46.34
9231,96,59.66
9232,85,48.83
9233,7,36.67
9234,10,37.64
9235,125,64.0
9236,9,54.25
9237,45,36.64
9238,27,55.5
9239,60,61.56
9240,9,41.38
9241,26,50.5
9242,88,55.04
9243,8,54.71
9244,2,54.93
9245,107,56.65
9246,84,46.12
9247,89,63.7
9248,121,52.04
9249,36,56.24
9250,66,64.79
9251,45,46.41
9252,82,43.72
9253,56,46.9
9254,13,48.45
9255,63,51.41
9256,61,63.67
9257,64,26.07
9258,25,49.57
9259,26,36.4
9260,18,41.19
9261,13,51.25
9262,3,62.39
9263,23,50.36
9264,28,54.35
9265,41,49.77
9266,100,50.55
9267,105,24.86
9268,139,31.9
9269,84,53.63
9270,71,39.91
9271,138,82.71
9272,73,51.44
9273,100,29.68
9274,104,39.35
9275,100,54.73
9276,40,43.06
9277,112,66.02
9278,109,49.92
9279,28,55.41
9280,27,54.9
9281,94,46.13
9282,53,32.09
9283,50,45.31
9284,93,53.82
9285,63,53.17
9286,110,51.18
9287,65,31.74
9288,147,47.12
9289,110,52.05
9290,127,61.71
9291,79,61.12
9292,115,43.48
9293,105,37.78
9294,71,54.07
9295,88,58.8
9296,102,56.19
9297,49,26.16
9298,81,45.88
9299,27,75.98
9300,108,48.59
9301,13,55.38
9302,9,42.3
9303,123,46.57
9304,46,39.5
9305,105,49.64
9306,89,47.92
9307,147,52.61
9308,6,79.46
9309,37,50.35
9310,64,55.87
9311,136,40.43
9312,49,45.52
9313,96,50.63
9314,68,46.19
9315,13,39.58
9316,147,28.45
9317,90,52.67
9318,54,53.4
9319,49,59.65
9320,112,34.71
9321,142,57.85
9322,92,43.45
9323,56,48.81
9324,87,56.83
9325,72,50.8
9326,87,66.67
9327,21,52.89
9328,78,44.75
9329,25,50.11
9330,68,49.28
9331,45,43.69
9332,15,47.43
9333,123,63.95
9334,19,45.76
9335,6,53.86
9336,7,35.56
9337,98,40.5
9338,105,48.1
9339,87,44.15
9340,68,48.29
9341,75,52.27
9342,88,57.92
9343,152,40.83
9344,70,56.65
9345,62,35.6
9346,132,26.44
9347,83,40.38
9348,65,54.36
9349,2,51.15
9350,88,61.1
9351,99,45.56
9352,140,56.4
9353,77,43.09
9354,91,57.57
9355,40,69.66
9356,116,60.5
9357,28,60.55
9358,130,46.38
9359,3,56.06
9360,94,35.87
9361,116,45.56
9362,71,42.7
9363,49,43.74
9364,153,38.98
9365,72,41.38
9366,4,45.69
9367,83,58.57
9368,18,62.18
9369,69,58.45
9370,100,59.08
9371,35,56.41
9372,16,44.31
9373,135,56.27
9374,42,44.48
9375,129,35.22
9376,135,56.67
9377,122,28.3
9378,22,69.1
9379,127,44.36
9380,89,54.33
9381,71,49.44
9382,64,23.09
9383,6,51.95
9384,135,51.37
9385,19,51.48
9386,94,49.74
9387,18,56.46
9388,128,54.03
9389,139,62.36
9390,22,54.77
9391,16,46.0
9392,15,47.5
9393,62,52.8
9394,53,44.71
9395,57,36.68
9396,89,68.64
9397,71,46.51
9398,90,58.7
9399,22,35.3
9400,112,51.05
9401,50,66.59
9402,121,53.13
9403,53,38.92
9404,136,53.52
9405,37,53.88
9406,87,67.5
9407,58,51.88
9408,109,50.23
9409,49,44.74
9410,142,40.85
9411,58,43.29
9412,56,56.75
9413,65,49.95
9414,43,50.22
9415,8,40.6
9416,102,32.44
9417,25,60.64
9418,127,69.79
9419,4,58.45
9420,69,46.93
9421,65,60.71
9422,71,65.33
9423,33,66.72
9424,113,42.54
9425,79,48.81
9426,76,46.01
9427,70,68.43
9428,94,55.22
9429,79,54.06
9430,64,69.0
9431,50,41.47
9432,2,58.25
9433,62,64.39
9434,82,40.98
9435,120,52.76
9436,72,45.46
9437,124,54.39
9438,69,28.41
9439,100,39.95
9440,17,43.92
9441,64,59.74
9442,111,55.92
9443,103,54.92
9444,68,68.46
9445,74,53.5
9446,15,44.17
9447,3,44.44
9448,49,40.2
9449,109,70.02
9450,19,50.43
9451,106,51.99
9452,56,52.91
9453,95,72.93
9454,72,56.16
9455,106,50.22
9456,55,56.83
9457,124,46.46
9458,110,68.06
9459,89,41.52
9460,12,53.31
9461,35,32.6
9462,49,58.87
9463,106,57.61
9464,56,50.66
9465,85,42.96
9466,82,35.06
9467,54,47.03
9468,74,43.37
9469,21,56.21
9470,34,47.89
9471,37,46.88
9472,101,60.62
9473,131,60.88
9474,54,38.83
9475,100,60.41
9476,89,29.28
9477,8,46.26
9478,26,53.91
9479,89,51.82
9480,29,48.18
9481,147,56.69
9482,63,50.82
9483,71,56.68
9484,35,50.84
9485,26,57.27
9486,61,55.81
9487,110,59.24
9488,112,29.37
9489,60,40.39
9490,20,40.99
9491,65,43.76
9492,72,35.72
9493,106,63.48
9494,37,68.95
9495,36,57.78
9496,89,32.45
9497,81,59.98
9498,80,60.49
9499,100,61.28
9500,145,44.03
9501,121,48.89
9502,106,40.87
9503,55,57.34
9504,62,40.32
9505,94,54.44
9506,130,43.84
9507,111,56.45
9508,105,47.18
9509,79,41.06
9510,79,50.75
9511,54,47.37
9512,8,56.45
9513,98,65.57
9514,130,45.7
9515,141,51.74
9516,44,55.66
9517,91,51.61
9518,37,49.15
9519,140,45.76
9520,31,51.53
9521,31,68.59
9522,113,48.5
9523,95,52.18
9524,83,32.12
9525,71,75.95
9526,37,52.67
9527,120,44.92
9528,103,33.32
9529,53,41.79
9530,60,47.32
9531,112,62.05
9532,57,57.79
9533,75,52.21
9534,82,62.18
9535,110,48.24
9536,58,46.14
9537,152,74.21
9538,29,53.16
9539,75,33.98
9540,40,34.34
9541,106,54.46
9542,99,37.63
9543,65,52.73
9544,108,47.5
9545,153,44.02
9546,148,32.68
9547,97,45.37
9548,104,51.62
9549,26,37.02
9550,142,24.78
9551,6,49.52
9552,121,45.28
9553,93,63.06
9554,60,29.12
9555,39,41.65
9556,69,39.95
9557,25,43.36
9558,117,33.4
9559,134,37.88
9560,88,40.84
9561,55,57.05
9562,23,43.46
9563,18,52.17
9564,130,44.8
9565,89,39.52
9566,134,34.38
9567,42,54.22
9568,97,54.74
9569,17,42.36
9570,8,40.98
9571,35,51.81
9572,79,66.49
9573,14,21.81
9574,44,59.29
9575,81,69.82
9576,49,66.34
9577,46,46.08
9578,107,71.57
9579,74,55.7
9580,80,50.19
9581,45,65.19
9582,106,50.88
9583,11,46.36
9584,83,43.39
9585,15,46.86
9586,120,43.21
9587,8,36.68
9588,2,48.74
9589,60,53.33
9590,98,44.08
9591,142,38.44
9592,94,70.73
9593,8,42.91
9594,92,47.96
9595,58,47.97
9596,122,51.84
9597,140,50.88
9598,80,44.1
9599,105,55.37
9600,104,41.55
9601,62,47.5
9602,12,46.29
9603,93,46.5
9604,35,48.54
9605,99,47.1
9606,109,66.11
9607,93,56.11
9608,131,78.86
9609,57,68.37
9610,78,47.26
9611,79,44.83
9612,95,49.68
9613,72,58.31
9614,150,48.63
9615,12,58.12
9616,122,50.41
9617,25,58.31
9618,142,47.68
9619,66,50.11
9620,30,49.35
9621,22,49.85
9622,112,57.03
9623,22,41.08
9624,152,44.15
9625,74,60.01
9626,34,46.13
9627,121,34.13
9628,35,58.4
9629,124,40.48
9630,121,50.99
9631,129,58.56
9632,110,45.76
9633,82,62.36
9634,121,44.0
9635,73,61.1
9636,54,54.51
9637,69,48.59
9638,2,47.02
9639,99,43.14
9640,127,55.01
9641,128,39.98
9642,29,49.28
9643,63,34.0
9644,42,42.83
9645,43,52.47
9646,53,38.89
9647,153,43.36
9648,128,53.0
9649,128,41.18
9650,75,66.08
9651,32,77.09
9652,7,62.4
9653,95,58.39
9654,24,50.07
9655,85,64.36
9656,77,58.43
9657,75,43.3
9658,55,61.07
9659,56,64.79
9660,73,69.54
9661,48,54.34
9662,28,50.03
9663,71,55.87
9664,55,47.02
9665,40,37.76
9666,38,52.53
9667,48,49.9
9668,81,63.96
9669,105,65.26
9670,49,66.76
9671,148,60.4
9672,95,51.3
9673,138,56.15
9674,143,35.93
9675,44,60.18
9676,9,57.46
9677,153,30.38
9678,72,43.4
9679,4,55.53
9680,35,57.97
9681,38,44.2
9682,43,48.58
9683,58,43.5
9684,68,55.99
9685,93,53.81
9686,40,49.75
9687,65,58.24
9688,65,45.88
9689,54,35.71
9690,20,49.3
9691,72,44.62
9692,32,55.59
9693,29,58.41
9694,89,37.74
9695,15,48.47
9696,72,63.9
9697,150,69.0
9698,92,62.08
9699,132,38.53
9700,108,43.67
9701,13,65.07
9702,23,59.53
9703,74,49.42
9704,34,44.22
9705,110,56.61
9706,100,42.74
9707,20,50.56
9708,89,60.82
9709,66,43.4
9710,33,49.61
9711,76,60.61
9712,96,41.2
9713,65,59.41
9714,13,23.25
9715,85,56.29
9716,132,58.05
9717,44,43.51
9718,31,35.91
9719,117,30.96
9720,57,56.2
9721,65,44.07
9722,37,49.99
9723,54,54.33
9724,83,35.51
9725,62,56.74
9726,79,69.46
9727,4,32.15
9728,82,47.09
9729,83,40.05
9730,91,28.31
9731,134,39.17
9732,152,46.52
9733,40,61.44
9734,50,37.97
9735,123,42.13
9736,105,41.46
9737,80,66.01
9738,58,56.87
9739,115,41.26
9740,91,35.67
9741,122,52.61
9742,48,60.71
9743,71,44.51
9744,56,52.02
9745,2,32.87
9746,134,38.47
9747,147,59.62
9748,97,62.55
9749,90,39.61
9750,76,42.76
9751,91,48.2
9752,12,56.76
9753,63,53.29
9754,61,51.18
9755,117,39.81
9756,79,65.33
9757,89,28.23
9758,22,45.1
9759,79,53.72
9760,42,50.19
9761,23,45.49
9762,87,46.66
9763,77,43.39
9764,46,43.69
9765,86,42.33
9766,134,36.28
9767,151,57.93
9768,76,51.72
9769,15,57.76
9770,46,54.18
9771,101,50.91
9772,29,61.99
9773,97,50.49
9774,54,51.38
9775,66,67.55
9776,83,42.3
9777,136,61.6
9778,142,40.96
9779,54,62.15
9780,68,54.58
9781,143,48.21
9782,89,55.71
9783,88,53.15
9784,75,42.77
9785,144,49.89
9786,54,34.81
9787,53,57.29
9788,81,50.98
9789,4,61.55
9790,110,54.03
9791,79,59.07
9792,36,52.41
9793,53,38.68
9794,35,41.51
9795,89,44.25
9796,48,52.34
9797,110,36.22
9798,87,38.29
9799,70,51.42
9800,105,42.71
9801,134,51.04
9802,4,65.04
9803,8,39.17
9804,17,67.54
9805,71,36.61
9806,54,61.35
9807,112,69.04
9808,78,52.73
9809,124,38.07
9810,100,63.42
9811,124,56.45
9812,6,55.25
9813,55,34.79
9814,45,61.79
9815,82,56.02
9816,93,44.59
9817,22,51.75
9818,69,62.01
9819,40,50.61
9820,89,52.52
9821,48,51.54
9822,100,60.92
9823,153,41.36
9824,28,58.43
9825,65,53.84
9826,104,45.38
9827,19,51.03
9828,83,37.81
9829,21,56.59
9830,71,58.55
9831,64,32.84
9832,91,41.33
9833,69,58.12
9834,29,43.65
9835,4,56.57
9836,99,44.79
9837,56,59.58
9838,50,42.72
9839,71,45.07
9840,33,34.95
9841,3,56.08
9842,143,58.54
9843,100,55.75
9844,89,44.33
9845,149,56.86
9846,23,53.97
9847,121,51.61
9848,138,51.09
9849,48,43.83
9850,32,34.81
9851,144,53.96
9852,56,45.02
9853,79,42.22
9854,20,66.79
9855,122,31.93
9856,65,32.03
9857,139,44.03
9858,28,52.15
9859,79,40.89
9860,22,51.21
9861,111,46.1
9862,4,56.57
9863,15,58.44
9864,34,60.85
9865,12,43.05
9866,47,67.24
9867,16,50.26
9868,152,35.51
9869,74,52.69
9870,137,57.82
9871,39,43.86
9872,15,53.86
9873,38,59.15
9874,70,52.14
9875,34,47.06
9876,23,51.01
9877,89,40.97
9878,141,46.49
9879,16,46.09
9880,6,20.22
9881,82,55.32
9882,1,39.52
9883,123,46.43
9884,68,58.15
9885,153,58.28
9886,141,61.24
9887,150,45.74
9888,90,57.65
9889,99,52.99
9890,124,53.5
9891,92,39.17
9892,78,59.94
9893,145,56.84
9894,77,50.81
9895,54,44.4
9896,139,38.33
9897,133,43.99
9898,46,37.09
9899,82,55.9
9900,97,51.01
9901,69,49.26
9902,112,45.86
9903,61,59.49
9904,38,46.2
9905,128,52.79
9906,55,27.14
9907,38,43.72
9908,114,49.94
9909,92,64.38
9910,55,30.9
9911,121,21.84
9912,100,38.11
9913,76,46.85
9914,72,41.13
9915,116,57.24
9916,9,35.91
9917,143,51.92
9918,55,34.49
9919,19,41.22
9920,80,49.54
9921,14,47.29
9922,130,45.59
9923,97,52.53
9924,123,57.73
9925,98,44.62
9926,32,45.16
9927,50,43.77
9928,39,52.8
9929,13,47.95
9930,119,46.53
9931,81,63.5
9932,12,50.62
9933,54,46.1
9934,123,55.95
9935,32,32.0
9936,13,49.24
9937,54,38.81
9938,48,59.54
9939,75,54.36
9940,39,32.47
9941,91,56.87
9942,50,55.45
9943,92,46.93
9944,91,53.19
9945,58,35.58
9946,137,49.11
9947,65,55.64
9948,76,52.56
9949,42,39.46
9950,123,43.4
9951,81,60.39
9952,105,36.14
9953,26,59.46
9954,13,50.86
9955,100,58.8
9956,9,49.12
9957,21,44.37
9958,13,38.16
9959,64,63.49
9960,56,60.45
9961,34,51.31
9962,2,52.87
9963,69,27.03
9964,137,69.4
9965,53,58.02
9966,39,34.25
9967,62,53.03
9968,65,55.48
9969,28,47.96
9970,46,56.88
9971,47,48.5
9972,40,54.09
9973,143,57.23
9974,97,44.55
9975,68,38.81
9976,9,47.63
9977,9,44.29
9978,50,43.63
9979,106,52.28
9980,14,58.28
9981,121,28.84
9982,33,56.07
9983,28,60.17
9984,6,63.0
9985,97,51.77
9986,75,45.98
9987,42,50.56
9988,15,42.81
9989,32,60.84
9990,122,40.68
9991,50,51.49
9992,29,59.53
9993,9,49.06
9994,42,59.07
9995,35,38.02
9996,95,59.81
9997,34,52.88
9998,145,34.62
9999,82,23.46
10000,105,45.39
10001,68,62.33
10002,43,50.26
10003,142,55.35
10004,90,51.64
10005,60,63.29
10006,106,45.18
10007,40,38.84
10008,100,59.08
10009,24,58.25
10010,36,44.03
10011,103,59.11
10012,81,42.4
10013,112,59.9
10014,139,58.7
10015,70,43.52
10016,101,52.87
10017,91,40.92
10018,85,36.09
10019,141,62.86
10020,111,62.36
10021,36,58.47
10022,50,48.32
10023,147,60.41
10024,4,35.8
10025,116,36.1
10026,54,29.64
10027,112,32.68
10028,12,53.16
10029,129,58.14
10030,7,32.51
10031,101,46.69
10032,24,61.28
10033,46,37.25
10034,40,59.22
10035,33,45.11
10036,86,48.43
10037,32,47.22
10038,147,48.4
10039,55,54.67
10040,106,51.8
10041,102,39.33
10042,22,55.03
10043,6,55.52
10044,30,57.43
10045,151,24.08
10046,78,67.3
10047,6,42.46
10048,63,28.8
10049,104,59.85
10050,83,69.02
10051,112,41.34
10052,54,43.79
10053,77,25.54
10054,123,36.22
10055,80,63.11
10056,44,53.38
10057,71,55.04
10058,63,50.95
10059,31,40.15
10060,91,39.0
10061,42,49.83
10062,117,40.13
10063,61,34.85
10064,122,54.71
10065,58,54.96
10066,68,45.7
10067,39,54.74
10068,60,66.51
10069,6,60.93
10070,18,51.72
10071,105,34.77
10072,143,49.34
10073,75,54.38
10074,45,70.24
10075,80,48.45
10076,11,30.16
10077,136,75.84
10078,99,63.68
10079,16,52.6
10080,29,42.06
10081,29,45.68
10082,16,30.33
10083,89,57.76
10084,104,42.04
10085,37,36.41
10086,30,42.19
10087,49,53.2
10088,16,50.7
10089,46,53.28
10090,56,58.06
10091,71,47.59
10092,44,67.56
10093,89,64.74
10094,55,58.94
10095,27,43.92
10096,135,59.22
10097,108,57.68
10098,24,58.77
10099,84,42.1
10100,121,44.73
10101,4,53.4
10102,20,63.38
10103,38,33.11
10104,53,58.18
10105,61,49.57
10106,28,36.35
10107,152,48.84
10108,75,60.72
10109,53,51.31
10110,98,53.18
10111,83,54.2
10112,95,51.73
10113,41,49.88
10114,100,56.92
10115,60,59.2
10116,123,53.95
10117,57,29.17
10118,130,64.73
10119,103,37.05
10120,21,43.76
10121,62,47.56
10122,23,39.04
10123,9,53.19
10124,7,51.56
10125,101,33.88
10126,16,66.24
10127,98,47.05
10128,1,45.99
10129,64,51.68
10130,82,28.24
10131,105,55.35
10132,124,51.75
10133,37,37.72
10134,72,54.93
10135,58,54.74
10136,15,52.18
10137,25,61.36
10138,46,43.21
10139,21,38.66
10140,121,51.38
10141,49,39.15
10142,9,47.81
10143,13,38.04
10144,103,53.93
10145,151,28.13
10146,23,46.76
10147,99,36.54
10148,80,63.42
10149,111,46.46
10150,78,65.3
10151,131,57.44
10152,71,45.79
10153,73,36.5
10154,28,61.77
10155,11,36.78
10156,91,58.91
10157,72,59.31
10158,122,53.89
10159,66,33.22
10160,48,40.69
10161,45,55.68
10162,44,66.0
10163,64,66.51
10164,114,44.01
10165,132,49.83
10166,57,61.7
10167,150,44.15
10168,42,43.97
10169,90,48.54
10170,78,59.71
10171,103,67.09
10172,100,48.67
10173,92,63.57
10174,31,34.65
10175,97,54.88
10176,116,35.66
10177,108,62.22
10178,26,53.98
10179,111,50.22
10180,128,46.58
10181,68,43.44
10182,135,35.16
10183,58,52.2
10184,51,50.04
10185,54,33.97
10186,60,40.22
10187,54,56.45
10188,22,41.0
10189,135,45.47
10190,55,52.94
10191,56,50.93
10192,10,48.55
10193,111,36.29
10194,20,43.14
10195,38,44.82
10196,92,67.47
10197,124,39.95
10198,141,42.53
10199,85,46.71
10200,139,58.21
10201,86,55.31
10202,19,41.68
10203,114,38.28
10204,74,50.12
10205,11,61.2
10206,73,19.24
10207,44,52.94
10208,54,33.88
10209,61,70.72
10210,122,42.4
10211,7,57.68
10212,149,42.78
10213,43,19.96
10214,11,46.36
10215,89,56.5
10216,15,28.61
10217,97,60.3
10218,51,68.47
10219,19,43.5
10220,109,54.77
10221,4,46.96
10222,100,58.65
10223,32,48.81
10224,83,41.2
10225,6,61.42
10226,152,62.72
10227,47,47.1
10228,131,44.29
10229,83,42.69
10230,3,60.16
10231,83,59.52
10232,8,57.17
10233,29,33.47
10234,75,62.05
10235,145,53.37
10236,76,39.69
10237,54,53.43
10238,69,43.05
10239,53,58.91
10240,30,63.78
10241,52,47.67
10242,69,40.2
10243,58,53.81
10244,81,37.04
10245,86,75.29
10246,41,58.87
10247,68,41.75
10248,49,46.08
10249,127,53.76
10250,148,17.77
10251,100,49.63
10252,86,59.4
10253,126,53.95
10254,128,49.37
10255,44,57.66
10256,47,57.86
10257,46,31.81
10258,83,38.87
10259,1,46.03
10260,124,49.74
10261,119,47.5
10262,12,51.37
10263,42,63.92
10264,37,41.44
10265,103,57.7
10266,72,61.17
10267,9,53.63
10268,80,51.29
10269,128,37.41
10270,28,57.38
10271,143,42.47
10272,35,39.38
10273,82,39.05
10274,72,47.69
10275,57,52.51
10276,21,63.6
10277,111,48.9
10278,38,40.03
10279,38,37.03
10280,74,41.24
10281,46,53.08
10282,13,32.19
10283,15,58.5
10284,72,50.19
10285,89,38.9
10286,130,36.93
10287,35,49.15
10288,138,72.94
10289,129,42.08
10290,96,51.48
10291,56,62.06
10292,73,55.15
10293,26,47.16
10294,73,48.33
10295,49,34.18
10296,110,43.64
10297,46,51.98
10298,42,41.07
10299,120,55.63
10300,80,52.51
10301,40,46.41
10302,108,61.49
10303,15,57.77
10304,28,53.99
10305,119,41.12
10306,121,70.99
10307,33,51.45
10308,40,29.32
10309,23,51.87
10310,17,66.42
10311,145,44.9
10312,75,46.2
10313,13,54.4
10314,70,39.9
10315,108,50.14
10316,100,59.64
10317,86,66.85
10318,140,53.66
10319,123,39.8
10320,15,27.14
10321,63,38.48
10322,103,66.48
10323,38,46.41
10324,107,46.86
10325,4,54.12
10326,63,60.86
10327,127,23.81
10328,134,39.99
10329,34,44.04
10330,87,52.89
10331,58,34.35
10332,72,48.92
10333,40,48.04
10334,123,61.16
10335,27,58.31
10336,44,40.63
10337,140,50.08
10338,134,56.07
10339,129,49.66
10340,128,55.12
10341,72,69.84
10342,80,44.33
10343,33,45.01
10344,25,46.2
10345,33,52.5
10346,74,37.37
10347,126,31.08
10348,47,32.72
10349,68,48.77
10350,43,36.15
10351,129,41.79
10352,126,55.34
10353,100,61.11
10354,10,49.78
10355,75,43.71
10356,20,41.12
10357,29,61.52
10358,143,59.3
10359,23,50.85
10360,72,50.25
10361,89,40.92
10362,22,51.79
10363,141,47.73
10364,15,46.15
10365,147,48.15
10366,68,33.41
10367,85,51.64
10368,48,62.34
10369,77,48.86
10370,50,47.28
10371,101,49.66
10372,57,47.18
10373,69,54.32
10374,128,72.34
10375,33,59.24
10376,131,80.96
10377,8,40.68
10378,93,48.51
10379,89,39.82
10380,150,57.55
10381,132,69.68
10382,128,49.13
10383,72,45.62
10384,11,47.63
10385,6,40.76
10386,96,33.1
10387,88,48.45
10388,8,31.26
10389,42,54.57
10390,27,47.44
10391,93,44.63
10392,131,21.44
10393,100,42.61
10394,25,35.19
10395,7,37.09
10396,108,45.24
10397,132,56.84
10398,133,60.23
10399,29,49.74
10400,141,57.07
10401,49,45.29
10402,12,44.06
10403,45,58.48
10404,112,51.52
10405,33,41.73
10406,123,48.26
10407,91,64.83
