track_name,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,danceability,energy,acousticness,instrumentalness,liveness,speechiness,track_id
Private Landing (feat. Justin Bieber & Future),2023,2,23,1190,0,105062254,84,67,8,0,11,6,339
Everything I Love,2023,1,31,579,0,95623148,56,85,0,0,15,3,340
Heaven,2023,2,17,1553,2,144584800,57,76,7,0,33,3,341
LET GO,2022,12,15,2301,20,298063749,74,45,86,0,21,38,342
Sial,2023,1,23,134,4,166570053,56,43,89,0,12,4,343
I Wrote The Book,2023,1,31,430,0,83021468,68,81,9,0,8,4,344
"Apna Bana Le (From ""Bhediya"")",2022,11,5,86,0,139836056,59,56,80,0,6,3,345
SPIT IN MY FACE!,2022,10,31,629,14,303216294,73,79,5,2,11,6,346
PLAYA DEL INGLпїЅ,2022,12,15,1701,15,221409663,79,74,8,0,11,5,347
Man Made A Bar (feat. Eric Church),2023,3,3,329,0,58890931,50,76,12,0,12,3,348
Red Ruby Da Sleeze,2023,3,3,1168,0,81419389,70,73,12,0,11,26,349
Kahani Suno 2.0,2022,5,31,162,6,156777415,58,38,91,0,10,4,350
Nobody Gets Me,2022,12,9,2536,6,284908316,36,28,81,0,18,3,351
PERO Tпї,2023,2,23,387,11,93438910,86,79,39,0,11,29,352
Hype Boy,2022,8,1,892,17,363472647,59,94,27,0,29,23,353
Bloody Mary,2011,1,1,3909,0,372476382,59,65,2,0,13,3,354
MonotonпїЅ,2022,10,19,3645,15,380726517,87,70,42,0,21,5,355
эээ98 Braves,2023,3,3,282,0,56533272,49,67,10,0,26,3,356
WANDA,2023,1,20,888,22,175399345,72,63,25,0,21,7,357
Thought You Should Know,2022,5,6,968,4,203221468,53,70,49,0,14,3,358
In The End,2000,10,24,25065,6,1624165576,55,90,1,0,32,6,359
Zona De Perigo,2022,12,8,531,4,134294498,81,77,75,0,35,3,360
Lovezinho,2022,7,28,242,0,70069745,82,59,30,0,12,4,361
I Like You (A Happier Song) (with Doja Cat),2022,6,3,5281,14,609293408,74,69,12,0,12,7,362
Neverita,2022,5,6,2590,30,671365962,88,50,7,0,14,5,363
Vista Al Mar,2022,9,8,1769,34,362361576,76,56,80,12,10,13,364
Sem AlianпїЅпїЅa no ,2022,12,23,454,4,93587665,53,36,73,0,11,33,365
Enemy (with JID) - from the series Arcane League of Legends,2021,9,3,6180,7,1223481149,72,76,24,0,42,28,366
Revenge,2017,8,25,3600,11,1022258230,75,25,78,0,11,26,367
Bombonzinho - Ao Vivo,2022,11,3,1254,6,263453310,65,95,31,0,92,5,368
LA CANCIпїЅ,2019,6,28,6398,31,1435127549,75,65,15,0,11,32,369
QuпїЅпїЅ Ago,2022,10,20,660,15,236857112,73,57,56,0,5,2,370
Love Again,2023,1,27,1283,0,147538971,66,40,72,0,11,3,371
After Hours,2020,2,19,8084,6,698086140,66,57,10,1,12,3,372
About Damn Time,2022,7,15,2332,2,723894473,84,74,10,0,34,7,373
Born With A Beer In My Hand,2023,3,3,203,0,34450974,53,81,5,0,36,4,374
эээээээээээээээээээээ,2020,5,20,685,14,403097450,60,76,17,0,19,5,375
Besos Moja2,2022,9,29,2460,13,309483971,74,73,6,0,10,6,376
Maan Meri Jaan,2022,10,12,288,6,319566866,70,51,35,0,10,4,377
Moscow Mule,2022,5,6,4572,33,909001996,80,67,29,0,12,3,378
My Universe,2021,9,24,6127,13,1061966512,58,68,1,0,14,4,379
Devil DonпїЅпїЅпїЅ,2023,3,3,166,0,32526947,53,66,38,0,9,3,380
LLYLM,2023,1,27,1838,0,124988687,56,63,13,0,19,27,381
I'm Not Here To Make Friends,2023,1,27,1890,0,103787664,70,90,17,0,41,6,382
TRUSTFALL,2023,1,27,2098,16,134255790,64,89,0,0,15,9,383
ANTIFRAGILE,2022,10,17,761,12,301051721,88,80,8,0,11,8,384
Boy's a liar,2022,11,30,1225,0,156338624,66,84,25,0,21,4,385
VIBE (feat. Jimin of BTS),2023,1,13,415,2,152850295,79,68,7,0,26,4,386
Shirt,2022,10,28,3469,0,309653982,82,45,15,3,9,10,387
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,2022,10,28,3311,0,297328960,25,30,90,0,13,3,388
STAR WALKIN' (League of Legends Worlds Anthem),2022,9,22,2616,0,332506354,64,72,15,0,9,5,389
"Sex, Drugs, Etc.",2016,11,4,3006,16,480507035,57,84,1,1,52,4,390
Boy With Luv (feat. Halsey),2019,4,12,4260,0,1065580332,65,86,9,0,19,10,391
"Hey, Mickey!",2016,9,27,482,0,122763672,92,51,55,0,15,6,392
Calm Down,2022,2,9,4013,10,445763624,81,78,38,0,12,4,393
Jhoome Jo Pathaan,2022,12,22,138,4,1365184,82,74,10,0,33,7,394
Escapism. - Sped Up,2022,11,25,1368,0,184308753,44,77,9,0,9,20,395
Space Song,2015,1,1,17852,4,789753877,51,79,22,13,14,3,396
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022,11,20,889,20,323358833,71,88,16,0,44,4,397
Te Felicito,2022,4,21,4796,9,606361689,70,64,23,0,8,32,398
MuпїЅпїЅ,2023,1,12,658,6,120972253,68,71,3,0,31,8,399
TV,2022,7,21,3009,2,338564981,41,25,84,1,14,4,400
I'm Not The Only One,2014,1,1,17492,3,1606986953,68,49,56,0,8,4,401
Heather,2020,3,20,6170,7,1301799902,47,43,62,0,32,3,402
"Besharam Rang (From ""Pathaan"")",2022,12,12,130,4,140187018,77,80,6,0,15,4,403
One Kiss (with Dua Lipa),2017,6,2,27705,10,1897517891,79,86,4,0,8,11,404
Sugar Rush Ride,2023,1,27,359,0,107642809,71,89,1,0,17,9,405
Pink Venom,2022,8,19,1963,16,551305895,80,69,2,0,27,10,406
WAIT FOR U (feat. Drake & Tems),2022,4,27,5491,14,556585270,46,64,31,0,7,34,407
Don't Start Now,2019,10,31,27119,0,2303033973,79,79,1,0,10,8,408
After Dark,2014,8,8,1776,14,646886885,58,60,7,41,8,3,409
Eu Gosto Assim - Ao Vivo,2022,9,16,1473,4,222612678,64,91,15,0,72,4,410
INDUSTRY BABY (feat. Jack Harlow),2021,7,23,13315,0,1814349763,74,70,2,0,5,6,411
MIDDLE OF THE NIGHT,2020,1,10,4057,8,872137015,41,61,2,0,12,5,412
Atlantis,2015,4,22,3045,6,571386359,40,48,5,0,12,3,413
PUNTO 40,2022,9,22,3006,12,304079786,87,83,0,4,31,9,414
Evoque Prata,2022,9,9,852,0,174006928,87,52,31,0,28,24,415
How Do I Say Goodbye,2022,8,5,2163,15,284785823,40,64,21,0,7,7,416
Blind,2022,12,9,1484,0,163284000,46,28,91,0,21,4,417
Die For You,2022,11,4,1703,0,246390068,47,52,38,13,29,5,418
Doja,2022,7,20,4169,44,482257456,91,57,38,0,40,29,419
Gatita,2022,10,3,1054,0,168684524,90,81,15,24,33,6,420
Rumble,2022,1,17,2849,0,78489819,81,84,5,23,6,6,421
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],2022,12,2,1602,0,195516622,49,66,19,0,18,29,422
Yonaguni,2021,6,4,9644,28,1260594497,64,65,28,0,14,12,423
Super Freaky Girl,2022,8,12,4827,0,428685680,95,89,6,0,31,24,424
Running Up That Hill (A Deal With God),1985,9,16,21811,0,1024858327,63,55,72,0,6,6,425
Dream On,1973,1,5,168,0,838586769,39,43,39,0,23,3,426
Limbo,2022,8,11,688,0,199386237,80,62,3,6,11,46,427
Where Are You Now,2021,7,30,10565,44,972509632,67,64,52,0,17,10,428
WORTH NOTHING,2022,9,28,1612,0,213438580,58,62,18,0,20,8,429
Bad Habits,2020,9,3,12755,8,1555511105,81,90,5,0,36,3,430
KICK BACK,2022,10,12,574,4,210038833,58,94,0,0,9,11,431
Evergreen (You DidnпїЅпїЅпїЅt Deserve Me A,2022,4,8,2499,0,227918678,70,34,60,1,11,4,432
Good Days,2020,12,24,10426,2,826623384,46,78,23,0,72,6,433
Levitating (feat. DaBaby),2020,3,27,15894,8,1802514301,70,83,1,0,7,6,434
Woman,2021,6,25,9424,0,1329090101,82,76,9,0,12,9,435
Shut up My Moms Calling - (Sped Up),2022,9,14,713,7,181831132,65,47,31,0,12,10,436
Ferrari,2022,3,14,7758,28,462791599,84,69,1,0,5,5,437
"You're On Your Own, Kid",2022,10,21,2537,2,348647203,69,39,41,0,13,6,438
"Kesariya (From ""Brahmastra"")",2022,7,17,292,6,366599607,58,57,57,0,10,3,439
Agudo MпїЅпїЅgi,1930,1,1,323,0,90598517,65,80,22,4,7,5,440
Payphone,2012,1,1,14143,4,1479264469,74,74,2,0,29,4,441
All I Want for Christmas Is You,1994,10,28,25653,0,1449779435,34,63,16,0,7,4,442
Last Christmas,1984,1,1,22153,0,1159176109,74,65,28,0,46,3,443
Rockin' Around The Christmas Tree,1958,1,1,14994,0,769213520,70,41,71,0,45,5,444
Jingle Bell Rock,1957,1,1,10326,0,741301563,74,37,84,0,6,3,445
It's Beginning To Look A Lot Like Christmas,2011,10,14,12353,0,807561936,35,23,91,0,29,3,446
Santa Tell Me,2013,12,13,9408,0,834129063,46,63,5,0,30,18,447
It's the Most Wonderful Time of the Year,1963,10,14,8879,0,663832097,24,60,77,0,12,4,448
Let It Snow! Let It Snow! Let It Snow!,1959,11,16,6512,0,446390129,45,24,91,0,18,4,449
Snowman,2017,1,1,5140,0,690104769,72,51,48,0,9,3,450
Underneath the Tree,2013,10,25,6596,0,485285717,51,81,0,0,21,5,451
Feliz Navidad,1970,11,1,3788,0,520034544,50,82,47,0,34,4,452
Holly Jolly Christmas,2011,10,14,7655,0,476244795,65,47,87,0,9,4,453
Mistletoe,2011,1,1,9577,0,629173063,67,54,51,0,9,4,454
Sleigh Ride,1963,11,22,10114,0,404664135,53,77,40,0,32,3,455
Seek & Destroy,2022,12,9,1007,0,98709329,65,65,44,18,21,7,456
Love Language,2022,12,9,1127,0,110849052,71,26,85,0,13,8,457
Happy Xmas (War Is Over),1971,12,1,10829,0,460492795,33,61,32,0,77,3,458
Used (feat. Don Toliver),2022,12,8,1042,0,94005786,73,69,53,0,32,9,459
A Holly Jolly Christmas - Single Version,1952,1,1,7930,0,395591396,67,36,64,0,15,3,460
The Christmas Song (Merry Christmas To You) - Remastered 1999,1946,11,1,11500,0,389771964,36,15,84,0,11,4,461
Wonderful Christmastime - Edited Version / Remastered 2011,1979,11,16,1685,0,403939487,75,58,36,0,9,3,462
Do They Know It's Christmas? - 1984 Version,1984,11,25,14169,0,481697415,60,57,0,2,27,3,463
Ghost in the Machine (feat. Phoebe Bridgers),2022,12,9,1634,0,110073250,62,43,84,3,11,5,464
Special,2022,12,9,906,0,88092256,60,20,78,0,11,5,465
Merry Christmas Everyone,1984,1,1,1087,0,351636786,72,87,14,0,13,3,466
Let It Snow! Let It Snow! Let It Snow!,1950,1,1,10585,0,473248298,60,32,88,0,34,6,467
SOS,2022,12,9,827,0,73981293,51,66,67,0,9,23,468
Open Arms (feat. Travis Scott),2022,12,8,1420,4,155653938,67,59,76,1,15,16,469
White Christmas,1942,1,1,11940,0,395591396,23,25,91,0,40,3,470
Driving Home for Christmas - 2019 Remaster,1986,1,1,888,0,429504768,51,58,36,0,18,4,471
Christmas (Baby Please Come Home),1963,11,22,9122,0,242767149,34,76,39,0,8,5,472
Gone Girl,2022,12,9,892,0,65362788,43,44,57,0,15,6,473
F2F,2022,12,9,989,0,67540165,53,74,9,0,34,4,474
Notice Me,2022,12,9,819,0,62019074,72,68,28,0,11,12,475
Merry Christmas,2017,11,10,2209,0,135723538,59,94,24,0,10,4,476
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),1958,1,1,6290,0,295998468,73,32,77,0,15,5,477
My Only Wish (This Year),2000,11,7,6952,0,261116938,67,72,17,0,19,3,478
Antidepresan,2022,11,4,313,2,136689549,70,59,3,0,10,3,479
Wild Flower (with youjeen),2022,12,2,353,2,135611421,49,77,3,0,12,9,480
I Hate U,2021,12,3,4094,0,356709897,54,39,51,0,11,16,481
Raindrops (Insane) [with Travis Scott],2022,12,2,880,0,110649992,80,54,9,0,38,5,482
SPIT IN MY FACE!,2022,10,31,573,0,301869854,70,57,9,20,11,7,483
Deck The Hall - Remastered 1999,1959,1,1,3299,0,127027715,69,36,81,0,8,4,484
Smoking on my Ex Pack,2022,12,9,811,0,57144458,47,68,24,0,22,38,485
Conceited,2022,12,9,899,0,56870689,79,46,5,0,11,7,486
Snow On The Beach (feat. Lana Del Rey),2022,10,21,2415,0,323437194,66,32,69,0,12,4,487
Maroon,2022,10,21,2304,0,317726339,64,40,6,0,10,6,488
TubarпїЅпїЅo Te,2022,9,28,1003,0,116144341,89,74,30,0,7,36,489
Bejeweled,2022,10,21,2699,0,328207708,70,56,6,0,9,7,490
Tarot,2022,5,6,2482,20,608228647,80,68,2,0,66,4,491
You Make It Feel Like Christmas (feat. Blake Shelton),2005,9,20,2577,0,180577478,63,88,1,0,12,4,492
Desesperados,2021,6,25,6821,34,809306935,87,69,36,0,9,8,493
Too Late,2022,12,8,714,0,49262961,45,68,78,0,39,8,494
Party,2022,5,6,3185,4,614555082,83,80,2,0,24,9,495
Run Rudolph Run - Single Version,1958,1,1,8612,0,245350949,69,71,79,0,7,8,496
Jingle Bells - Remastered 1999,1957,1,1,4326,0,178660459,51,34,73,0,10,5,497
Far,2022,12,9,680,0,51641685,61,55,67,0,16,8,498
On Time (with John Legend),2022,12,2,398,0,78139948,33,59,76,0,44,6,499
GATпїЅпїЅ,2022,8,25,3328,13,322336177,63,86,26,0,21,39,500
эээabcdefu,2021,8,13,7215,0,1007612429,70,54,30,0,37,5,501
Sacrifice,2022,1,7,4440,0,326792833,70,79,3,0,7,10,502
Is There Someone Else?,2022,1,7,2881,6,391251368,70,58,4,0,16,3,503
Fingers Crossed,2022,1,5,2235,0,349585590,60,47,62,0,31,5,504
Out of Time,2022,1,7,3711,0,339659802,65,74,27,0,32,5,505
Do It To It,2021,8,20,12403,0,674772936,85,81,2,5,7,9,506
We Don't Talk About Bruno,2021,11,19,2785,0,432719968,58,45,36,0,11,8,507
Pepas,2021,6,24,14114,17,1309887447,76,77,1,0,13,3,508
How Do I Make You Love Me?,2022,1,7,1915,0,119238316,80,51,2,0,9,8,509
Gasoline,2022,1,7,2297,0,116903579,74,73,0,0,21,5,510
Infinity,2017,6,23,4375,0,888046992,67,67,15,0,30,4,511
Less Than Zero,2022,1,7,2800,0,200660871,53,79,0,0,8,3,512
Take My Breath,2021,8,6,2597,0,130655803,70,77,1,0,26,4,513
good 4 u,2021,5,14,15563,6,1887039593,56,66,28,0,11,18,514
"Here We GoпїЅпїЅпїЅ Again (feat. Tyler, the Cr",2022,1,7,1420,0,88103848,41,64,36,0,60,3,515
Best Friends,2022,1,7,1292,0,101114984,49,59,44,0,35,21,516
Kiss Me More (feat. SZA),2021,4,9,15867,0,1575467011,77,66,30,0,13,3,517
I Heard You're Married (feat. Lil Wayne),2022,1,7,1178,0,91656026,75,84,10,0,31,19,518
Need To Know,2021,6,11,6672,0,1042568408,66,61,30,0,9,7,519
MONTERO (Call Me By Your Name),2020,9,18,12329,0,1735441776,61,51,30,0,38,15,520
love nwantiti (ah ah ah),2019,7,26,5669,2,726837877,74,73,61,0,13,4,521
Dawn FM,2022,1,7,811,0,53933526,27,49,62,0,49,5,522
Surface Pressure,2021,11,19,1756,0,267758538,65,58,2,0,4,31,523
Starry Eyes,2022,1,7,1014,0,74601456,28,41,50,0,19,3,524
THATS WHAT I WANT,2021,9,17,7963,0,920797189,74,85,1,0,5,22,525
One Right Now (with The Weeknd),2021,11,5,4771,0,539595276,68,78,4,0,7,5,526
Beggin,2017,12,8,8559,0,1367810478,71,80,13,0,36,5,527
Mon Amour - Remix,2020,9,21,3221,2,578207856,75,76,12,0,10,10,528
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021,10,5,3423,26,775542072,64,70,9,0,9,8,529
MONEY,2021,9,10,2566,13,863625566,83,55,16,0,14,23,530
The Motto,2021,11,4,9151,6,656013912,75,76,3,0,9,4,531
Happier Than Ever,2021,7,30,8476,0,1056760045,31,24,76,0,14,4,532
Moth To A Flame (with The Weeknd),2021,10,22,7495,17,611994237,56,67,0,0,11,4,533
traitor,2021,5,21,5257,6,1230855859,29,33,68,0,12,5,534
Toxic,2021,9,10,1795,0,582981380,59,61,84,0,46,36,535
drivers license,2021,1,8,12685,3,1858144199,59,43,76,0,10,7,536
MalvadпїЅпї,2021,11,30,648,1,240684449,82,61,38,0,14,27,537
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),2021,11,12,4635,5,583687007,63,52,28,0,9,3,538
DonпїЅпїЅпїЅt Break My,2022,1,7,1184,0,63803529,77,62,34,0,23,3,539
Oh My God,2021,11,19,4431,0,466214729,53,73,9,0,3,5,540
Entre Nosotros (Remix) [con Nicki Nicole],2022,1,5,759,3,236940480,70,44,40,0,37,4,541
A Tale By Quincy,2022,1,7,733,0,41924466,46,50,71,0,10,11,542
I AM WOMAN,2021,11,18,2795,0,225259194,65,47,12,0,13,16,543
Medallo,2021,10,27,2780,2,393230256,79,70,57,0,66,8,544
It'll Be Okay,2021,12,1,1950,0,287201015,40,29,62,0,9,3,545
Softcore,2018,3,9,3947,12,599770206,57,58,5,0,15,3,546
Super Gremlin,2021,10,30,2551,0,342779426,83,41,0,0,36,14,547
Volvпї,2021,8,3,5375,10,673801126,73,86,42,0,7,18,548
Todo De Ti,2020,11,2,11975,8,1168642797,81,63,40,1,10,4,549
Love Nwantiti - Remix,2019,8,30,2696,0,540539717,58,60,44,9,5,6,550
Smokin Out The Window,2021,11,5,4963,0,383550148,63,62,6,0,35,4,551
Meet Me At Our Spot,2020,3,13,6734,0,530511203,77,47,2,0,9,3,552
Every Angel is Terrifying,2022,1,7,715,0,37307967,44,94,11,0,4,29,553
Tacones Rojos,2021,10,22,3047,9,510876816,75,86,8,0,14,3,554
Peaches (feat. Daniel Caesar & Giveon),2021,3,19,14140,0,1445941661,63,68,38,0,42,18,555
Dakiti,2020,10,30,11215,21,1763363713,73,57,40,0,11,5,556
"Tiago PZK: Bzrp Music Sessions, Vol. 48",2021,12,29,1678,12,374191487,66,82,47,0,10,32,557
LпїЅпїЅпї,2022,1,9,2035,0,108809090,56,55,35,0,23,11,558
NostпїЅпїЅl,2021,9,8,2780,2,436695353,73,85,17,0,24,5,559
Better Days (NEIKED x Mae Muller x Polo G),2021,9,24,4091,0,421040617,72,68,0,0,14,4,560
Life Goes On,2020,7,17,2868,0,501541661,70,49,19,0,12,8,561
Sad Girlz Luv Money Remix (feat. Kali Uchis),2021,9,16,3643,0,354065229,86,53,43,0,11,6,562
Butter,2021,5,21,4779,6,1143647827,79,36,0,0,6,11,563
pushin P (feat. Young Thug),2022,1,7,3517,0,311395144,77,42,1,1,13,19,564
You Right,2021,6,24,5073,0,672656250,83,62,2,0,8,6,565
deja vu,2021,4,1,7545,4,1256880657,44,60,61,0,42,9,566
Dynamite,2020,8,21,8528,5,1692897992,75,77,1,0,9,10,567
TO THE MOON,2021,11,5,2979,0,245095641,74,65,5,1,11,35,568
Lost in the Fire,2019,1,11,7731,2,686734357,66,68,9,0,12,4,569
Salimo de Noche,2021,10,21,1057,0,261414174,67,63,29,0,12,5,570
Volando - Remix,2021,7,8,3272,19,610045621,66,69,21,0,11,7,571
Leave The Door Open,2021,3,5,14417,0,1115880852,59,62,18,0,9,3,572
Knife Talk (with 21 Savage ft. Project Pat),2021,9,3,5199,0,594482982,85,37,13,0,7,30,573
Don't Be Shy,2021,8,1,6026,0,566954746,77,79,20,0,26,6,574
LA FAMA (with The Weeknd),2021,11,11,4640,3,374706940,77,30,95,0,13,5,576
The Family Madrigal,2021,11,19,1150,0,184937148,59,63,12,0,6,36,577
Phantom Regret by Jim,2022,1,7,768,0,31959571,46,48,75,30,14,4,578
Dos Oruguitas,2021,11,19,925,0,167076418,42,36,76,0,9,5,579
Freaks,2015,5,10,3006,3,824420218,35,94,0,63,5,5,580
Acapulco,2021,9,1,3098,0,363467642,77,79,5,0,16,5,581
Daddy Issues,2015,10,30,9771,4,1127468248,59,52,7,15,12,3,582
thought i was playing,2022,1,7,807,0,60680939,68,73,0,0,7,7,583
ELEVEN,2021,12,1,521,1,247737946,83,73,6,0,5,11,584
Mood (feat. Iann Dior),2020,7,24,12854,0,1699402402,70,72,22,0,27,4,585
What Else Can I Do?,2021,11,19,802,0,154797871,72,71,26,0,10,4,586
DANCE CRIP,2021,11,17,731,0,198883004,86,79,11,0,8,9,587
Miserable Man,2022,1,7,788,0,124407432,63,35,93,0,29,3,588
happier,2021,5,21,3069,4,850608354,39,45,81,0,8,13,589
Praise God,2021,8,29,4651,0,376333030,80,55,1,0,26,17,590
Get Into It (Yuh),2021,6,25,4999,0,516784627,91,66,32,0,9,16,591
Before You Go,2019,11,1,8327,24,1608045237,45,60,63,0,9,6,592
Sky,2020,12,25,3297,3,506778838,79,91,26,0,13,21,593
Rolling in the Deep,2010,11,29,35684,6,1472799873,73,76,13,0,5,3,594
Sobrio,2021,7,8,3506,10,513643924,76,77,14,0,15,22,595
Peru,2021,12,23,2999,0,261286503,96,42,57,0,8,9,596
favorite crime,2021,5,21,3681,0,783706581,40,29,86,0,34,4,597
Thunder,2021,5,7,4846,10,422691058,67,90,3,0,34,6,598
The Business,2020,1,1,14311,0,1062345656,80,62,41,2,11,23,599
positions,2020,10,23,8207,0,1252563873,73,80,44,0,9,12,600
I WANNA BE YOUR SLAVE,2021,3,19,4873,0,851070493,75,61,0,0,18,4,601
Vai LпїЅпїЅ Em Casa ,2021,10,22,772,0,263894529,46,83,53,0,97,28,602
The Feels,2021,10,1,1150,0,345903614,81,90,9,0,8,7,603
HEARTBREAK ANNIVERSARY,2020,2,21,5398,4,951637566,61,46,56,0,13,5,604
No Lie,2016,11,18,7370,0,956865266,74,89,5,0,26,13,605
OUT OUT (feat. Charli XCX & Saweetie),2021,8,13,6890,0,427486004,79,84,2,0,5,5,606
Pope Is a Rockstar,2016,4,20,1966,0,156658366,73,45,85,24,11,3,607
2055,2021,4,14,2226,0,624515457,78,52,46,0,12,31,608
Bored,2017,3,30,4204,0,777765388,60,33,90,0,8,5,609
Happier Than Ever - Edit,2021,7,28,1959,0,412795151,45,57,7,0,23,3,610
Astronaut In The Ocean,2019,1,1,7191,0,1138474110,78,70,18,0,15,9,611
Ley Seca,2021,9,2,2012,0,355219175,76,84,10,0,13,10,612
Every Summertime,2021,8,10,1211,2,290228626,63,67,38,0,6,4,613
Talking To The Moon,2010,10,4,7109,2,1062956628,52,61,51,0,11,3,614
you broke me first,2020,4,17,6638,0,1180094974,64,37,79,0,9,5,615
The Nights,2014,1,1,17354,8,1456081449,53,85,2,0,24,4,616
Take My Breath,2021,8,6,6392,0,432702334,75,74,2,0,11,5,617
Way 2 Sexy (with Future & Young Thug),2021,9,3,5481,0,489945871,80,60,0,0,32,14,618
CпїЅпїЅ,2021,6,25,2636,3,465959382,77,63,58,0,11,5,619
Enemy - from the series Arcane League of Legends,2021,10,27,824,0,1223481149,73,74,23,0,41,23,620
Dance Monkey,2019,5,10,24529,0,2864791672,82,59,69,0,18,10,621
Lucid Dreams,2017,6,15,14749,0,2288695111,44,48,38,0,33,24,622
QuпїЅпїЅ MпїЅпї,2021,1,28,8087,0,720825549,89,82,3,0,17,11,623
All of Me,2013,8,1,27221,0,2086124197,42,26,92,0,13,3,624
Smells Like Teen Spirit - Remastered 2021,1991,9,10,49991,9,1690192927,52,91,0,0,11,7,625
Arcade,2019,3,7,6646,0,991336132,45,33,82,0,14,4,626
Fair Trade (with Travis Scott),2021,9,3,5403,6,593917618,67,47,5,0,22,26,627
Bar,2021,11,11,755,4,200972675,52,69,13,0,33,8,628
The Rumbling (TV Size),2022,1,10,254,0,71014967,41,88,0,0,26,5,629
family ties (with Kendrick Lamar),2021,8,27,6308,5,560222750,71,61,1,0,23,33,630
Mr. Brightside,2003,9,23,51979,15,1806617704,35,93,0,0,10,8,631
Blessed-Cursed,2022,1,10,246,0,77337771,60,89,9,0,60,6,632
AM Remix,2021,6,24,6556,0,528544703,74,66,11,0,8,16,633
Streets,2019,11,7,5728,0,865640097,75,46,21,4,34,8,634
Shallow,2018,9,27,16636,12,2159346687,57,40,38,0,26,3,635
Polaroid Love,2022,1,10,461,0,211372494,74,67,46,0,36,4,636
Leave Before You Love Me (with Jonas Brothers),2021,4,28,4893,4,651732901,72,72,0,0,13,4,637
Permission to Dance,2021,7,9,1801,2,608334048,70,74,1,0,34,4,638
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021,1,15,12043,0,863756573,82,86,1,0,30,13,639
RAPSTAR,2021,4,9,4731,0,797402345,79,54,41,0,13,24,640
'Till I Collapse,2002,5,26,22923,0,1695712020,55,85,7,0,8,20,641
Memories,2019,9,20,9974,2,1759567999,77,32,84,0,8,5,642
Se Le Ve,2021,8,12,1560,0,223319934,56,76,10,0,14,11,643
25k jacket (feat. Lil Baby),2022,1,7,620,0,54937991,90,54,16,0,13,28,644
When IпїЅпїЅпїЅm Gone (with Katy ,2021,12,29,3270,0,226897599,69,89,4,0,49,3,645
EsqueпїЅпїЅa-Me Se For C,2021,10,14,580,0,258316038,80,69,28,0,13,7,646
MiпїЅпїЅn,2021,4,29,3406,16,596152090,85,54,16,0,29,7,647
SпїЅпїЅ,2021,11,18,903,0,177129919,63,75,17,0,11,8,648
MAMIII,2022,2,10,6809,28,716591492,84,70,9,0,14,8,649
Still D.R.E.,1999,1,1,33966,0,1210599487,81,78,18,0,6,24,650
Stay Alive (Prod. SUGA of BTS),2022,2,11,590,5,246376690,51,76,30,0,10,7,651
Boyfriend,2022,2,11,3766,0,496311364,35,61,23,0,19,6,652
The Joker And The Queen (feat. Taylor Swift),2022,2,11,1430,0,146789379,53,31,92,0,28,3,653
The Next Episode,1999,1,1,31762,0,843309044,92,89,3,0,8,25,654
Light Switch,2022,1,19,4049,0,500340342,69,63,11,0,9,31,655
City of Gods,2022,2,11,2096,0,107255472,47,80,10,0,32,38,656
Brividi,2022,2,2,1175,0,135079152,52,60,40,0,26,3,657
Lost,2012,1,1,29499,11,822239726,91,61,3,0,17,22,658
In Da Club,2002,1,1,30427,7,1202722675,90,71,26,0,7,37,659
she's all i wanna be,2022,2,4,2711,0,343197054,61,64,1,0,12,4,660
Ginseng Strip 2002,2013,8,16,4310,0,240769997,60,71,8,0,48,4,661
All For Us - from the HBO Original Series Euphoria,2019,8,4,5342,0,426204830,37,67,2,0,34,9,662
Notion,2016,8,5,2393,0,421135627,31,88,7,0,8,8,663
Formula,2019,10,4,3444,7,554875730,57,66,4,6,15,4,664
Mount Everest,2019,6,21,5443,0,467727006,46,43,23,8,8,22,665
Excuses,2020,7,24,272,4,327498031,84,72,8,0,15,8,666
Cigarettes,2021,12,10,975,0,185408548,60,62,3,0,38,4,667
"CayпїЅпїЅ La Noche (feat. Cruz CafunпїЅпїЅ, Abhir Hathi, Bejo, EL IMA)",2022,1,14,1034,1,245400167,67,75,44,0,7,30,668
California Love - Original Version (Explicit),1995,12,28,18773,0,579395142,77,84,3,0,38,4,669
Forgot About Dre,1999,1,1,19067,0,675039469,93,74,9,0,17,8,670
Down Under (feat. Colin Hay),2021,11,19,3541,2,252871192,31,86,1,0,28,17,671
Mujeriego,2021,12,17,1492,0,231996128,76,62,6,0,8,13,672
HUMBLE.,2017,3,30,33206,1,1929770265,91,60,0,0,9,12,673
Stan,1999,11,21,17115,0,918915401,78,74,4,0,45,21,674
Contection,2020,1,16,6955,0,1180896317,81,75,14,0,29,34,675
Swim,2017,10,4,2742,0,498960285,67,54,27,0,8,4,676
A Tu Merced,2020,2,29,4214,11,685071800,86,79,17,0,11,6,677
Numb Little Bug,2022,1,28,2026,0,258714692,74,52,30,0,26,9,678
