Company Name,Country,Sales,Profit,Assets,Market Value
Pernod Ricard,France,12460.0,2520.0,39350.0,60470.0
Michelin Group,France,30050.0,2100.0,37720.0,23130.0
Komatsu,Japan,26250.0,2410.0,36640.0,23620.0
Softbank,Japan,55250.0,-23110.0,320920.0,56050.0
DuPont De Nemours,United States,12760.0,5570.0,41210.0,30070.0
Sysco,United States,75550.0,1550.0,22700.0,38900.0
Devon Energy,United States,20640.0,5960.0,23720.0,32940.0
Orsted,Denmark,16900.0,1650.0,44720.0,39160.0
American Tower,United States,10820.0,1390.0,66820.0,91690.0
Lam Research,United States,18840.0,4920.0,19240.0,71170.0
Fairfax Financial,Canada,28320.0,1250.0,79010.0,18280.0
Larsen & Toubro,India,22620.0,1290.0,39680.0,40850.0
Infineon Technologies,Germany,16460.0,2920.0,28720.0,47580.0
Investor AB,Sweden,8109.999999999999,2620.0,73170.0,65580.0
Aon,Ireland,12680.0,2620.0,34250.0,67070.0
Bank of Nanjing,China,12730.0,2750.0,312650.0,14050.0
Baidu,China,18360.0,1090.0,56240.0,42000.0
DSV Panalpina,Denmark,30120.0,2300.0,22570.0,41210.0
ENGIE,France,98650.0,228.1,251330.0,38780.0
Sherwin-Williams,United States,22590.0,2130.0,23130.0,59530.0
Sun Hung Kai Properties,Hong Kong,8330.0,2400.0,102720.0,40840.0
Daiwa House Industry,Japan,35840.0,1700.0,47690.0,16800.0
Prologis,United States,6520.0,2680.0,88520.0,118610.0
Bank Central Asia,Indonesia,6710.0,2930.0,88150.0,75600.0
Moderna,United States,14920.0,4780.0,24130.0,52240.0
Hyundai Mobis,South Korea,40170.0,1920.0,43820.0,15140.0
M&T Bank,United States,10100.0,2330.0,202960.0,19900.0
Carrier Global,United States,21040.0,2530.0,26410.0,35380.0
CSL,Australia,11720.0,2170.0,35450.0,97910.0
CNH Industrial,United Kingdom,24280.0,2180.0,40570.0,19090.0
Grupo Mexico,Mexico,13930.0,3260.0,32659.999999999996,37810.0
Keurig Dr Pepper,United States,14330.0,1320.0,51660.0,46650.0
Maybank,Malaysia,9900.0,1870.0,215170.0,23770.0
Toyota Industries,Japan,24940.0,1420.0,58770.0,18230.0
Commerzbank,Germany,15550.0,1510.0,524970.0,13460.0
Corteva,United States,17740.0,1180.0,45500.0,41410.0
TC Energy,Canada,11010.0,1280.0,88080.0,41630.0
Bharti Airtel,India,17120.0,934.5,52920.0,53660.0
Williams,United States,10900.0,2600.0,48940.0,36770.0
Henkel,Germany,23540.0,1320.0,35410.0,34280.0
Veolia Environnement,France,45070.0,752.3,78230.0,21900.0
Fifth Third Bank,United States,10410.0,2510.0,208660.0,16910.0
Fast Retailing,Japan,19000.0,2090.0,22140.0,72670.0
S.F. Holding,China,38670.0,1000.0,31150.0,38260.0
Intuit,United States,13680.0,1950.0,27200.0,119500.0
Prudential Financial,United States,62290.0,19.0,709270.0,29950.0
Salesforce,United States,31350.0,208.0,102580.0,197590.0
China Coal Energy,China,32900.0,2980.0,48850.0,11320.0
FirstRand,South Africa,10840.0,2190.0,125950.0,19280.0
Svenska Handelsbanken,Sweden,10090.0,2180.0,347370.0,17070.0
NetEase,China,14340.0,2930.0,24850.0,56680.0
Lenovo Group,Hong Kong,66010.0,1910.0,41750.0,12350.0
New China Life Insurance,China,33280.0,1490.0,177000.0,9680.0
CME Group,United States,5110.0,2870.0,166040.0,66600.0
Recruit Holdings,Japan,25560.0,2250.0,20530.0,44400.0
Tongwei,China,21870.0,4250.0,23650.0,24950.0
Swedbank,Sweden,8780.0,2390.0,292810.0,19000.0
BASF,Germany,87600.0,-297.4,93590.0,48040.0
Intact Financial,Canada,16210.0,1860.0,43730.0,26070.0
George Weston,Canada,43820.0,1400.0,36130.0,18170.0
Parker-Hannifin,United States,18160.0,1500.0,30520.0,42750.0
Air Products & Chemicals,United States,12880.0,2260.0,28280.0,65890.0
Kotak Mahindra Bank,India,8510.0,1860.0,75490.0,46830.0
Edison International,United States,17220.0,943.0,78850.0,28170.0
Standard Bank Group,South Africa,12180.0,2180.0,169490.0,14680.0
Muyuan Foodstuff,China,18510.0,1970.0,27750.0,36110.0
Imperial Brands,United Kingdom,21570.0,2000.0,34560.0,22000.0
Mitsui Fudosan,Japan,17180.0,1530.0,67010.0,18360.0
Public Service Enterprise Group,United States,11040.0,2320.0,49410.0,31840.0
STMicroelectronics,Switzerland,16840.0,4590.0,21200.0,38260.0
Inpex,Japan,17670.0,3330.0,47460.0,14370.0
Canadian Pacific Kansas City,Canada,6990.0,2820.0,54310.0,75100.0
Naspers,South Africa,7570.0,3760.0,62160.0,35640.0
Samsung C&T,South Korea,32800.0,1710.0,46640.0,13600.0
Alpha Dhabi Holding,United Arab Emirates,10910.0,1990.0,35680.0,59150.0
Capgemini,France,23120.0,1630.0,27190.0,31680.0
Compass Group,United Kingdom,32540.0,1420.0,20930.0,45540.0
Oneok,United States,21710.0,2380.0,24460.0,28860.0
Kenvue,United States,14930.0,2090.0,27320.0,45480.0
Swiss Re,Switzerland,46290.0,473.7,164170.0,28740.0
Dollar Tree,United States,28330.0,1620.0,23020.0,34390.0
Suzuki Motor,Japan,33510.0,1580.0,33170.0,17220.0
Synchrony Financial,United States,14100.0,2690.0,107850.0,11720.0
Haleon,United Kingdom,13500.0,1330.0,41880.0,39790.0
Bouygues,France,46580.0,1020.0,64670.0,12950.0
Hermès International,France,12190.0,3540.0,18630.0,229400.0
Coca-Cola Europacific Partners,United Kingdom,18200.0,1580.0,31280.0,29990.0
Sinopharm Group,China,81970.0,1260.0,52470.0,10950.0
Raymond James Financial,United States,12590.0,1670.0,79180.0,18560.0
Ericsson,Sweden,26850.0,1660.0,33330.0,18110.0
Longi Green Energy Technology,China,20130.0,2300.0,20940.0,36390.0
Woolworths,Australia,43070.0,1190.0,22900.0,32080.0
Thales,France,18460.0,1180.0,36730.0,31050.0
Wuliangye Yibin,China,9660.0,4140.0,23340.0,97560.0
Eversource Energy,United States,12610.0,1450.0,54100.0,27000.0
Walgreens Boots Alliance,United States,133290.0,-3150.0,100480.0,27760.0
American Airlines Group,United States,52260.0,1770.0,66790.0,9050.0
Kuehne & Nagel International,Switzerland,37670.0,2430.0,15420.0,36030.0
Wesfarmers,Australia,28760.0,1750.0,18720.0,39400.0
Anhui Conch Cement,China,19530.0,2380.0,35460.0,16440.0
Indian Oil,India,103420.0,781.9,55920.0,14290.0
Cathay Financial,Taiwan,8650.0,1250.0,392330.0,22550.0
Central Japan Railway,Japan,10330.0,1620.0,71490.0,24760.0
NXP Semiconductors,Netherlands,13190.0,2750.0,23730.0,43330.0
Republic Services,United States,14120.0,1520.0,29080.0,46130.0
Fujitsu,Japan,27400.0,1590.0,24540.0,25690.0
Saudi Arabian Mining,Saudi Arabia,10730.0,2480.0,29690.0,44630.0
CTBC Financial,Taiwan,13960.0,1050.0,251190.0,14730.0
Halliburton,United States,21690.0,1960.0,23620.0,26960.0
Hewlett Packard Enterprise,United States,28970.0,856.0,55590.0,18290.0
VMware,United States,13350.0,1310.0,31240.0,53180.0
Fujifilm Holdings,Japan,20980.0,1580.0,31440.0,21280.0
Nintendo,Japan,12700.0,3470.0,21110.0,49130.0
Citizens Financial Group,United States,10350.0,2160.0,222260.0,12800.0
Kimberly-Clark,United States,20270.0,1980.0,18180.0,48980.0
Infosys,India,18260.0,3000.0,15310.0,63860.0
Tokyo Electron,Japan,16840.0,3650.0,15860.0,54600.0
Teck Resources,Canada,13140.0,2190.0,39720.0,22330.0
Sumitomo Mitsui Trust,Japan,11750.0,1310.0,516549.99999999994,13370.0
Warner Bros. Discovery,United States,41360.0,-8900.0,130580.00000000001,31320.0
MediaTek,Taiwan,16500.0,3350.0,19800.0,35070.0
Illinois Tool Works,United States,16010.000000000002,3090.0,15920.0,69990.0
Woori Financial Group,South Korea,20470.0,2420.0,379970.0,6410.0
JBS,Brazil,72580.0,2990.0,39420.0,8160.0
DTE Energy,United States,18240.0,1130.0,42520.0,23360.0
Metallurgical Corp of China,China,89920.0,1600.0,92580.0,6390.0
Samsung Life Insurance,South Korea,23150.0,1230.0,249470.0,9070.0
Nippon Yusen,Japan,20190.0,9410.0,28460.0,11690.0
Advanced Micro Devices,United States,23070.0,395.0,67630.0,144680.0
Huntington Bank,United States,8720.0,2380.0,189070.0,14220.0
Arch Capital Group,Bermuda,10710.0,2000.0,42380.0,27860.0
TE Connectivity,Switzerland,16460.0,2130.0,21490.0,38740.0
Bunge,United States,66670.0,1550.0,27110.0,13640.0
China Zheshang Bank,China,17440.0,2060.0,399740.0,7860.0
Allstate,United States,52860.0,-2290.0,90100.0,30420.0
Luxshare Precision Industry,China,32360.0,1370.0,21310.0,26700.0
Jackson Financial,United States,14460.0,5700.0,284870.0,2910.0
Albertsons,United States,77650.0,1510.0,28750.0,11940.0
HeidelbergCement,Germany,22170.0,1680.0,36380.0,14330.0
Edp-energias De Portugal,Portugal,21890.0,713.2,62770.0,22310.0
Entergy,United States,13760.0,1100.0,58590.0,22700.0
Evergreen Marine Corp. (Taiwan),Taiwan,21040.0,11210.0,28880.0,10460.0
L3Harris Technologies,United States,17430.0,924.0,35510.0,35570.0
Deutsche Boerse,Germany,5740.0,1610.0,299630.0,35540.0
Atlas Copco,Sweden,14540.0,2390.0,16970.0,70990.0
Regions Financial,United States,8020.0,2310.0,154130.0,15460.0
Bank of Baroda,India,12810.0,1490.0,176290.0,11590.0
TELUS,Canada,14330.0,1090.0,39890.0,30100.0
Boston Scientific,United States,13040.0,902.0,32890.0,74100.0
Cognizant,United States,19410.0,2310.0,18150.0,32119.999999999996
Samsung SDI,South Korea,16360.0,1570.0,23930.0,34580.0
Coal India,India,16890.0,3730.0,23990.0,17880.0
Tata Steel,India,30280.0,1090.0,35050.0,16219.999999999998
Asahi Group Holdings,Japan,19090.0,1150.0,36610.0,19790.0
China Tower Corp.,China,13700.0,1310.0,43950.0,22050.0
The Estée Lauder Companies,United States,15800.0,1090.0,22710.0,72710.0
Riyad Bank,Saudi Arabia,4940.0,1990.0,380630.0,25680.0
MGM Resorts,United States,14150.0,1940.0,43540.0,15690.0
Biogen,United States,9520.0,3130.0,24600.0,46040.0
Neste,Finland,26500.0,1550.0,17030.0,35890.0
East Japan Railway,Japan,17750.0,732.3,70270.0,21960.0
Telstra,Australia,15430.0,1220.0,28630.0,33700.0
Ferguson,United Kingdom,30010.0,2100.0,15220.0,31500.0
Kubota,Japan,20370.0,1190.0,35860.0,18320.0
Colgate-Palmolive,United States,18340.0,1600.0,16170.000000000002,66860.0
Kuwait Finance House,Kuwait,6330.0,1420.0,120110.0,35300.0
AutoZone,United States,16890.0,2420.0,15540.0,49520.0
Raiffeisen Bank International,Austria,14670.0,3900.0,229220.0,5040.0
China Merchants Shekou Industrial Zone Holdings,China,25130.0,596.9,132910.0,15650.0
Sompo,Japan,33790.0,598.6,113220.0,14050.0
Grupo Bimbo,Mexico,20740.0,2360.0,18730.0,24620.0
China National Nuclear Power,China,10380.0,1330.0,69660.0,19360.0
Hess,United States,12460.0,2150.0,21940.0,41850.0
CK Asset Holdings,Hong Kong,7290.0,2770.0,65960.0,21310.0
SingTel,Singapore,10900.0,1580.0,33030.0,32250.0
Deutsche Lufthansa,Germany,35800.0,944.3,48790.0,12100.0
Rogers Communications,Canada,11800.0,1360.0,41470.0,24760.0
Legal & General Group,United Kingdom,-109990.0,2820.0,609050.0,17080.0
Publicis Groupe,France,14920.0,1280.0,38310.0,19530.0
Swisscom,Switzerland,11610.0,1670.0,27740.0,35130.0
Mitsubishi Heavy Industries,Japan,31570.0,988.1,41520.0,13010.0
SK,South Korea,104640.0,850.3,153820.0,6730.0
Vertex Pharmaceuticals,United States,9020.0,3260.0,18970.0,89650.0
Sichuan Road & Bridge,China,21470.0,1800.0,30350.0,13550.0
Viatris,United States,16170.000000000002,2080.0,50020.0,11130.0
Bank Of Hangzhou,China,9650.0,1800.0,246820.0,11070.0
Idemitsu Kosan,Japan,70330.0,2500.0,39470.0,6440.0
SSE,United Kingdom,13640.0,1310.0,31850.0,25430.0
Industrial Bank of Korea,South Korea,15900.0,2170.0,341620.0,6040.0
China Energy Engineering,China,55520.0,1150.0,101630.0,4170.0
WEC Energy Group,United States,9580.0,1350.0,42800.0,30290.0
Hanwha,South Korea,48200.0,1020.0,167000.0,1520.0
Trane Technologies,Ireland,16300.0,1800.0,17900.0,40320.0
PPG,United States,17720.0,1270.0,22100.0,32490.000000000004
Volvo Car,Sweden,33830.0,1480.0,31480.0,11280.0
Weichai Power,China,27300.0,831.9,44740.0,14620.0
Meituan,China,32580.0,-1040.0,35170.0,108170.0
CBRE Group,United States,30910.0,1130.0,21030.0,23170.0
Crown Castle International,United States,7020.0,1670.0,39050.0,51390.0
Diamondback Energy,United States,9160.0,4280.0,27590.0,24050.0
Activision Blizzard,United States,8140.000000000001,1860.0,27390.0,59750.0
Xiamen C&D,China,123660.0,885.2,112120.0,4570.0
CGN Power,China,12100.0,1560.0,60050.0,13770.0
Sampo,Finland,9450.0,1500.0,42460.0,25580.0
Inner Mongolia Yili,China,18210.0,1390.0,21430.0,27510.0
Northern Trust,United States,8710.0,1270.0,151110.0,15210.0
Aeon,Japan,67950.0,159.4,90600.0,17430.0
Murata Manufacturing,Japan,12450.0,1870.0,21590.0,36440.0
Blackstone,United States,12490.0,616.6,41090.0,98800.0
Cardinal Health,United States,198660.0,463.0,43380.0,21180.0
Loews,United States,14430.0,1050.0,76560.0,13360.0
Abu Dhabi Commercial Bank,United Arab Emirates,6890.0,1790.0,136530.0,16830.0
Ecolab,United States,14490.0,1150.0,21250.0,49450.0
RELX,United Kingdom,10540.0,2009.9999999999998,19040.0,58210.0
Safran,France,20520.0,-2580.0,49980.0,64349.99999999999
Uber,United States,33850.0,-3370.0,32450.000000000004,76400.0
Nomura,Japan,18350.0,684.7,358940.0,10690.0
IQVIA,United States,14490.0,1050.0,25740.0,34980.0
United Rentals,United States,12400.0,2190.0,24630.0,23510.0
Gallagher,United States,8440.0,1110.0,38910.0,45350.0
Prudential,United Kingdom,-7340.0,1040.0,163130.0,41090.0
Equitable Holdings,United States,12430.0,1390.0,261500.0,8690.0
Hindalco Industries,India,28380.0,1470.0,27550.0,11930.0
The Mosaic Company,United States,18810.0,2840.0,22860.0,12990.0
Norsk Hydro,Norway,21930.0,2510.0,20160.0,14130.0
Richemont,Switzerland,21610.0,127.8,38830.0,94060.0
O'Reilly Automotive,United States,14820.0,2210.0,12970.0,58170.0
Subaru,Japan,26950.0,1230.0,29160.0,12570.0
National Bank of Kuwait,Kuwait,5560.0,1640.0,118830.0,25360.0
Toshiba,Japan,25480.0,1240.0,26570.0,14160.0
Xiaomi,China,41730.0,344.3,39340.0,35500.0
ASE Technology Holding,Taiwan,21620.0,1810.0,22180.0,14460.0
Kyocera,Japan,15280.0,1120.0,30250.0,19100.0
Hikvision,China,11990.0,1800.0,17050.0,50560.0
Chongqing Changan Auto,China,17100.0,1490.0,25340.0,16900.0
Mitsubishi Estate,Japan,10270.0,1300.0,53150.0,15840.0
BOE Technology Group,China,24020.0,497.3,60010.0,21750.0
Turkish Airlines,Turkey,19680.0,2790.0,32000.0,8880.0
JFE Holdings,Japan,39360.0,1590.0,43220.0,6930.0
China National Building,China,34250.0,1200.0,69400.0,5800.0
TBEA,China,15120.0,2550.0,26190.0,12580.0
Ross Stores,United States,18700.0,1510.0,14400.0,35720.0
Keyence,Japan,6810.0,2680.0,19910.0,114000.0
Quinenco,Chile,11700.0,4050.0,81660.0,6960.0
Best Buy,United States,46300.0,1420.0,15800.0,16040.0
Renesas Electronics,Japan,11170.0,2230.0,21340.0,24650.0
Amphenol,United States,12640.0,1920.0,15380.0,45070.0
KLA,United States,10590.0,3510.0,13680.0,52910.0
Vedanta Limited,India,18930.0,1840.0,24840.0,12490.0
Danske Bank,Denmark,16940.0,-384.7,552960.0,17220.0
Ally Financial,United States,13240.0,1380.0,196160.0,7620.0
Corning,United States,13640.0,911.0,28820.0,26760.0
Genuine Parts,United States,22570.0,1240.0,16910.0,24410.0
Steel Dynamics,United States,21580.0,3400.0,14220.0,16850.0
Reinsurance Group of America,United States,16570.0,938.0,86400.0,9750.0
Hong Kong Exchanges,Hong Kong,2460.0,1380.0,48340.0,51540.0
Daqin Railway,China,11260.0,1730.0,29770.0,17040.0
Isbank,Turkey,17010.0,1810.0,86780.0,5460.0
Verbund,Austria,10870.0,1800.0,21050.0,30130.0
Bajaj Finserv,India,10240.0,798.5,49340.0,26470.0
Semiconductor Manufacturing International,China,7270.0,1820.0,43810.0,21150.0
Southwest Airlines,United States,24830.0,658.0,35550.0,17650.0
Fortis (Canada),Canada,8710.0,1120.0,47760.0,21930.0
SK Innovation,South Korea,61800.0,552.3,55250.0,11570.0
Associated British Foods,United Kingdom,22630.0,910.1,23150.0,18880.0
Jardine Matheson,Bermuda,37720.0,354.0,89150.0,14250.0
KeyCorp,United States,8680.0,1780.0,197520.0,9190.0
ZTE,China,17970.0,1250.0,26770.0,14300.0
Sekisui House,Japan,22060.0,1390.0,23130.0,13190.0
Omnicom Group,United States,14320.0,1370.0,25240.0,17910.0
Grasim Industries,India,14370.0,1050.0,39150.0,14100.0
Quanta Computer,Taiwan,42950.0,971.3,26550.0,11270.0
Sabanci Holding,Turkey,14570.0,2640.0,66560.0,3910.0
Rongsheng Petrochemical,China,39860.0,-181.4,52810.0,18560.0
International Paper,United States,20940.0,1800.0,23770.0,11230.0
Eiffage,France,21930.0,941.7,38630.0,10950.0
Tenaris,Luxembourg,13510.0,3170.0,18640.0,16140.0
Tokyo Gas,Japan,24270.0,2070.0,26910.0,9020.0
Korea Gas,South Korea,40020.0,1160.0,49370.0,1750.0
Fox,United States,14290.0,1510.0,23130.0,17090.0
Siemens Energy,Germany,31640.0,-790.3,51240.0,19640.0
QBE Insurance Group,Australia,14860.0,786.3,43810.0,15440.0
Mahindra & Mahindra,India,14610.0,1260.0,23610.0,18430.0
DISH Network,United States,16680.0,2300.0,53740.0,3780.0
Constellation Energy,United States,25030.0,-169.0,46160.0,25750.0
Tata Motors,India,40500.0,-512.1,38800.0,22490.0
Westlake Chemical,United States,15090.0,1870.0,20810.0,15480.0
Bank Leumi,Israel,5260.0,2290.0,198150.0,12070.0
Canara Bank,India,13220.0,1250.0,163630.0,7060.0
WW Grainger,United States,15670.0,1670.0,7830.0,33890.0
HD HYUNDAI,South Korea,50200.0,964.7,51850.0,3090.0
Huishang Bank,China,10160.0,2000.0,227360.0,4410.0
Coterra Energy,United States,9080.0,4130.0,20140.0,19280.0
Fubon Financial,Taiwan,9760.0,471.0,349110.0,23910.0
AirBnB,United States,8400.0,1890.0,16040.0,75770.0
AerCap Holdings,Ireland,6870.0,1710.0,69680.0,13700.0
Simon Property Group,United States,5350.0,2160.0,33300.0,35810.0
Renault,France,48760.0,-355.2,126280.0,10450.0
Equinix,United States,7530.0,815.7,31270.0,68660.0
Solvay,Belgium,16630.0,1890.0,22190.0,12310.0
Public Bank,Malaysia,4570.0,1390.0,111980.0,17540.0
LG Electronics,South Korea,63310.0,336.8,44160.0,14870.0
Fidelity National Information (FIS),United States,14550.0,-16700.0,61080.0,33030.0
UPM-Kymmene,Finland,12480.0,1630.0,21790.0,17700.0
NEC,Japan,24450.0,844.9,29930.0,11830.0
Ameren,United States,8140.000000000001,1090.0,38060.0,23710.0
WTW,United Kingdom,8960.0,1090.0,31910.0,24240.0
EQT,United States,11480.0,4510.0,22690.0,11700.0
Korea Electric Power,South Korea,55150.0,-18940.0,185690.0,9220.0
ThyssenKrupp Group,Germany,43230.0,1160.0,38530.0,4530.0
YPF,Argentina,18630.0,2210.0,25910.0,9050.0
The Hershey Company,United States,10740.0,1700.0,11110.0,56180.0
ITC,India,8880.0,2320.0,10100.0,65150.00000000001
Microchip Technology,United States,8440.0,2240.0,16370.000000000002,41180.0
MTR,Hong Kong,6110.0,1250.0,41910.0,31500.0
Bank Hapoalim,Israel,5240.0,1940.0,188560.0,11730.0
Targa Resources,United States,19950.0,1110.0,19030.0,16250.0
HCL Technologies,India,12620.0,1850.0,11370.0,35010.0
Saudi British Bank,Saudi Arabia,3600.0,1300.0,83670.0,19040.0
Tenaga Nasional,Malaysia,15170.0,786.9,50300.0,11640.0
VICI Properties,United States,3060.0,1400.0,41850.0,32950.0
PulteGroup,United States,16620.0,2680.0,14830.0,14960.0
Sodexo,France,23920.0,831.9,21820.0,15540.0
WPP,United Kingdom,17770.0,840.9,34990.0,12040.0
Bank of Ireland,Ireland,8119.999999999999,1030.0,163280.0,10460.0
Builders FirstSource,United States,20930.0,2440.0,10480.0,14260.0
Santos,Australia,7900.0,2100.0,30300.0,15850.0
Pembina Pipeline,Canada,8920.0,2280.0,23230.0,17800.0
Albemarle,United States,8770.0,3670.0,17560.0,21090.0
Baker Hughes Company,United States,22040.0,-98.0,35040.0,28570.0
CIMB Group Holdings,Malaysia,6300.0,1240.0,151360.0,12330.0
Otsuka Holding,Japan,13210.0,1020.0,23520.0,18870.0
Zoetis,United States,8090.0,2070.0,13750.0,86060.0
HF Sinclair,United States,38310.0,3090.0,18010.0,7400.0
Suzano,Brazil,9960.0,3550.0,26700.0,10950.0
Mitsui OSK Lines,Japan,11890.0,5870.0,26780.0,8510.0
Realty Income,United States,3480.0,895.1,51100.0,42380.0
Apollo Global Management,United States,6860.0,-3260.0,259329.99999999997,48000.0
W. R. Berkley,United States,11150.0,1080.0,30310.0,15290.0
Labcorp,United States,14760.0,1000.0,20200.0,19810.0
Unum,United States,12030.0,1420.0,50900.0,8710.0
Shanghai Rural Commercial Bank,China,7040.0,1660.0,192230.0,8580.0
Public Storage,United States,4310.0,4350.0,17510.0,52020.0
Country Garden Holdings,China,63440.0,-860.5,250940.0,7350.0
CDW,United States,22900.0,1090.0,12770.0,22370.0
Huatai Securities,China,5180.0,1650.0,126870.0,12140.0
CenterPoint Energy,United States,9340.0,851.0,37750.0,19260.0
Grupo ACS,Spain,35330.0,702.3,39780.0,8820.0
Telkom Indonesia,Indonesia,9830.0,1400.0,18570.0,28150.0
United Microelectronics,Taiwan,8860.0,2750.0,18050.0,20240.0
Aptiv,Ireland,18130.0,667.0,21720.0,25270.0
Samsung Fire & Marine,South Korea,16460.0,990.7,68410.0,7290.0
NN Group,Netherlands,18140.0,464.5,230620.0,10320.0
China Hongqiao Group,China,19620.0,1330.0,26720.0,9290.0
Otis Worldwide,United States,13620.0,1270.0,9850.0,35530.0
Sasol,South Africa,18780.0,2350.0,24800.0,7950.0
Yara International,Norway,22030.0,1920.0,17650.0,10400.0
Continental,Germany,41420.0,70.0,42090.0,14100.0
Sumitomo Electric,Japan,29200.0,762.1,30080.0,10000.0
China Bohai Bank,China,10210.0,1190.0,248400.0,3060.0
Nan Ya Plastics,Taiwan,11910.0,1080.0,21650.0,20060.0
Guotai Junan Securities,China,5700.0,1640.0,123810.0,11740.0
Block,United States,17530.0,-540.7,31360.0,35670.0
Aluminum Corp of China,China,43280.0,626.8,30550.0,10370.0
Emaar Properties,United Arab Emirates,7090.0,1860.0,36040.0,14440.0
Kellogg,United States,15700.0,836.0,18630.0,24110.0
SQM,Chile,10790.0,3940.0,10820.0,19320.0
Ashtead Group,United Kingdom,9330.0,1580.0,18050.0,25590.0
Daiichi Sankyo,Japan,9430.0,805.7,18850.0,66620.0
Power Finance,India,9230.0,1830.0,99720.0,5450.0
Thomson Reuters,Canada,6700.0,1180.0,21040.0,56310.0
Galp Energia,Portugal,27380.0,1910.0,16720.0,9480.0
Absa Group,South Africa,9740.0,1260.0,105390.0,7390.0
Assa Abloy,Sweden,12180.0,1360.0,14830.0,26530.0
Essity,Sweden,15860.0,762.5,20810.0,21460.0
Joint Stock Commercial Bank for Foreign Trade of Vietnam,Vietnam,4400.0,1150.0,69130.0,18130.0
First Citizens Bank (NC),United States,5100.0,1100.0,110690.0,14560.0
Henderson Land,Hong Kong,3250.0,1180.0,67880.0,17610.0
Huaneng Power International,China,36420.0,-1510.0,74150.0,9940.0
East Money Information,China,1980.0,1220.0,32189.999999999996,35720.0
Chesapeake Energy,United States,14120.0,4940.0,15730.0,10530.0
Sika,Switzerland,10980.0,1220.0,12410.0,42880.0
Chongqing Rural Bank,China,8050.000000000001,1560.0,208440.0,4620.0
Resona Holdings,Japan,6350.0,814.7,556790.0,11620.0
Jabil Circuit,United States,35130.0,963.0,19570.0,10250.0
HMM,South Korea,14380.0,7780.0,20540.0,7410.0
Aegon,Netherlands,20070.0,-795.6,405290.0,8920.0
Globalfoundries,United States,8109.999999999999,1450.0,17840.0,32540.0
MOL Hungarian Oil,Hungary,26610.0,2290.0,21230.0,6580.0
Ageas,Belgium,9300.0,1060.0,106170.0,8170.0
Hengli Petrochemical,China,31660.0,-129.0,34750.0,15710.0
Mitsubishi UFJ Lease,Japan,14160.0,833.1,84320.0,7480.0
Greenland Holdings Group,China,63320.0,299.4,190350.0,6180.0
Dongfeng Motor Group,China,13760.0,1530.0,47480.0,4080.0
Shanghai Pharmaceuticals,China,35100.0,867.8,29980.0,7640.0
Roper Technologies,United States,5560.0,1170.0,27140.0,48830.0
Celanese,United States,9670.0,1890.0,26270.0,11740.0
Julius Baer Group,Switzerland,4730.0,994.3,114190.0,14490.0
Isuzu Motors,Japan,23380.0,1120.0,22850.0,9280.0
TD SYNNEX,United States,62000.0,682.1,29230.0,8340.0
Motorola Solutions,United States,9390.0,1370.0,12350.0,47220.0
China Molybdenum,China,25100.0,678.8,23720.0,12960.0
GS Holdings,South Korea,22270.0,1660.0,26830.0,2820.0
Great Wall Motor,China,18590.0,1010.0,25920.0,9850.0
Sandvik,Sweden,11390.0,1040.0,17410.0,25410.0
Air France-KLM,France,29410.0,973.4,34810.0,4120.0
PPL,United States,8540.0,725.0,38300.0,21190.0
Hilton Worldwide Holdings,United States,9380.0,1250.0,15210.0,38270.0
Everest Re Group,Bermuda,12450.0,651.1,38920.0,14740.0
Kasikornbank,Thailand,8180.0,1000.0,123940.0,8840.0
China Resources Power,Hong Kong,13190.0,899.4,36310.0,10790.0
Barrick Gold,Canada,10840.0,77.4,46150.0,35330.0
Molina Healthcare,United States,32350.0,855.0,13370.0,17460.0
TDK,Japan,16090.0,842.6,23650.0,13730.0
Magna International,Canada,38910.0,445.8,27790.0,15380.0
Power Grid of India,India,5600.0,1940.0,31060.0,20550.0
Union Bank of India,India,11280.0,922.9,150490.0,6380.0
Newmont Mining,United States,11640.0,-537.0,38370.0,38720.0
Paramount,United States,30090.0,-447.0,56560.0,10980.0
Geely Automobile Holdings,Hong Kong,21840.0,750.3,22700.0,12380.0
Guosen Securities,China,4260.0,1570.0,58850.0,13660.0
Wipro,India,11260.0,1410.0,14310.0,25410.0
Lonza Group,Switzerland,6520.0,1270.0,18980.0,48300.0
China National Chemical,China,24100.0,809.3,29020.0,9060.0
Tractor Supply,United States,14480.0,1080.0,8850.0,26330.0
Gemdale,China,17180.0,873.5,61490.0,5490.0
Adidas,Germany,23380.0,93.6,21380.0,33470.0
Sunshine Insurance Group,China,19480.0,718.3,69250.0,6410.0
Ryanair Holdings,Ireland,10620.0,1440.0,16820.0,18660.0
GF Securities,China,5490.0,1420.0,86790.0,11420.0
Reliance Steel,United States,16500.0,1700.0,10200.0,14320.0
SM Investments,Philippines,9620.0,798.6,26920.0,20440.0
Delta Electronics,Taiwan,12980.0,1100.0,14010.0,25690.0
KKR,United States,5290.0,-841.1,277080.0,44360.0
FirstEnergy,United States,12700.0,410.0,46480.0,22740.0
CNPC Capital,China,5500.0,785.5,146280.0,15180.0
SCB X Public Company,Thailand,5540.0,1550.0,97240.0,10250.0
GD Power Development,China,27540.0,398.7,61570.0,10350.0
Kansai Electric Power,Japan,29160.0,130.5,65930.0,9690.0
ON Semiconductor Corp.,United States,8340.0,1830.0,12270.0,35080.0
