km,dia_semana,municipio,tipo_pista,pessoas,feridos
323.0,6,1,2,2.0,0.0
330.0,5,0,2,3.0,0.0
330.0,5,1,2,3.0,0.0
322.0,6,1,2,2.0,0.0
322.0,2,1,1,4.0,2.0
324.0,3,1,2,3.0,0.0
328.0,4,0,2,1.0,1.0
321.2,4,1,2,2.0,1.0
321.2,4,1,2,2.0,0.0
325.0,4,1,2,4.0,1.0
322.0,1,1,2,2.0,0.0
322.0,5,1,1,1.0,0.0
326.0,7,1,2,2.0,0.0
330.0,7,0,2,2.0,0.0
329.0,7,0,2,2.0,0.0
330.0,4,0,2,3.0,0.0
325.0,6,1,2,2.0,0.0
324.0,1,1,2,1.0,1.0
323.0,5,1,2,2.0,0.0
326.0,2,1,2,2.0,1.0
327.0,6,1,2,4.0,0.0
326.0,2,1,2,3.0,0.0
326.0,3,1,2,2.0,0.0
323.0,3,1,2,2.0,1.0
325.0,3,1,3,2.0,0.0
324.0,3,1,3,2.0,0.0
332.0,4,0,2,2.0,0.0
322.0,2,1,2,3.0,0.0
322.0,3,1,2,1.0,0.0
330.5,4,0,2,2.0,0.0
332.0,4,0,2,1.0,0.0
327.0,3,1,2,3.0,0.0
324.0,4,1,2,2.0,0.0
324.0,4,1,2,2.0,0.0
333.0,5,0,2,2.0,0.0
333.2,5,0,2,2.0,1.0
321.2,5,1,2,3.0,0.0
326.0,5,1,2,2.0,0.0
322.3,6,1,2,2.0,1.0
333.0,6,0,2,1.0,0.0
331.0,6,0,2,1.0,0.0
326.0,2,1,2,2.0,1.0
323.0,5,1,2,1.0,0.0
327.0,3,1,2,3.0,0.0
329.0,3,0,2,2.0,0.0
322.0,7,1,2,2.0,0.0
322.0,5,1,2,1.0,0.0
322.0,6,1,2,3.0,0.0
322.0,6,1,2,2.0,0.0
322.0,3,1,2,3.0,0.0
328.0,2,0,2,6.0,0.0
322.0,5,1,2,1.0,0.0
328.0,6,1,2,2.0,0.0
322.0,3,1,2,1.0,0.0
326.0,2,1,2,3.0,1.0
322.0,6,1,2,2.0,0.0
322.0,6,1,2,3.0,0.0
325.0,7,1,2,2.0,0.0
323.0,7,1,2,6.0,3.0
331.0,3,0,2,2.0,0.0
322.0,4,1,2,2.0,0.0
323.0,2,1,2,4.0,0.0
322.0,4,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
333.0,4,0,2,2.0,0.0
330.0,1,0,2,3.0,2.0
322.0,4,1,3,2.0,0.0
322.0,4,1,2,1.0,0.0
323.0,5,1,2,2.0,0.0
321.0,1,1,2,2.0,1.0
322.0,1,1,2,2.0,0.0
329.0,5,1,2,2.0,0.0
322.6,6,1,2,2.0,0.0
323.5,6,1,2,4.0,0.0
322.4,6,1,2,3.0,0.0
322.0,7,1,2,1.0,0.0
333.0,5,0,2,2.0,1.0
322.0,5,1,2,1.0,0.0
322.0,5,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
323.0,5,1,2,3.0,0.0
323.0,2,1,2,1.0,0.0
324.0,2,1,2,2.0,0.0
330.0,2,0,2,1.0,0.0
322.0,2,1,2,2.0,0.0
322.0,2,1,2,3.0,0.0
323.0,1,1,2,3.0,2.0
333.0,6,0,2,2.0,1.0
323.0,3,1,2,2.0,0.0
323.0,7,1,2,4.0,3.0
323.0,4,1,2,2.0,0.0
323.0,2,1,2,3.0,0.0
323.0,2,1,2,2.0,0.0
325.0,5,1,2,2.0,0.0
328.0,5,0,2,2.0,0.0
326.0,6,0,2,1.0,0.0
329.0,6,0,3,2.0,0.0
324.0,6,1,2,2.0,0.0
322.0,4,1,2,1.0,0.0
323.0,6,1,3,2.0,0.0
323.0,6,1,2,3.0,0.0
324.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
321.4,7,1,2,1.0,0.0
322.0,7,1,2,2.0,0.0
324.0,7,1,2,2.0,0.0
321.8,7,1,1,2.0,2.0
324.0,4,1,2,2.0,0.0
326.0,7,1,2,3.0,0.0
322.0,2,1,2,2.0,0.0
333.0,4,0,2,2.0,0.0
329.0,7,1,2,1.0,0.0
322.0,5,1,2,3.0,0.0
323.0,6,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
327.0,5,0,2,2.0,0.0
330.0,5,0,2,9.0,5.0
322.5,5,1,2,2.0,0.0
326.0,6,0,2,2.0,0.0
322.0,6,1,2,2.0,0.0
327.0,6,1,2,3.0,0.0
327.0,7,0,3,2.0,0.0
326.0,6,1,2,2.0,0.0
329.0,4,0,2,3.0,0.0
323.0,6,1,2,3.0,0.0
326.0,4,0,2,2.0,0.0
328.0,5,0,2,3.0,0.0
323.0,6,1,2,6.0,1.0
323.0,7,1,2,3.0,0.0
322.0,5,1,2,4.0,0.0
323.0,4,1,2,3.0,0.0
321.0,2,1,2,4.0,0.0
322.0,2,1,2,4.0,1.0
321.0,6,1,2,5.0,0.0
322.0,2,1,2,3.0,0.0
324.1,7,1,2,4.0,0.0
325.0,7,0,2,2.0,0.0
323.0,1,1,2,3.0,0.0
324.0,3,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
330.0,3,0,2,2.0,0.0
329.5,2,0,2,2.0,0.0
321.8,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
333.7,4,0,2,2.0,2.0
322.0,6,1,2,2.0,0.0
325.5,4,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
324.0,3,1,3,2.0,0.0
327.0,3,1,3,2.0,0.0
327.0,4,1,2,1.0,1.0
323.0,4,1,2,2.0,0.0
322.0,4,1,1,2.0,0.0
322.0,2,1,2,2.0,0.0
329.0,6,1,1,3.0,0.0
325.0,6,1,3,1.0,0.0
329.5,7,0,2,3.0,0.0
330.0,3,0,2,3.0,1.0
330.0,1,1,2,2.0,0.0
333.0,1,0,2,3.0,0.0
322.0,6,1,2,1.0,0.0
323.0,6,1,2,3.0,0.0
322.0,3,1,2,2.0,0.0
328.0,3,0,2,2.0,0.0
321.5,7,1,2,2.0,2.0
322.0,7,1,2,4.0,0.0
323.0,4,1,2,3.0,0.0
323.0,4,1,3,3.0,0.0
329.0,1,0,2,42.0,36.0
327.0,5,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
331.0,6,0,2,2.0,0.0
323.0,6,1,2,2.0,0.0
330.0,7,0,2,3.0,0.0
323.0,6,1,2,2.0,0.0
323.0,3,1,2,2.0,1.0
323.0,3,1,2,2.0,0.0
327.0,1,0,3,3.0,0.0
322.0,1,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
330.0,1,0,2,2.0,0.0
323.0,6,1,2,6.0,5.0
326.0,1,1,3,2.0,0.0
323.0,1,1,2,3.0,0.0
322.0,2,1,2,2.0,0.0
326.0,7,1,2,2.0,1.0
326.0,2,1,2,2.0,0.0
331.0,2,0,2,3.0,0.0
322.0,5,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
322.0,1,1,2,1.0,0.0
329.0,7,1,2,1.0,0.0
323.0,1,1,2,5.0,1.0
321.0,2,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
323.0,6,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
329.0,5,0,2,2.0,0.0
322.0,6,1,2,5.0,3.0
333.0,6,0,2,3.0,0.0
326.0,7,1,2,2.0,0.0
327.0,7,1,2,4.0,0.0
322.0,1,1,1,2.0,0.0
332.0,5,0,2,1.0,1.0
322.0,2,1,3,2.0,0.0
333.0,6,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
330.0,3,0,2,4.0,0.0
322.0,3,1,2,2.0,0.0
321.0,4,1,2,2.0,0.0
321.0,3,1,2,5.0,0.0
329.0,7,0,2,2.0,0.0
327.0,4,1,2,2.0,0.0
321.0,3,1,2,3.0,0.0
323.0,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
321.0,7,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
326.0,6,1,2,2.0,0.0
326.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
323.5,6,1,2,6.0,0.0
323.0,3,1,2,2.0,1.0
329.0,2,0,2,2.0,0.0
323.5,3,1,3,2.0,0.0
322.0,5,1,2,2.0,0.0
323.0,7,1,2,2.0,1.0
323.0,3,1,2,2.0,0.0
330.0,1,0,2,3.0,2.0
327.5,6,0,2,2.0,0.0
329.0,5,1,2,2.0,0.0
322.0,1,1,2,1.0,0.0
323.0,7,1,2,2.0,0.0
321.5,4,1,1,4.0,0.0
323.0,7,1,2,2.0,0.0
325.0,1,1,2,2.0,0.0
330.0,2,0,2,2.0,0.0
322.0,4,1,2,3.0,0.0
322.8,5,1,2,2.0,0.0
321.2,5,1,2,3.0,0.0
321.2,5,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
329.0,2,0,2,5.0,0.0
330.0,6,0,2,3.0,2.0
323.0,2,1,2,3.0,0.0
321.0,7,1,2,3.0,0.0
330.0,4,0,2,2.0,0.0
329.0,4,0,2,3.0,0.0
323.0,5,1,2,6.0,3.0
329.0,5,1,2,3.0,0.0
321.0,1,1,1,3.0,0.0
326.0,5,1,2,2.0,0.0
321.0,7,1,2,1.0,1.0
328.0,5,1,2,3.0,0.0
323.0,2,1,2,3.0,0.0
333.0,6,0,2,1.0,0.0
322.1,6,1,2,2.0,0.0
333.0,6,0,2,2.0,0.0
329.0,6,0,2,1.0,1.0
322.0,3,1,2,1.0,0.0
328.0,7,1,2,3.0,1.0
325.0,1,1,2,2.0,0.0
323.0,5,1,2,3.0,0.0
323.0,5,1,2,1.0,1.0
323.0,2,1,2,2.0,0.0
323.0,2,1,2,2.0,0.0
329.0,5,1,1,2.0,1.0
329.0,7,1,2,1.0,1.0
322.0,7,1,2,1.0,1.0
322.0,5,1,2,4.0,0.0
328.2,5,1,2,2.0,0.0
321.9,5,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
325.0,6,1,2,2.0,0.0
327.0,6,1,2,5.0,3.0
322.0,4,1,2,2.0,0.0
325.0,7,1,2,2.0,0.0
328.0,6,0,2,2.0,0.0
330.0,5,0,2,2.0,0.0
322.0,4,1,2,2.0,0.0
321.0,4,1,2,3.0,0.0
326.0,5,0,2,4.0,0.0
330.0,6,0,2,2.0,0.0
326.0,6,1,2,2.0,0.0
327.0,7,1,2,4.0,3.0
322.0,5,1,2,2.0,0.0
328.0,1,1,1,3.0,0.0
329.0,5,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
321.1,1,1,2,2.0,0.0
323.0,7,1,2,2.0,0.0
327.0,4,1,3,2.0,0.0
322.0,4,1,2,2.0,0.0
332.0,4,0,2,2.0,0.0
325.0,1,1,2,3.0,0.0
322.0,5,1,2,1.0,0.0
327.0,5,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
321.0,6,1,2,3.0,0.0
322.0,3,1,2,2.0,0.0
321.0,7,1,2,2.0,0.0
331.0,6,0,2,5.0,3.0
321.0,6,1,2,1.0,1.0
323.0,3,1,2,2.0,0.0
324.0,3,1,2,1.0,0.0
321.0,7,1,2,4.0,0.0
329.0,1,0,2,1.0,0.0
322.0,4,1,2,2.0,0.0
331.0,1,0,2,2.0,0.0
321.0,7,1,2,2.0,0.0
323.0,2,1,2,5.0,0.0
323.0,6,1,2,2.0,0.0
326.0,5,1,3,2.0,0.0
327.0,5,1,2,6.0,2.0
327.0,5,0,3,4.0,0.0
327.0,5,1,2,6.0,4.0
324.0,5,0,2,3.0,0.0
328.0,5,0,2,2.0,0.0
323.0,6,1,2,1.0,0.0
322.0,6,1,2,3.0,0.0
323.1,6,1,2,4.0,2.0
326.0,2,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
328.0,6,1,2,1.0,0.0
322.0,7,1,2,1.0,0.0
326.0,2,1,2,1.0,1.0
321.0,2,1,1,2.0,1.0
321.0,2,1,1,2.0,0.0
333.0,4,0,2,3.0,0.0
321.0,4,1,2,3.0,0.0
321.0,2,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,3,1,2,3.0,0.0
329.0,3,1,2,3.0,0.0
326.0,3,1,2,2.0,0.0
333.7,3,0,2,2.0,0.0
329.0,3,0,2,3.0,0.0
324.0,5,1,2,2.0,0.0
322.0,5,1,2,3.0,0.0
324.0,6,1,3,1.0,1.0
328.0,7,0,2,2.0,0.0
324.0,3,1,2,2.0,1.0
324.0,7,1,2,2.0,0.0
327.0,1,1,2,2.0,0.0
327.0,4,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
322.0,3,1,2,1.0,1.0
321.0,7,1,2,2.0,1.0
330.0,1,0,2,5.0,0.0
322.0,7,0,2,2.0,0.0
325.0,1,1,2,2.0,0.0
321.0,3,1,2,1.0,0.0
326.0,3,1,2,2.0,0.0
326.0,4,0,2,2.0,1.0
330.0,1,1,2,5.0,1.0
330.0,1,0,2,6.0,0.0
321.0,5,1,2,3.0,0.0
323.0,5,1,2,3.0,0.0
329.0,5,1,2,2.0,0.0
325.0,5,1,2,3.0,0.0
323.0,5,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
329.0,3,1,2,2.0,0.0
322.0,7,1,2,1.0,0.0
321.0,3,1,2,2.0,0.0
333.0,3,0,2,4.0,1.0
322.0,7,1,3,4.0,3.0
326.0,7,1,2,3.0,2.0
322.0,7,1,2,3.0,0.0
326.0,7,1,2,2.0,0.0
322.0,7,1,1,2.0,0.0
321.8,1,1,2,2.0,1.0
323.0,1,1,2,2.0,0.0
324.0,6,1,2,1.0,0.0
326.0,2,1,2,2.0,1.0
322.0,3,1,2,2.0,0.0
322.0,7,1,2,3.0,0.0
321.0,4,1,2,2.0,0.0
325.0,4,1,2,2.0,0.0
322.0,5,1,1,3.0,0.0
332.0,5,0,2,1.0,1.0
322.0,6,1,2,2.0,0.0
332.0,5,0,2,2.0,0.0
322.0,5,1,2,2.0,0.0
321.0,6,1,2,4.0,0.0
326.0,6,1,2,2.0,0.0
330.0,3,0,2,2.0,0.0
321.0,1,1,2,2.0,0.0
325.0,4,1,3,2.0,0.0
330.0,5,0,2,1.0,0.0
322.0,1,1,3,2.0,1.0
321.0,1,1,2,2.0,0.0
326.0,4,1,2,3.0,0.0
332.0,2,0,2,2.0,0.0
330.0,7,0,2,3.0,2.0
330.0,7,0,3,2.0,0.0
330.0,7,0,2,3.0,0.0
331.0,3,0,3,3.0,0.0
330.0,7,0,2,3.0,0.0
322.0,5,1,2,1.0,0.0
321.0,2,1,2,3.0,1.0
323.5,7,1,2,3.0,0.0
326.0,6,1,2,5.0,1.0
325.0,5,1,2,1.0,0.0
331.0,5,0,2,2.0,0.0
321.0,5,1,2,3.0,0.0
321.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
325.0,6,0,2,2.0,0.0
322.0,3,1,2,2.0,0.0
322.0,7,1,3,2.0,0.0
332.0,4,0,2,1.0,1.0
322.0,4,1,2,2.0,0.0
325.0,2,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
324.0,4,1,2,2.0,0.0
328.0,4,1,3,2.0,0.0
325.0,4,1,2,3.0,0.0
322.0,4,1,2,3.0,0.0
322.0,5,1,2,2.0,1.0
324.0,5,1,3,2.0,0.0
333.0,5,0,2,3.0,0.0
324.0,1,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,2,1,2,3.0,0.0
322.0,4,1,2,2.0,0.0
321.0,2,1,2,1.0,0.0
322.0,5,1,2,3.0,0.0
322.0,2,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,3,1,1,2.0,0.0
322.0,7,1,2,2.0,0.0
327.3,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
328.0,5,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
331.0,3,0,2,3.0,2.0
327.0,3,1,3,2.0,0.0
329.0,6,0,2,2.0,0.0
324.0,2,1,2,2.0,0.0
327.0,6,0,2,2.0,0.0
327.0,2,1,2,3.0,1.0
332.5,6,0,2,1.0,1.0
327.0,6,1,2,3.0,0.0
326.0,4,1,2,1.0,1.0
329.0,4,0,2,2.0,0.0
326.0,5,1,2,2.0,1.0
324.0,2,1,2,4.0,0.0
327.0,2,1,2,2.0,0.0
325.0,2,0,3,2.0,0.0
321.0,3,1,2,2.0,0.0
332.0,3,0,2,2.0,0.0
326.0,1,1,2,2.0,0.0
324.0,1,1,2,2.0,0.0
325.0,2,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
322.0,3,1,1,1.0,0.0
322.0,3,1,2,2.0,0.0
323.0,1,1,3,2.0,0.0
321.5,2,1,2,3.0,0.0
322.3,2,1,2,2.0,0.0
324.0,3,1,2,4.0,0.0
321.0,3,1,2,2.0,0.0
322.0,3,1,3,2.0,0.0
322.0,3,1,2,2.0,0.0
322.0,7,0,2,1.0,1.0
331.0,7,0,2,4.0,0.0
333.0,4,0,2,2.0,0.0
330.0,5,0,2,2.0,0.0
326.0,5,1,3,5.0,0.0
321.0,6,1,2,2.0,0.0
332.0,6,0,2,2.0,0.0
333.8,6,0,2,3.0,0.0
322.0,4,1,2,2.0,0.0
321.0,6,1,2,2.0,0.0
322.0,7,1,2,4.0,0.0
324.0,6,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
325.0,7,1,2,4.0,0.0
322.8,4,1,3,2.0,0.0
322.0,2,1,2,1.0,0.0
322.0,2,1,3,2.0,1.0
321.0,7,1,2,2.0,1.0
322.0,1,1,1,2.0,1.0
324.0,7,1,2,2.0,0.0
323.0,7,1,2,3.0,0.0
323.0,7,1,2,2.0,0.0
327.0,3,1,2,3.0,0.0
330.0,5,0,3,3.0,0.0
327.0,1,1,2,2.0,0.0
328.0,6,0,3,2.0,0.0
329.0,6,0,3,1.0,0.0
323.0,6,1,3,2.0,0.0
321.0,7,1,2,2.0,0.0
332.0,7,0,2,1.0,0.0
322.0,4,1,2,3.0,0.0
327.0,1,0,2,2.0,0.0
322.0,1,1,2,3.0,0.0
321.0,5,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
321.0,1,1,2,5.0,0.0
322.0,5,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
330.0,6,0,1,2.0,0.0
324.0,5,1,2,3.0,2.0
322.0,1,1,2,2.0,0.0
321.0,6,1,2,2.0,1.0
325.0,2,1,2,2.0,0.0
322.0,3,1,2,3.0,2.0
322.0,6,1,2,3.0,2.0
323.0,5,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
322.0,5,1,2,3.0,0.0
322.0,5,1,1,1.0,1.0
322.0,5,1,2,2.0,0.0
321.0,1,1,2,3.0,0.0
321.0,5,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
323.0,3,1,3,2.0,0.0
322.0,5,1,1,2.0,0.0
322.0,7,1,3,2.0,1.0
326.0,4,1,2,2.0,0.0
331.0,4,0,1,2.0,0.0
323.0,3,1,2,2.0,0.0
330.0,1,1,2,2.0,0.0
321.0,2,1,2,4.0,0.0
324.0,4,1,2,2.0,0.0
330.0,5,0,2,2.0,0.0
331.0,5,0,2,2.0,0.0
322.0,6,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
324.0,3,1,3,3.0,0.0
321.0,3,1,2,3.0,0.0
323.0,2,1,2,3.0,0.0
322.0,2,1,2,2.0,0.0
330.0,2,0,2,2.0,0.0
326.0,7,1,2,1.0,0.0
321.0,3,1,2,3.0,0.0
323.0,6,1,2,3.0,0.0
323.0,3,1,2,2.0,0.0
323.0,3,1,2,2.0,0.0
326.0,3,1,2,3.0,2.0
324.0,5,1,3,4.0,2.0
326.0,4,1,2,5.0,0.0
329.0,6,0,2,2.0,0.0
329.0,5,0,2,4.0,2.0
328.0,5,0,2,2.0,0.0
321.0,2,1,2,2.0,0.0
324.0,5,1,3,2.0,0.0
326.5,4,1,2,4.0,0.0
327.0,7,0,2,1.0,0.0
326.0,3,1,2,2.0,0.0
324.0,6,1,2,2.0,0.0
322.8,1,1,3,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
332.0,7,0,2,2.0,0.0
329.0,5,0,2,2.0,0.0
324.0,7,0,2,2.0,0.0
323.0,5,1,2,2.0,0.0
328.0,5,1,3,4.0,0.0
322.0,7,1,2,2.0,0.0
333.0,1,0,2,2.0,1.0
321.0,4,1,2,2.0,1.0
324.0,1,1,2,1.0,1.0
327.0,5,1,2,2.0,1.0
322.0,3,1,3,2.0,0.0
332.0,1,0,2,1.0,0.0
322.0,4,1,2,2.0,0.0
326.0,1,1,2,2.0,0.0
331.0,5,0,2,1.0,0.0
329.0,1,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
330.0,6,1,2,2.0,0.0
321.3,7,1,2,3.0,0.0
322.0,1,1,1,2.0,0.0
328.0,4,0,1,2.0,0.0
321.0,6,1,2,3.0,1.0
328.0,4,0,2,2.0,0.0
324.0,4,1,2,3.0,2.0
322.0,1,1,1,2.0,0.0
329.0,1,0,2,5.0,0.0
322.0,5,1,3,6.0,1.0
327.0,5,1,2,2.0,0.0
327.0,4,1,2,3.0,1.0
322.0,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
333.0,6,1,2,1.0,0.0
323.0,6,1,2,2.0,0.0
324.0,6,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
322.0,5,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
324.0,2,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
326.0,1,1,2,3.0,0.0
321.0,6,1,1,3.0,2.0
322.0,1,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
333.0,1,1,2,7.0,0.0
324.0,7,0,1,2.0,0.0
321.0,3,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
322.0,7,1,1,2.0,0.0
323.0,4,1,2,2.0,0.0
324.0,7,1,2,1.0,0.0
325.0,5,1,2,2.0,0.0
328.0,5,0,2,2.0,0.0
329.2,6,0,2,1.0,1.0
323.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
331.0,6,0,2,2.0,0.0
322.0,6,1,2,2.0,0.0
321.0,3,1,1,2.0,0.0
323.0,6,1,2,3.0,0.0
322.0,3,1,2,2.0,1.0
321.0,3,1,2,2.0,0.0
324.0,5,1,2,3.0,0.0
332.0,2,0,2,2.0,0.0
330.0,2,0,2,1.0,0.0
321.0,6,1,2,2.0,0.0
333.0,4,0,2,2.0,0.0
324.0,5,1,2,2.0,0.0
321.0,4,1,2,3.0,0.0
322.0,5,1,2,3.0,0.0
330.0,1,0,2,2.0,0.0
322.5,5,1,2,2.0,0.0
327.0,3,1,2,2.0,0.0
324.0,6,1,2,3.0,0.0
321.0,6,1,2,3.0,0.0
322.0,6,1,3,4.0,0.0
322.0,1,1,2,2.0,0.0
327.0,2,1,2,2.0,2.0
324.0,2,1,2,2.0,0.0
322.0,5,1,3,2.0,0.0
330.0,2,1,2,2.0,0.0
324.0,6,1,2,3.0,0.0
324.0,6,1,2,4.0,2.0
324.0,6,1,2,2.0,0.0
324.0,6,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
326.0,3,1,2,1.0,0.0
325.0,3,1,2,2.0,0.0
327.0,1,0,1,9.0,9.0
330.0,4,0,2,3.0,0.0
322.0,1,1,1,2.0,0.0
322.0,5,1,2,2.0,0.0
331.0,2,0,2,2.0,0.0
323.0,6,1,2,3.0,0.0
326.0,6,1,2,2.0,1.0
328.0,4,1,1,2.0,1.0
330.0,5,0,2,1.0,1.0
322.0,1,1,1,2.0,0.0
324.0,5,1,2,2.0,0.0
333.0,2,0,2,2.0,0.0
326.0,6,1,2,2.0,2.0
327.0,1,1,2,1.0,0.0
322.0,2,1,2,2.0,0.0
332.0,5,0,2,2.0,0.0
329.0,2,0,2,1.0,1.0
323.0,3,1,2,1.0,0.0
323.0,3,1,2,1.0,0.0
327.0,7,0,3,2.0,0.0
322.0,4,1,2,3.0,0.0
321.0,4,1,2,2.0,0.0
323.0,1,1,2,3.0,2.0
321.0,1,1,1,2.0,0.0
321.0,5,1,2,2.0,2.0
324.0,6,1,2,3.0,0.0
323.0,6,1,2,4.0,0.0
322.0,6,1,2,1.0,0.0
323.0,6,1,2,2.0,0.0
326.0,7,1,2,3.0,1.0
323.0,5,1,2,2.0,0.0
325.0,6,1,2,4.0,4.0
323.0,6,1,2,2.0,0.0
326.0,1,1,2,2.0,1.0
332.0,1,0,2,2.0,0.0
329.0,4,0,2,1.0,0.0
322.0,5,1,2,2.0,0.0
323.0,6,1,2,6.0,3.0
332.0,7,0,2,2.0,2.0
322.0,4,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
333.0,4,0,2,2.0,0.0
322.0,7,1,2,2.0,0.0
324.0,6,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
324.0,6,1,2,4.0,1.0
331.0,5,0,2,2.0,0.0
323.0,2,1,2,3.0,0.0
333.0,2,0,2,2.0,0.0
332.0,2,0,2,2.0,0.0
333.0,2,0,2,2.0,0.0
331.0,6,0,2,2.0,0.0
323.0,2,1,2,2.0,0.0
322.0,2,1,1,2.0,0.0
325.0,1,0,2,2.0,0.0
323.0,6,1,1,2.0,0.0
323.0,6,1,1,2.0,1.0
330.0,4,0,1,2.0,0.0
325.5,1,1,2,3.0,0.0
322.0,5,1,1,2.0,1.0
324.0,6,1,2,2.0,0.0
321.0,6,1,2,1.0,0.0
326.0,7,1,2,5.0,1.0
332.0,6,0,2,3.0,0.0
322.6,6,1,2,4.0,2.0
326.3,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
322.0,7,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
326.0,1,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
329.0,4,0,2,4.0,0.0
322.0,1,1,1,1.0,0.0
322.0,7,1,2,3.0,0.0
333.0,2,0,2,2.0,0.0
322.0,1,1,3,3.0,0.0
324.0,4,1,2,5.0,2.0
330.0,5,0,2,4.0,0.0
329.0,5,1,2,1.0,0.0
323.0,3,1,2,5.0,1.0
324.0,6,1,2,2.0,0.0
325.0,5,1,2,2.0,1.0
323.0,7,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
325.0,6,1,2,2.0,0.0
325.0,4,1,2,3.0,0.0
323.0,6,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
325.0,1,1,2,1.0,1.0
322.0,4,1,2,1.0,0.0
321.0,5,1,2,2.0,0.0
322.0,6,1,1,1.0,0.0
329.5,3,0,2,2.0,0.0
324.0,3,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.0,3,1,2,3.0,0.0
321.0,2,1,2,2.0,0.0
327.0,3,0,2,2.0,0.0
323.0,4,1,2,2.0,0.0
330.0,7,0,2,2.0,0.0
331.0,4,0,2,5.0,4.0
321.0,1,1,1,2.0,0.0
322.0,1,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
332.0,5,0,2,2.0,0.0
323.0,7,1,2,2.0,0.0
323.0,2,1,2,2.0,0.0
322.0,2,1,2,3.0,0.0
325.0,2,1,2,2.0,1.0
322.0,1,1,2,2.0,0.0
